Number of genomes	Pan genome
1	1924	#
1	1929	#
1	1951	#
1	1938	#
1	1954	#
1	1919	#
1	1949	#
1	1954	#
1	1961	#
1	2029	#
1	1951	#
1	1935	#
1	1928	#
2	2201	#
2	1957	#
2	2080	#
2	2077	#
2	2053	#
2	2187	#
2	2057	#
2	2223	#
2	2208	#
2	2055	#
2	2214	#
2	2264	#
2	2044	#
2	2201	#
2	2079	#
2	2190	#
2	2229	#
2	2076	#
2	2077	#
2	2097	#
2	2209	#
3	2309	#
3	2079	#
3	2232	#
3	2146	#
3	2290	#
3	2124	#
3	2385	#
3	2302	#
3	2302	#
3	2398	#
3	2232	#
3	2098	#
3	2418	#
3	2416	#
3	2344	#
3	2056	#
3	2372	#
3	2211	#
3	2188	#
3	2274	#
3	2170	#
4	2138	#
4	2323	#
4	2529	#
4	2354	#
4	2502	#
4	2211	#
4	2482	#
4	2360	#
4	2516	#
4	2330	#
4	2311	#
4	2547	#
4	2403	#
4	2274	#
4	2098	#
4	2310	#
4	2189	#
4	2330	#
4	2317	#
4	2379	#
4	2331	#
5	2311	#
5	2365	#
5	2336	#
5	2621	#
5	2487	#
5	2494	#
5	2163	#
5	2413	#
5	2077	#
5	2495	#
5	2092	#
5	2394	#
5	2152	#
5	2304	#
5	2621	#
5	2356	#
5	2139	#
5	2369	#
5	2483	#
5	2293	#
5	2344	#
6	2541	#
6	2511	#
6	2475	#
6	2543	#
6	2443	#
6	2571	#
6	2364	#
6	2514	#
6	2549	#
6	2646	#
6	2331	#
6	2519	#
6	2461	#
6	2525	#
6	2398	#
6	2537	#
6	2531	#
6	2662	#
6	2380	#
6	2543	#
6	2575	#
7	2583	#
7	2497	#
7	2594	#
7	2550	#
7	2565	#
7	2551	#
7	2394	#
7	2547	#
7	2399	#
7	2423	#
7	2658	#
7	2484	#
7	2571	#
7	2623	#
7	2425	#
7	2657	#
7	2518	#
7	2706	#
7	2566	#
7	2507	#
7	2517	#
8	2737	#
8	2698	#
8	2562	#
8	2562	#
8	2528	#
8	2698	#
8	2594	#
8	2585	#
8	2678	#
8	2597	#
8	2709	#
8	2577	#
8	2543	#
8	2529	#
8	2452	#
8	2577	#
8	2519	#
8	2728	#
8	2698	#
8	2714	#
8	2565	#
9	2587	#
9	2699	#
9	2669	#
9	2708	#
9	2738	#
9	2624	#
9	2563	#
9	2567	#
9	2576	#
9	2514	#
9	2707	#
9	2520	#
9	2682	#
9	2570	#
9	2588	#
9	2568	#
9	2520	#
9	2593	#
9	2740	#
9	2471	#
9	2597	#
10	2604	#
10	2756	#
10	2718	#
10	2766	#
10	2548	#
10	2595	#
10	2538	#
10	2680	#
10	2597	#
10	2766	#
10	2680	#
10	2748	#
10	2729	#
10	2737	#
10	2420	#
10	2593	#
10	2587	#
10	2731	#
10	2639	#
10	2596	#
10	2764	#
11	2699	#
11	2605	#
11	2604	#
11	2747	#
11	2767	#
11	2718	#
11	2596	#
11	2597	#
11	2428	#
11	2709	#
11	2708	#
11	2606	#
11	2766	#
11	2757	#
11	2740	#
11	2573	#
11	2758	#
11	2748	#
11	2728	#
11	2765	#
11	2765	#
12	2759	#
12	2765	#
12	2767	#
12	2767	#
12	2606	#
12	2710	#
12	2596	#
12	2767	#
12	2749	#
12	2758	#
12	2737	#
12	2765	#
12	2766	#
13	2767	#
	#
