Number of genomes	Core genome
1	1924	#
1	1929	#
1	1951	#
1	1938	#
1	1954	#
1	1919	#
1	1949	#
1	1954	#
1	1961	#
1	2029	#
1	1951	#
1	1935	#
1	1928	#
2	1779	#
2	1932	#
2	1809	#
2	1793	#
2	1852	#
2	1713	#
2	1826	#
2	1687	#
2	1670	#
2	1827	#
2	1654	#
2	1689	#
2	1855	#
2	1777	#
2	1788	#
2	1694	#
2	1751	#
2	1813	#
2	1771	#
2	1818	#
2	1694	#
3	1622	#
3	1813	#
3	1726	#
3	1783	#
3	1634	#
3	1736	#
3	1610	#
3	1651	#
3	1618	#
3	1585	#
3	1726	#
3	1810	#
3	1658	#
3	1620	#
3	1652	#
3	1849	#
3	1600	#
3	1689	#
3	1670	#
3	1662	#
3	1744	#
4	1734	#
4	1650	#
4	1574	#
4	1612	#
4	1633	#
4	1692	#
4	1629	#
4	1620	#
4	1574	#
4	1625	#
4	1622	#
4	1599	#
4	1648	#
4	1666	#
4	1811	#
4	1622	#
4	1666	#
4	1633	#
4	1685	#
4	1619	#
4	1593	#
5	1622	#
5	1605	#
5	1684	#
5	1556	#
5	1577	#
5	1572	#
5	1766	#
5	1648	#
5	1826	#
5	1601	#
5	1768	#
5	1623	#
5	1741	#
5	1651	#
5	1552	#
5	1650	#
5	1738	#
5	1635	#
5	1602	#
5	1611	#
5	1679	#
6	1618	#
6	1583	#
6	1634	#
6	1597	#
6	1622	#
6	1573	#
6	1678	#
6	1600	#
6	1615	#
6	1535	#
6	1593	#
6	1636	#
6	1625	#
6	1543	#
6	1602	#
6	1541	#
6	1574	#
6	1542	#
6	1663	#
6	1593	#
6	1600	#
7	1600	#
7	1601	#
7	1584	#
7	1554	#
7	1560	#
7	1597	#
7	1624	#
7	1584	#
7	1662	#
7	1643	#
7	1535	#
7	1598	#
7	1558	#
7	1555	#
7	1641	#
7	1535	#
7	1582	#
7	1531	#
7	1540	#
7	1539	#
7	1582	#
8	1521	#
8	1540	#
8	1599	#
8	1554	#
8	1581	#
8	1540	#
8	1584	#
8	1600	#
8	1534	#
8	1564	#
8	1531	#
8	1578	#
8	1596	#
8	1581	#
8	1621	#
8	1581	#
8	1582	#
8	1527	#
8	1536	#
8	1531	#
8	1583	#
9	1565	#
9	1536	#
9	1534	#
9	1533	#
9	1519	#
9	1551	#
9	1595	#
9	1538	#
9	1536	#
9	1596	#
9	1521	#
9	1582	#
9	1537	#
9	1592	#
9	1535	#
9	1538	#
9	1539	#
9	1535	#
9	1523	#
9	1620	#
9	1580	#
10	1577	#
10	1520	#
10	1531	#
10	1518	#
10	1580	#
10	1539	#
10	1538	#
10	1534	#
10	1577	#
10	1522	#
10	1534	#
10	1523	#
10	1530	#
10	1530	#
10	1597	#
10	1535	#
10	1535	#
10	1523	#
10	1550	#
10	1535	#
10	1522	#
11	1521	#
11	1577	#
11	1577	#
11	1519	#
11	1518	#
11	1531	#
11	1535	#
11	1580	#
11	1597	#
11	1521	#
11	1521	#
11	1577	#
11	1522	#
11	1520	#
11	1521	#
11	1592	#
11	1520	#
11	1519	#
11	1532	#
11	1518	#
11	1518	#
12	1518	#
12	1518	#
12	1518	#
12	1518	#
12	1577	#
12	1521	#
12	1535	#
12	1518	#
12	1519	#
12	1520	#
12	1530	#
12	1518	#
12	1518	#
13	1518	#
	#
