Number of genomes	Pan genome
1	2110	#
1	1996	#
1	2154	#
1	2019	#
1	2083	#
1	2008	#
1	1967	#
1	2054	#
1	1989	#
1	2034	#
1	2027	#
1	2025	#
1	1968	#
1	2039	#
1	2095	#
1	2029	#
1	2037	#
1	2001	#
1	2145	#
1	1967	#
1	2059	#
1	2059	#
1	2006	#
1	2051	#
1	2000	#
1	2051	#
1	1959	#
1	2024	#
1	1966	#
1	2020	#
1	2049	#
1	1964	#
1	2135	#
1	1948	#
1	2212	#
1	2048	#
1	2241	#
1	2004	#
1	2077	#
1	1964	#
1	2016	#
1	2068	#
1	2060	#
1	2089	#
1	2003	#
1	1964	#
1	2057	#
1	2079	#
1	2149	#
1	2008	#
1	2180	#
2	2523	#
2	2570	#
2	2659	#
2	2631	#
2	2734	#
2	2167	#
2	2639	#
2	2530	#
2	2719	#
2	2444	#
2	2454	#
2	2495	#
2	2500	#
2	2430	#
2	2515	#
2	2573	#
2	2612	#
2	2540	#
2	2425	#
2	2591	#
2	2632	#
2	2535	#
2	2648	#
2	2571	#
2	2440	#
2	2547	#
2	2552	#
2	2152	#
2	2435	#
2	2561	#
2	2693	#
2	2514	#
2	2604	#
2	2503	#
2	2654	#
2	2649	#
2	2850	#
2	2536	#
2	2462	#
2	2818	#
2	2473	#
2	2676	#
2	2747	#
2	2508	#
2	2766	#
2	2465	#
2	2429	#
2	2610	#
2	2565	#
2	2563	#
2	2429	#
3	2923	#
3	2805	#
3	3007	#
3	2982	#
3	3086	#
3	2644	#
3	3010	#
3	2967	#
3	2961	#
3	2764	#
3	3025	#
3	2933	#
3	2931	#
3	2898	#
3	2854	#
3	2930	#
3	2959	#
3	3034	#
3	2937	#
3	2913	#
3	2885	#
3	2823	#
3	2958	#
3	2935	#
3	2857	#
3	2828	#
3	2886	#
3	3175	#
3	2898	#
3	2904	#
3	2981	#
3	2995	#
3	2895	#
3	2959	#
3	2764	#
3	2737	#
3	2462	#
3	2890	#
3	2985	#
3	2841	#
3	2659	#
3	2912	#
3	2969	#
3	2915	#
3	3090	#
3	2844	#
3	2923	#
3	2855	#
3	2933	#
3	3024	#
3	3023	#
4	3138	#
4	3174	#
4	3194	#
4	3063	#
4	3108	#
4	3269	#
4	3099	#
4	3239	#
4	3130	#
4	3296	#
4	2864	#
4	3194	#
4	2829	#
4	3295	#
4	2818	#
4	2996	#
4	2856	#
4	3177	#
4	3244	#
4	2908	#
4	3176	#
4	2874	#
4	3232	#
4	3268	#
4	3113	#
4	2918	#
4	3198	#
4	3144	#
4	2811	#
4	3214	#
4	3176	#
4	3013	#
4	3119	#
4	3214	#
4	3243	#
4	3376	#
4	3146	#
4	3240	#
4	3101	#
4	3143	#
4	3288	#
4	3085	#
4	3243	#
4	3222	#
4	2891	#
4	2900	#
4	3102	#
4	3171	#
4	3339	#
4	3289	#
4	2828	#
5	3338	#
5	3136	#
5	3303	#
5	3196	#
5	3140	#
5	2937	#
5	3156	#
5	3156	#
5	3200	#
5	3051	#
5	3094	#
5	3097	#
5	2923	#
5	3329	#
5	3205	#
5	3201	#
5	3143	#
5	3193	#
5	3343	#
5	3150	#
5	3163	#
5	3023	#
5	3009	#
5	3190	#
5	3126	#
5	3158	#
5	3127	#
5	3220	#
5	3313	#
5	3178	#
5	2903	#
5	3154	#
5	3153	#
5	3195	#
5	3375	#
5	3340	#
5	3177	#
5	3221	#
5	3142	#
5	3396	#
5	3206	#
5	3130	#
5	3089	#
5	3004	#
5	3157	#
5	3178	#
5	3216	#
5	3156	#
5	3179	#
5	2914	#
5	3248	#
6	3288	#
6	3928	#
6	3445	#
6	3580	#
6	3640	#
6	3459	#
6	3538	#
6	3287	#
6	3936	#
6	3591	#
6	3508	#
6	3466	#
6	3538	#
6	3276	#
6	3477	#
6	3866	#
6	3615	#
6	3481	#
6	3480	#
6	3370	#
6	3529	#
6	3651	#
6	3574	#
6	3658	#
6	3370	#
6	3519	#
6	3467	#
6	3584	#
6	3519	#
6	3519	#
6	3535	#
6	3488	#
6	3464	#
6	3486	#
6	3387	#
6	3633	#
6	3554	#
6	3524	#
6	3491	#
6	3471	#
6	3502	#
6	3610	#
6	3535	#
6	3249	#
6	3213	#
6	3629	#
6	3628	#
6	3474	#
6	3471	#
6	3645	#
6	3482	#
7	3797	#
7	3732	#
7	3755	#
7	3759	#
7	3722	#
7	3714	#
7	3885	#
7	3806	#
7	3928	#
7	3531	#
7	3746	#
7	3698	#
7	3739	#
7	3768	#
7	3750	#
7	3667	#
7	3705	#
7	3717	#
7	3731	#
7	3909	#
7	3667	#
7	3681	#
7	3736	#
7	3522	#
7	3720	#
7	3746	#
7	3751	#
7	3883	#
7	3954	#
7	3740	#
7	3674	#
