Number of genomes	Pan genome
1	5280	#
1	4561	#
1	4727	#
1	4927	#
1	4784	#
1	4850	#
1	4798	#
1	4937	#
2	8191	#
2	9384	#
2	7655	#
2	5922	#
2	9319	#
2	9809	#
2	7846	#
2	9470	#
2	6659	#
2	4961	#
2	7012	#
2	7844	#
2	7711	#
2	6558	#
2	6664	#
2	7075	#
2	5550	#
2	5540	#
2	9460	#
2	6485	#
2	5842	#
3	7615	#
3	8788	#
3	7421	#
3	8416	#
3	10367	#
3	12168	#
3	7776	#
3	10079	#
3	10224	#
3	8421	#
3	9833	#
3	9480	#
3	7148	#
3	12701	#
3	6676	#
3	8797	#
3	7197	#
3	7502	#
3	7865	#
3	11602	#
3	7618	#
4	10216	#
4	7437	#
4	9937	#
4	14296	#
4	10357	#
4	9937	#
4	13305	#
4	12086	#
4	6366	#
4	7877	#
4	13004	#
4	10156	#
4	10320	#
4	12025	#
4	11783	#
4	12141	#
4	8802	#
4	8299	#
4	12377	#
4	13779	#
4	13949	#
5	11012	#
5	12095	#
5	11013	#
5	14445	#
5	14445	#
5	8633	#
5	10325	#
5	10687	#
5	12150	#
5	10360	#
5	14661	#
5	11730	#
5	9915	#
5	14418	#
5	15011	#
5	14863	#
5	13310	#
5	9217	#
5	8628	#
5	14828	#
5	12707	#
6	15404	#
6	14672	#
6	11333	#
6	14450	#
6	12831	#
6	13722	#
6	11336	#
6	14831	#
6	14868	#
6	15518	#
6	15100	#
6	10692	#
6	11016	#
6	15192	#
6	15099	#
6	12452	#
6	14423	#
6	13149	#
6	12410	#
6	15177	#
6	15519	#
7	15522	#
7	15104	#
7	15840	#
7	15197	#
7	11337	#
7	13157	#
7	15178	#
7	15837	#
8	15841	#
	#
