Number of genomes	Pan genome
1	1686	#
1	1690	#
1	1819	#
1	1660	#
1	1645	#
1	1838	#
1	1746	#
1	1732	#
1	1791	#
1	1716	#
1	1826	#
1	1822	#
1	1738	#
1	1815	#
1	1655	#
1	1769	#
1	1858	#
1	1696	#
1	1776	#
1	1766	#
1	1861	#
1	1721	#
1	1734	#
1	1775	#
1	1691	#
1	1823	#
1	1744	#
1	1743	#
1	1794	#
1	1720	#
1	1849	#
1	1682	#
1	1752	#
1	1675	#
1	1677	#
1	1672	#
1	1774	#
1	1744	#
1	1754	#
1	1658	#
1	1808	#
1	1696	#
1	1638	#
1	1833	#
1	1862	#
1	1828	#
1	1606	#
1	1728	#
1	1862	#
1	1858	#
1	1804	#
2	2207	#
2	2320	#
2	2156	#
2	2176	#
2	2167	#
2	2126	#
2	2030	#
2	2251	#
2	2231	#
2	2132	#
2	2277	#
2	2220	#
2	2235	#
2	2214	#
2	2211	#
2	2251	#
2	2084	#
2	2170	#
2	2213	#
2	2049	#
2	2150	#
2	2205	#
2	2190	#
2	2279	#
2	2102	#
2	2311	#
2	2211	#
2	2236	#
2	2119	#
2	2036	#
2	2299	#
2	2226	#
2	2143	#
2	2136	#
2	2069	#
2	2054	#
2	2226	#
2	2161	#
2	2191	#
2	2256	#
2	2163	#
2	2262	#
2	2133	#
2	2121	#
2	2225	#
2	2223	#
2	2181	#
2	2151	#
2	2161	#
2	2246	#
2	2231	#
3	2418	#
3	2373	#
3	2454	#
3	2390	#
3	2424	#
3	2497	#
3	2359	#
3	2304	#
3	2482	#
3	2432	#
3	2419	#
3	2441	#
3	2506	#
3	2367	#
3	2383	#
3	2404	#
3	2382	#
3	2409	#
3	2436	#
3	2397	#
3	2405	#
3	2504	#
3	2226	#
3	2475	#
3	2399	#
3	2497	#
3	2503	#
3	2510	#
3	2392	#
3	2473	#
3	2482	#
3	2293	#
3	2512	#
3	2495	#
3	2459	#
3	2332	#
3	2455	#
3	2557	#
3	2502	#
3	2501	#
3	2499	#
3	2439	#
3	2429	#
3	2486	#
3	2467	#
3	2361	#
3	2393	#
3	2463	#
3	2396	#
3	2301	#
3	2348	#
4	2530	#
4	2637	#
4	2692	#
4	2648	#
4	2584	#
4	2671	#
4	2677	#
4	2542	#
4	2715	#
4	2616	#
4	2617	#
4	2607	#
4	2710	#
4	2700	#
4	2746	#
4	2791	#
4	2735	#
4	2659	#
4	2739	#
4	2790	#
4	2696	#
4	2550	#
4	2655	#
4	2693	#
4	2660	#
4	2722	#
4	2578	#
4	2692	#
4	2809	#
4	2812	#
4	2656	#
4	2748	#
4	2700	#
4	2732	#
4	2694	#
4	2556	#
4	2567	#
4	2742	#
4	2722	#
4	2826	#
4	2726	#
4	2604	#
4	2588	#
4	2810	#
4	2660	#
4	2635	#
4	2724	#
4	2730	#
4	2755	#
4	2675	#
4	2642	#
5	2926	#
5	2917	#
5	2734	#
5	2744	#
5	2962	#
5	2919	#
5	2977	#
5	3005	#
5	2749	#
5	2636	#
5	2766	#
