1	1747
2	2204
3	2531
4	2692
5	2704
6	2908
7	2979
8	3179
9	3301
10	3440
11	3617
12	3799
13	3837
14	3906
15	3978
16	4007
17	4010
18	4017
19	4089
20	4098
21	4145
22	4249
23	4285
24	4342
25	4409
26	4474
27	4498
28	4499
29	4592
30	4656
31	4663
32	4673
33	4676
34	4728
35	4778
36	4785
37	4912
38	4946
39	5029
40	5036
41	5053
42	5056
43	5071
44	5096
45	5104
46	5110
47	5163
48	5168
49	5169
50	5238
51	5288
52	5289
53	5319
54	5324
55	5331
56	5334
57	5338
58	5407
59	5413
60	5463
61	5554
62	5560
63	5579
64	5598
65	5604
66	5617
67	5619
68	5619
69	5633
70	5637
71	5637
72	5713
73	5813
74	5913
75	5951
76	6037
77	6042
78	6048
79	6064
80	6113
81	6147
82	6155
83	6172
84	6194
85	6203
86	6209
87	6212
88	6216
89	6217
90	6226
91	6234
92	6238
93	6240
94	6241
95	6247
96	6248
97	6252
98	6258
99	6262
100	6262
101	6266
102	6285
103	6332
104	6398
105	6462
106	6610
107	6688
108	6728
109	6796
110	6956
111	6998
112	7082
113	7160
114	7199
115	7262
116	7283
117	7369
118	7395
119	7420
120	7465
121	7495
122	7530
123	7668
124	7716
125	7780
126	7781
127	7825
128	7854
129	7881
130	7910
131	7937
132	7974
133	7974
134	7983
135	7986
136	7991
137	7992
138	7993
139	8062
140	8089
141	8091
142	8103
143	8105
144	8109
145	8143
146	8145
147	8147
148	8154
149	8159
150	8160
151	8163
152	8250
153	8295
154	8295
155	8298
156	8299
157	8360
158	8367
159	8370
160	8373
161	8375
162	8377
163	8381
164	8381
165	8383
166	8386
167	8390
168	8393
169	8396
170	8397
171	8400
172	8405
173	8455
174	8531
175	8552
176	8572
177	8610
178	8643
179	8677
180	8723
181	8769
182	8800
183	8804
184	8869
185	8994
186	9035
187	9064
188	9086
189	9099
190	9100
191	9107
192	9141
193	9177
194	9181
195	9223
196	9240
197	9252
198	9255
199	9297
200	9332
201	9346
202	9351
203	9352
204	9368
205	9398
206	9406
207	9409
208	9414
209	9445
210	9480
211	9490
212	9495
213	9498
214	9503
215	9534
216	9547
217	9558
218	9566
219	9593
220	9605
221	9643
222	9645
223	9648
224	9718
225	9752
226	9798
227	9800
228	9830
229	9839
230	9842
231	9879
232	9917
233	9949
234	9963
235	9991
236	9993
237	9995
238	9996
239	9996
240	9999
241	10000
242	10005
243	10008
244	10034
245	10038
246	10045
247	10062
