Number of genomes	Core genome
1	1518	#
1	1491	#
1	1529	#
1	1490	#
1	1542	#
1	1495	#
1	1575	#
1	1545	#
1	1543	#
1	1505	#
1	1558	#
1	1480	#
1	1531	#
1	1485	#
1	1548	#
1	1479	#
1	1522	#
1	1543	#
1	1544	#
1	1492	#
1	1547	#
1	1517	#
1	1509	#
1	1516	#
1	1473	#
1	1577	#
1	1485	#
1	1545	#
1	1522	#
1	1473	#
1	1496	#
1	1519	#
1	1532	#
1	1497	#
1	1511	#
1	1505	#
1	1483	#
1	1553	#
1	1512	#
1	1524	#
1	1547	#
1	1559	#
1	1484	#
1	1437	#
1	1544	#
1	1537	#
1	1547	#
1	1574	#
1	1511	#
1	1532	#
1	1549	#
2	786	#
2	726	#
2	731	#
2	849	#
2	1020	#
2	838	#
2	889	#
2	754	#
2	987	#
2	715	#
2	707	#
2	841	#
2	812	#
2	804	#
2	705	#
2	617	#
2	743	#
2	762	#
2	849	#
2	805	#
2	750	#
2	736	#
2	703	#
2	924	#
2	930	#
2	931	#
2	735	#
2	719	#
2	956	#
2	958	#
2	712	#
2	608	#
2	710	#
2	1433	#
2	747	#
2	805	#
2	747	#
2	953	#
2	750	#
2	755	#
2	844	#
2	799	#
2	795	#
2	741	#
2	739	#
2	751	#
2	690	#
2	735	#
2	625	#
2	737	#
2	732	#
3	638	#
3	590	#
3	604	#
3	715	#
3	610	#
3	639	#
3	552	#
3	645	#
3	735	#
3	612	#
3	557	#
3	654	#
3	625	#
3	621	#
3	615	#
3	737	#
3	659	#
3	600	#
3	585	#
3	625	#
3	571	#
3	718	#
3	555	#
3	827	#
3	560	#
3	678	#
3	830	#
3	718	#
3	668	#
3	613	#
3	672	#
3	650	#
3	684	#
3	731	#
3	707	#
3	628	#
3	657	#
3	666	#
3	606	#
3	644	#
3	670	#
3	722	#
3	698	#
3	553	#
3	610	#
3	661	#
3	694	#
3	563	#
3	665	#
3	681	#
3	663	#
4	540	#
4	540	#
4	590	#
4	573	#
4	563	#
4	532	#
4	529	#
4	577	#
4	529	#
4	541	#
4	525	#
4	577	#
4	533	#
4	573	#
4	547	#
4	532	#
4	543	#
4	540	#
4	537	#
4	527	#
4	534	#
4	531	#
4	564	#
4	531	#
4	525	#
4	547	#
4	607	#
4	525	#
4	535	#
4	608	#
4	582	#
4	537	#
4	610	#
4	548	#
4	531	#
4	582	#
4	521	#
4	520	#
4	542	#
4	609	#
4	526	#
4	534	#
4	569	#
4	536	#
4	579	#
4	537	#
4	579	#
4	541	#
4	534	#
4	544	#
4	585	#
5	517	#
5	513	#
5	519	#
5	530	#
5	511	#
5	520	#
5	506	#
5	546	#
5	524	#
5	534	#
5	512	#
5	536	#
5	545	#
5	514	#
5	516	#
5	511	#
5	508	#
5	513	#
5	522	#
5	522	#
5	518	#
5	506	#
5	521	#
5	526	#
5	506	#
5	507	#
5	519	#
5	519	#
5	513	#
5	503	#
5	508	#
5	506	#
5	522	#
5	528	#
5	536	#
5	515	#
5	516	#
5	532	#
5	506	#
5	503	#
5	406	#
5	514	#
5	519	#
5	516	#
5	516	#
5	522	#
5	507	#
5	540	#
5	527	#
5	522	#
5	516	#
6	509	#
6	516	#
6	508	#
6	508	#
6	512	#
6	502	#
6	515	#
6	497	#
6	520	#
6	505	#
6	512	#
6	509	#
6	501	#
6	512	#
6	524	#
6	497	#
6	520	#
6	500	#
6	505	#
6	512	#
6	512	#
6	516	#
6	499	#
6	500	#
6	512	#
6	504	#
6	494	#
6	512	#
6	508	#
6	494	#
6	508	#
6	502	#
6	507	#
6	520	#
6	510	#
6	503	#
6	509	#
6	512	#
6	524	#
6	509	#
6	500	#
6	495	#
6	496	#
6	520	#
6	511	#
6	516	#
6	496	#
6	503	#
6	524	#
6	498	#
6	502	#
7	499	#
7	494	#
7	479	#
7	492	#
7	501	#
7	500	#
7	481	#
7	505	#
7	489	#
7	492	#
7	488	#
7	499	#
7	498	#
7	505	#
7	497	#
7	495	#
7	493	#
7	502	#
7	499	#
7	500	#
7	479	#
7	489	#
7	505	#
7	479	#
7	501	#
7	489	#
7	478	#
7	492	#
7	488	#
7	496	#
7	498	#
7	508	#
7	481	#
7	497	#
7	500	#
7	479	#
7	492	#
7	482	#
7	483	#
7	497	#
7	497	#
7	485	#
7	498	#
7	492	#
7	499	#
7	505	#
7	504	#
7	493	#
7	494	#
7	393	#
7	498	#
8	493	#
8	495	#
8	488	#
8	472	#
8	474	#
8	493	#
8	489	#
8	486	#
8	485	#
8	489	#
8	495	#
8	492	#
8	491	#
8	496	#
8	492	#
8	472	#
8	490	#
8	487	#
8	484	#
8	484	#
8	495	#
8	486	#
8	477	#
8	489	#
8	473	#
8	495	#
8	389	#
8	480	#
8	493	#
8	493	#
8	492	#
8	498	#
8	477	#
8	488	#
8	485	#
8	484	#
8	486	#
8	495	#
8	483	#
8	491	#
8	487	#
8	492	#
8	484	#
8	486	#
8	491	#
8	490	#
8	483	#
8	477	#
8	486	#
8	472	#
8	488	#
9	471	#
9	485	#
9	475	#
9	474	#
9	466	#
9	478	#
9	472	#
9	478	#
9	472	#
9	471	#
9	468	#
9	469	#
9	385	#
9	464	#
9	472	#
9	479	#
9	473	#
9	470	#
9	480	#
9	481	#
9	482	#
9	474	#
9	473	#
9	475	#
9	474	#
9	465	#
9	476	#
9	466	#
9	480	#
9	464	#
9	485	#
9	470	#
9	485	#
9	471	#
9	482	#
9	476	#
9	468	#
9	469	#
9	463	#
9	484	#
9	482	#
9	473	#
9	466	#
9	485	#
9	473	#
9	484	#
9	483	#
9	465	#
9	478	#
9	475	#
9	477	#
10	467	#
