1	1551
2	2353
3	3060
4	3572
5	4038
6	4508
7	4985
8	5320
9	5702
10	6002
11	6391
12	6718
13	6935
14	7074
15	7328
16	7758
17	8151
18	8508
19	9407
20	9728
21	9965
22	10207
23	10392
24	10701
25	11011
26	11304
27	11522
28	11693
29	11884
30	12058
31	12193
32	12281
33	12372
34	12640
35	12653
36	12658
37	12662
38	12896
39	13294
40	13593
41	13803
42	13972
43	14174
44	14179
45	14492
46	14677
47	14679
48	14968
49	14984
50	15200
51	15275
52	15459
53	15611
54	15664
55	15713
56	15748
57	15786
58	15937
59	16181
60	16213
61	16219
62	16391
63	16399
64	16405
65	16684
66	16686
67	16687
68	16690
69	16718
70	16975
71	17232
72	17398
73	17665
74	18044
75	18386
76	18757
77	18966
78	18978
79	19156
80	19172
81	19178
82	19182
83	19187
84	19188
85	19188
86	19188
87	19188
88	19188
89	19188
90	19190
91	19193
92	19193
93	19193
94	19193
95	19193
96	19195
97	19200
98	19434
99	19717
100	19864
101	20078
102	20232
103	20357
104	20471
105	20482
106	20492
107	20689
108	20917
109	21113
110	21127
111	21350
112	21513
113	21700
114	21907
115	21954
116	21961
117	22142
118	22336
119	22354
120	22518
121	22697
122	22874
123	22885
124	23071
125	23083
126	23262
127	23282
128	23296
129	23312
130	23497
131	23506
132	23680
133	23691
134	23847
135	23849
136	24015
137	24163
138	24409
139	24586
140	24793
141	24798
142	24914
143	25122
144	25347
145	25538
146	25696
147	25700
148	25702
149	25708
150	25717
151	25722
152	25723
153	25729
154	25731
155	25732
156	25733
157	25737
158	25741
159	25742
160	25746
161	25747
162	25749
163	25751
164	25753
165	25755
166	25756
167	25759
168	25760
169	25762
170	25884
171	25964
172	26178
173	26264
174	26289
175	26481
176	26650
177	26826
178	26971
179	27191
180	27334
181	27494
182	27626
183	27819
184	27982
185	28116
186	28228
187	28368
188	28401
189	28515
190	28624
191	28654
192	28716
193	28729
194	28750
195	28822
196	28828
197	28888
198	29037
199	29167
200	29190
201	29192
202	29363
203	29509
204	29678
205	29776
206	29894
207	29938
208	30070
209	30222
210	30332
211	30455
212	30572
213	30674
214	30773
215	30972
216	31121
217	31123
218	31285
219	31428
220	31443
221	31446
222	31451
223	31453
224	31457
225	31464
226	31473
227	31476
228	31478
229	31483
230	31490
231	31499
232	31507
233	31673
234	31673
