Number of genomes	Pan genome
1	1981	#
1	1969	#
1	1954	#
1	1944	#
1	1973	#
1	1992	#
1	1969	#
1	2039	#
1	1971	#
1	1954	#
1	1945	#
1	1974	#
1	1955	#
2	2288	#
2	2288	#
2	2309	#
2	1957	#
2	2109	#
2	2155	#
2	2299	#
2	2341	#
2	2289	#
2	1974	#
2	2323	#
2	2291	#
2	2286	#
2	2111	#
2	2107	#
2	2297	#
2	1996	#
2	2016	#
2	2133	#
2	2155	#
2	2318	#
2	1972	#
2	1976	#
2	2160	#
2	2271	#
2	2285	#
2	2130	#
2	1956	#
2	2138	#
2	1979	#
2	2298	#
2	2107	#
2	2287	#
2	2286	#
2	2133	#
2	2360	#
2	2152	#
2	2130	#
2	2321	#
2	2288	#
2	2117	#
2	1977	#
2	2307	#
2	2320	#
2	2284	#
2	2272	#
2	2329	#
2	2308	#
2	2338	#
2	1975	#
2	1946	#
3	2405	#
3	2459	#
3	2314	#
3	2222	#
3	2445	#
3	2450	#
3	2433	#
3	2212	#
3	2449	#
3	2592	#
3	2536	#
3	2287	#
3	2557	#
3	1979	#
3	2499	#
3	2289	#
3	2145	#
3	2224	#
3	2112	#
3	2436	#
3	2293	#
3	2523	#
3	2163	#
3	2416	#
3	2295	#
3	2313	#
3	2313	#
3	2407	#
3	2133	#
3	2444	#
3	2436	#
3	2381	#
3	2130	#
3	2551	#
3	2153	#
3	2298	#
3	2563	#
3	2404	#
3	2465	#
3	2108	#
3	2416	#
3	2435	#
3	2451	#
3	2473	#
3	2438	#
3	2159	#
3	2601	#
3	2143	#
3	2425	#
3	2222	#
3	2153	#
4	2438	#
4	2315	#
4	2440	#
4	2144	#
4	2160	#
4	2679	#
4	2134	#
4	2455	#
4	2538	#
4	2683	#
4	2295	#
4	2494	#
4	2510	#
4	2511	#
4	2439	#
4	2532	#
4	2158	#
4	2227	#
4	2603	#
4	2534	#
4	2484	#
4	2113	#
4	2161	#
4	2402	#
4	2302	#
4	2513	#
4	2525	#
4	2404	#
4	2523	#
4	2541	#
4	2450	#
4	2441	#
4	2450	#
4	2446	#
4	2314	#
4	2556	#
4	2431	#
4	2235	#
4	2531	#
4	2407	#
4	2140	#
4	2515	#
4	2302	#
4	2134	#
4	2689	#
4	2684	#
4	2472	#
4	2463	#
4	2536	#
4	2214	#
4	2560	#
5	2771	#
5	2458	#
5	2543	#
5	2682	#
5	2719	#
5	2522	#
5	2873	#
5	2445	#
5	2649	#
5	2881	#
5	2454	#
5	2521	#
5	2541	#
5	2728	#
5	2881	#
5	2518	#
5	2539	#
5	2404	#
5	2246	#
5	2741	#
5	2317	#
5	2722	#
5	2506	#
5	2883	#
5	2648	#
5	2303	#
5	2233	#
5	2680	#
5	2613	#
5	2474	#
5	2513	#
5	2716	#
5	2880	#
5	2701	#
5	2457	#
5	2678	#
5	2462	#
5	2700	#
5	2632	#
5	2797	#
5	2516	#
5	2880	#
5	2634	#
5	2156	#
5	2427	#
5	2469	#
5	2697	#
5	2668	#
5	2671	#
5	2273	#
5	2315	#
6	2724	#
6	2542	#
6	2653	#
6	2512	#
6	2723	#
6	2547	#
6	2771	#
6	2614	#
6	2752	#
6	2508	#
6	2514	#
6	2700	#
6	2648	#
6	2449	#
6	2730	#
6	2713	#
6	2674	#
6	2879	#
6	2755	#
6	2743	#
6	2515	#
6	2687	#
6	2742	#
6	2765	#
6	2542	#
6	2715	#
6	2733	#
6	2952	#
6	2726	#
6	2505	#
6	2685	#
6	2822	#
6	2663	#
6	2729	#
6	2881	#
6	2747	#
6	2541	#
6	2759	#
6	2765	#
6	2688	#
6	2644	#
6	2683	#
6	2564	#
6	2524	#
6	2649	#
6	2554	#
6	2714	#
6	2586	#
6	2651	#
6	2229	#
6	2303	#
7	2732	#
7	2765	#
7	2782	#
7	2682	#
7	2723	#
7	2581	#
7	2528	#
7	2947	#
7	2673	#
7	2825	#
7	2787	#
7	2794	#
7	2793	#
7	2800	#
7	2744	#
7	2885	#
7	2725	#
7	2545	#
7	2634	#
7	2673	#
7	2768	#
7	2698	#
7	2746	#
7	2946	#
7	2757	#
7	2775	#
7	2666	#
7	2952	#
7	2761	#
7	2765	#
7	2736	#
7	2715	#
7	2895	#
7	2648	#
7	2699	#
7	2896	#
7	2743	#
7	2721	#
7	2971	#
7	2956	#
7	2884	#
7	2715	#
7	2636	#
7	2814	#
7	2947	#
7	2885	#
7	2877	#
7	2608	#
7	2733	#
7	2732	#
7	2788	#
8	2895	#
8	2797	#
8	2726	#
8	2827	#
8	2926	#
8	2698	#
8	2787	#
8	2747	#
8	2941	#
8	2896	#
8	2736	#
8	2671	#
8	2878	#
8	2863	#
8	2736	#
8	2774	#
8	2728	#
8	2718	#
8	2597	#
8	2947	#
8	2746	#
8	2668	#
8	2767	#
8	2897	#
8	2795	#
8	2966	#
8	2775	#
8	2746	#
8	2635	#
8	2766	#
8	2722	#
8	2608	#
8	2886	#
8	2664	#
8	2770	#
8	2907	#
8	2616	#
8	2942	#
8	2941	#
8	2843	#
8	2765	#
8	2824	#
8	2783	#
8	2674	#
8	2719	#
8	2781	#
8	2718	#
8	2915	#
8	2969	#
8	2893	#
8	2724	#
9	2806	#
9	2975	#
9	2757	#
9	2904	#
9	2906	#
9	2957	#
9	2805	#
9	2967	#
9	2960	#
9	2780	#
9	3015	#
9	2734	#
9	2748	#
9	2865	#
9	2940	#
9	2780	#
9	2901	#
9	2819	#
9	2848	#
9	2836	#
9	2788	#
9	2733	#
9	2719	#
9	2781	#
9	2740	#
9	2805	#
9	2899	#
