Genomes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,
21,0.9959016393442623,0.9967880085653105,0.9969356486210419,0.9969604863221885,0.996938775510204,0.996938775510204,0.9968814968814969,0.9968944099378882,0.9974126778783958,0.9974093264248705,0.9973753280839895,0.9969167523124358,0.9974025974025974,0.9969167523124358,0.9969293756397134,0.9968944099378882,0.9969135802469136,0.9969849246231156,0.9968051118210862,0.9969666329625885,0.0,0.996938775510204,0.9967602591792657,0.9969604863221885,0.9968976215098242,0.9969325153374233,0.9987163029525032,0.9968879668049793,0.9969293756397134,0.9969293756397134,0.9969230769230769,0.9967069154774972,0.9969293756397134,0.9976275207591934,0.9968976215098242,
22,0.984549356223176,0.9955947136563876,0.005050505050505083,0.9881255301102629,0.0033670033670033517,0.006722689075630228,0.986990459670425,0.9737302977232924,0.9979508196721312,0.997948717948718,0.9979274611398964,0.990582191780822,0.9979445015416238,0.9818652849740933,0.9730902777777778,0.9737302977232924,0.9738675958188153,0.9882055602358888,0.9858281665190434,0.9872881355932204,0.996938775510204,0.0,0.985663082437276,0.9906937394247038,0.9764397905759162,0.9740034662045061,0.9989816700610998,0.9763779527559056,0.9897523484201537,0.9888888888888889,0.9905982905982906,0.9973070017953322,0.9775280898876404,0.9980879541108987,0.9896640826873385,
23,0.9883512544802867,0.9953746530989824,0.9856502242152466,0.9884547069271759,0.985663082437276,0.985663082437276,0.9872727272727273,0.9827115559599636,0.9978308026030369,0.997828447339848,0.9978046103183315,0.9892183288409704,0.9978237214363439,0.9846570397111913,0.9828828828828828,0.9827115559599636,0.9828054298642533,0.9885361552028219,0.9559808612440192,0.9884751773049646,0.9967602591792657,0.985663082437276,0.0,0.9911426040744021,0.9799453053783045,0.9828982898289829,0.9989224137931034,0.9817518248175182,0.9883512544802867,0.9883512544802867,0.989237668161435,0.9971698113207547,0.9828828828828828,0.9979838709677419,0.990072202166065,
24,0.9923793395427604,0.9965004374453194,0.9906858594411516,0.9856297548605241,0.9906937394247038,0.9906937394247038,0.9888123924268503,0.9888507718696398,0.9979654120040692,0.9979633401221996,0.9979423868312757,0.9363228699551569,0.9979591836734694,0.9906382978723405,0.9889549702633815,0.9888507718696398,0.9889078498293515,0.9840201850294366,0.9912434325744308,0.9856540084388186,0.9969604863221885,0.9906937394247038,0.9911426040744021,0.0,0.9879931389365352,0.9872448979591837,0.9989888776541962,0.9896995708154507,0.984641638225256,0.9643167972149695,0.936436884512086,0.9973238180196253,0.9889549702633815,0.9981006647673314,0.9649122807017544,
25,0.9852558542931483,0.9964381121994658,0.9773123909249564,0.9853826311263972,0.977332170880558,0.977332170880558,0.9859525899912204,0.953026196928636,0.9979231568016614,0.997920997920998,0.9978991596638656,0.9869678540399652,0.9979166666666667,0.9780893952673094,0.9525514771709938,0.953026196928636,0.9532794249775381,0.9846153846153847,0.9820143884892086,0.9854077253218884,0.9968976215098242,0.9764397905759162,0.9799453053783045,0.9879931389365352,0.0,0.9488330341113106,0.9989680082559339,0.9462659380692168,0.9861351819757366,0.9878892733564014,0.9861111111111112,0.997275204359673,0.9459459459459459,0.9980638915779284,0.9895470383275261,
26,0.9845227858985383,0.9964726631393298,0.9748700173310225,0.9846547314578005,0.9748917748917749,0.9748917748917749,0.9852045256744996,0.946894689468947,0.997946611909651,0.9979445015416238,0.9979231568016614,0.9879621668099742,0.9979402677651905,0.9800693240901213,0.9455357142857143,0.946894689468947,0.9471799462846912,0.9847586790855207,0.9821905609973286,0.9855442176870748,0.9969325153374233,0.9740034662045061,0.9828982898289829,0.9872448979591837,0.9488330341113106,0.0,0.9989795918367347,0.9391462306993642,0.9871355060034306,0.9888698630136986,0.9879828326180258,0.9973021582733813,0.936993699369937,0.9980842911877394,0.9887737478411054,
27,0.9989785495403473,0.9989316239316239,0.9989806320081549,0.9989888776541962,0.9989816700610998,0.9989816700610998,0.9989626556016598,0.9989669421487604,0.9987080103359173,0.9987063389391979,0.9986893840104849,0.9989743589743589,0.9987029831387808,0.9989743589743589,0.9989785495403473,0.9989669421487604,0.9989733059548255,0.9989969909729187,0.9989373007438895,0.9989909182643795,0.9987163029525032,0.9989816700610998,0.9989224137931034,0.9989888776541962,0.9989680082559339,0.9989795918367347,0.0,0.9989648033126294,0.9989785495403473,0.9989785495403473,0.9989764585465711,0.9989047097480832,0.9989785495403473,0.9988151658767772,0.9989680082559339,
28,0.9852173913043478,0.9955317247542449,0.9772528433945756,0.9853448275862069,0.9772727272727273,0.9772727272727273,0.9868073878627969,0.9471766848816029,0.9979166666666667,0.9979144942648592,0.9978925184404637,0.9886956521739131,0.9979101358411703,0.9807186678352322,0.9477006311992786,0.9471766848816029,0.947463768115942,0.985445205479452,0.9828828828828828,0.9862424763542562,0.9968879668049793,0.9763779527559056,0.9817518248175182,0.9896995708154507,0.9462659380692168,0.9391462306993642,0.9989648033126294,0.0,0.9869791666666666,0.988734835355286,0.9887152777777778,0.9972677595628415,0.6989966555183946,0.9980582524271845,0.9895196506550218,
29,0.9897260273972602,0.9964695498676082,0.9897435897435898,0.9863713798977853,0.9897523484201537,0.9897523484201537,0.9869565217391304,0.9861231569817867,0.9979445015416238,0.9979423868312757,0.997920997920998,0.9853321829163072,0.9979381443298969,0.9879518072289156,0.9862542955326461,0.9861231569817867,0.9861949956859362,0.9856054191363252,0.9893805309734514,0.9863945578231292,0.9969293756397134,0.9897523484201537,0.9883512544802867,0.984641638225256,0.9861351819757366,0.9871355060034306,0.9989785495403473,0.9869791666666666,0.0,0.9862542955326461,0.9844827586206897,0.9972997299729973,0.9871244635193133,0.9980824544582934,0.9878892733564014,
30,0.9897260273972602,0.9955830388692579,0.9888793840889649,0.9872340425531915,0.9888888888888889,0.9888888888888889,0.98959236773634,0.9887543252595156,0.9979445015416238,0.9979423868312757,0.997920997920998,0.960212201591512,0.9979381443298969,0.9905579399141631,0.988860325621251,0.9887543252595156,0.9888123924268503,0.9864636209813875,0.9893805309734514,0.985531914893617,0.9969293756397134,0.9888888888888889,0.9883512544802867,0.9643167972149695,0.9878892733564014,0.9888698630136986,0.9989785495403473,0.988734835355286,0.9862542955326461,0.0,0.9584438549955792,0.9972997299729973,0.9897260273972602,0.9980824544582934,0.8793103448275862,
31,0.9914383561643836,0.9973498233215548,0.9905902480752781,0.9846153846153847,0.9905982905982906,0.9905982905982906,0.9895742832319722,0.988734835355286,0.9979402677651905,0.9979381443298969,0.9979166666666667,0.01016949152542368,0.9979338842975206,0.9896729776247849,0.9888412017167382,0.988734835355286,0.9887931034482759,0.9829931972789115,0.9911504424778761,0.9837745516652434,0.9969230769230769,0.9905982905982906,0.989237668161435,0.936436884512086,0.9861111111111112,0.9879828326180258,0.9989764585465711,0.9887152777777778,0.9844827586206897,0.9584438549955792,0.0,0.9972948602344455,0.9879725085910653,0.9980787704130644,0.9590017825311943,
32,0.9972997299729973,0.9962511715089035,0.9973045822102425,0.9973238180196253,0.9973070017953322,0.9973070017953322,0.9972627737226277,0.9972727272727273,0.9977949283351709,0.9966850828729282,0.9977678571428571,0.997289972899729,0.9977876106194691,0.997289972899729,0.9972997299729973,0.9972727272727273,0.9972875226039783,0.9973427812223207,0.9972041006523765,0.9973285841495992,0.9967069154774972,0.9973070017953322,0.9971698113207547,0.9973238180196253,0.997275204359673,0.9973021582733813,0.9989047097480832,0.9972677595628415,0.9972997299729973,0.9972997299729973,0.9972948602344455,0.0,0.9972997299729973,0.9979529170931423,0.997275204359673,
33,0.9853826311263972,0.9964695498676082,0.9783923941227312,0.984641638225256,0.9784110535405872,0.9784110535405872,0.985191637630662,0.9487410071942446,0.9979445015416238,0.9979423868312757,0.997920997920998,0.9879518072289156,0.9979381443298969,0.9809358752166378,0.9473684210526316,0.9487410071942446,0.9490161001788908,0.9847457627118644,0.9830810329474622,0.9846678023850085,0.9969293756397134,0.9775280898876404,0.9828828828828828,0.9889549702633815,0.9459459459459459,0.936993699369937,0.9989785495403473,0.6989966555183946,0.9871244635193133,0.9897260273972602,0.9879725085910653,0.9972997299729973,0.0,0.9980824544582934,0.9896373056994818,
34,0.9980824544582934,0.998,0.9980861244019139,0.9981006647673314,0.9980879541108987,0.9980879541108987,0.9980544747081712,0.998062015503876,0.99880810488677,0.997610513739546,0.998792270531401,0.9980750721847931,0.9988038277511961,0.9980750721847931,0.9980824544582934,0.998062015503876,0.9980732177263969,0.998114985862394,0.9980099502487563,0.9981042654028436,0.9976275207591934,0.9980879541108987,0.9979838709677419,0.9981006647673314,0.9980638915779284,0.9980842911877394,0.9988151658767772,0.9980582524271845,0.9980824544582934,0.9980824544582934,0.9980787704130644,0.9979529170931423,0.9980824544582934,0.0,0.9980638915779284,
35,0.9905090595340811,0.9955436720142602,0.9896551724137931,0.9862542955326461,0.9896640826873385,0.9896640826873385,0.9903846153846154,0.9895379250217959,0.9979231568016614,0.997920997920998,0.9978991596638656,0.9598572702943801,0.9979166666666667,0.9904761904761905,0.9896373056994818,0.9895379250217959,0.98959236773634,0.9863481228668942,0.9883824843610366,0.9854077253218884,0.9968976215098242,0.9896640826873385,0.990072202166065,0.9649122807017544,0.9895470383275261,0.9887737478411054,0.9989680082559339,0.9895196506550218,0.9878892733564014,0.8793103448275862,0.9590017825311943,0.997275204359673,0.9896373056994818,0.9980638915779284,0.0,
