Genomes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,
1,0.0,0.8148148148148149,0.97,0.9836867862969005,0.9700499168053245,0.97,0.5882352941176471,0.9710884353741497,0.935483870967742,0.9285714285714286,0.9375,0.9833610648918469,0.9393939393939394,0.6,0.969439728353141,0.9710884353741497,0.9709401709401709,0.983739837398374,0.7936507936507937,0.907563025210084,0.8461538461538461,0.9700499168053245,0.7936507936507937,0.9052631578947369,0.8,0.8064516129032258,0.9615384615384616,0.9401408450704225,0.6756756756756757,0.9172413793103449,0.9833887043189369,0.8928571428571429,0.9403508771929825,0.9230769230769231,0.9246575342465754,
2,0.8148148148148149,0.0,0.9915682967959528,0.993322203672788,0.9915824915824916,0.9915682967959528,0.8333333333333334,0.9931153184165232,0.8181818181818181,0.75,0.8333333333333334,0.9948979591836735,0.8461538461538461,0.875,0.9931389365351629,0.9931153184165232,0.9930795847750865,0.9933444259567388,0.9019607843137255,0.9622641509433962,0.5714285714285714,0.9915824915824916,0.9019607843137255,0.95,0.9487179487179487,0.9540229885057472,0.8333333333333334,0.9818840579710145,0.84,0.9621212121212122,0.9949066213921901,0.4285714285714286,0.9856115107913669,0.6666666666666667,0.9621212121212122,
3,0.97,0.9915682967959528,0.0,0.9880851063829788,0.001686340640809414,0.0,0.9732441471571907,0.9746059544658494,0.9966499162479062,0.9966329966329966,0.9966555183946488,0.9905660377358491,0.996661101836394,0.9650582362728786,0.973753280839895,0.9746059544658494,0.974539069359087,0.9881053525913339,0.9744408945686901,0.9779735682819384,0.9949409780775716,0.005050505050505083,0.9744408945686901,0.9833080424886191,0.9595015576323987,0.9552469135802469,0.9983108108108109,0.9690844233055886,0.9800995024875622,0.9816901408450704,0.9905741216795201,0.9949494949494949,0.970344009489917,0.9966216216216216,0.9831223628691983,
4,0.9836867862969005,0.993322203672788,0.9880851063829788,0.0,0.9880952380952381,0.9880851063829788,0.9751655629139073,0.9853321829163072,0.9966777408637874,0.996661101836394,0.9966832504145937,0.9845360824742269,0.9966887417218543,0.9771615008156607,0.9853574504737296,0.9853321829163072,0.9852941176470589,0.0033388981636059967,0.9794952681388013,0.8374792703150912,0.9949832775919732,0.9880952380952381,0.9794952681388013,0.9741641337386018,0.9740853658536586,0.9728915662650602,0.998324958123953,0.9801169590643275,0.9735099337748344,0.9789621318373072,0.984549356223176,0.994991652754591,0.9789473684210527,0.9966499162479062,0.9775280898876404,
5,0.9700499168053245,0.9915824915824916,0.001686340640809414,0.9880952380952381,0.0,0.001686340640809414,0.9732888146911519,0.9746281714785652,0.9966555183946488,0.9966386554621849,0.996661101836394,0.9905741216795201,0.9966666666666667,0.9651162790697675,0.9737762237762237,0.9746281714785652,0.974561403508772,0.9881154499151104,0.9744816586921851,0.9780058651026393,0.9949494949494949,0.0033670033670033517,0.9744816586921851,0.9833333333333333,0.9595645412130638,0.9553158705701079,0.9983136593591906,0.9691211401425178,0.9801324503311258,0.9817158931082982,0.990582191780822,0.9949579831932773,0.9703791469194313,0.9966273187183811,0.9831460674157303,
6,0.97,0.9915682967959528,0.0,0.9880851063829788,0.001686340640809414,0.0,0.9732441471571907,0.9746059544658494,0.9966499162479062,0.9966329966329966,0.9966555183946488,0.9905660377358491,0.996661101836394,0.9650582362728786,0.973753280839895,0.9746059544658494,0.974539069359087,0.9881053525913339,0.9744408945686901,0.9779735682819384,0.9949409780775716,0.005050505050505083,0.9744408945686901,0.9833080424886191,0.9595015576323987,0.9552469135802469,0.9983108108108109,0.9690844233055886,0.9800995024875622,0.9816901408450704,0.9905741216795201,0.9949494949494949,0.970344009489917,0.9966216216216216,0.9831223628691983,
7,0.5882352941176471,0.8333333333333334,0.9732441471571907,0.9751655629139073,0.9732888146911519,0.9732441471571907,0.0,0.9726495726495726,0.9259259259259259,0.9166666666666666,0.9285714285714286,0.9798319327731092,0.9310344827586207,0.5945945945945945,0.9709897610921502,0.9726495726495726,0.9725085910652921,0.9752475247524752,0.7586206896551724,0.8648648648648649,0.8695652173913043,0.975,0.7586206896551724,0.8505747126436781,0.8048780487804879,0.8111111111111111,0.9545454545454546,0.9468085106382979,0.5,0.9148936170212766,0.9798657718120806,0.875,0.9395017793594306,0.9090909090909091,0.9225352112676056,
8,0.9710884353741497,0.9931153184165232,0.9746059544658494,0.9853321829163072,0.9746281714785652,0.9746059544658494,0.9726495726495726,0.0,0.9965753424657534,0.9965576592082617,0.9965811965811966,0.9887054735013032,0.9965870307167235,0.9607508532423208,0.010291595197255532,0.0,0.012048192771084376,0.9853574504737296,0.9688524590163934,0.9729323308270676,0.9948275862068966,0.9737302977232924,0.9688524590163934,0.9798136645962733,0.9137645107794361,0.9024793388429753,0.998272884283247,0.9271356783919598,0.9726962457337884,0.9813486370157819,0.9887152777777778,0.9948364888123924,0.9285714285714286,0.9965457685664939,0.9828080229226361,
9,0.935483870967742,0.8181818181818181,0.9966499162479062,0.9966777408637874,0.9966555183946488,0.9966499162479062,0.9259259259259259,0.9965753424657534,0.0,0.7777777777777778,0.5,0.9966101694915255,0.4,0.9428571428571428,0.9965870307167235,0.9965753424657534,0.9965576592082617,0.9966887417218543,0.9636363636363636,0.981651376146789,0.7777777777777778,0.9966555183946488,0.9636363636363636,0.9759036144578314,0.9753086419753086,0.9777777777777777,0.8571428571428572,0.9928571428571429,0.9285714285714286,0.9852941176470589,0.9966159052453468,0.8,0.9928825622775801,0.875,0.9852941176470589,
10,0.9285714285714286,0.75,0.9966329966329966,0.996661101836394,0.9966386554621849,0.9966329966329966,0.9166666666666666,0.9965576592082617,0.7777777777777778,0.0,0.9090909090909091,0.9965928449744463,0.9166666666666666,0.9375,0.9965694682675815,0.9965576592082617,0.9965397923875432,0.9966722129783694,0.9615384615384616,0.9811320754716981,0.6666666666666667,0.9966386554621849,0.9615384615384616,0.975,0.9743589743589743,0.9770114942528736,0.75,0.9927797833935018,0.92,0.9849624060150376,0.9965986394557823,0.5,0.9928057553956835,0.5,0.9849624060150376,
