Number of genomes	Pan genome
1	1834	#
1	1755	#
1	1841	#
1	1842	#
1	1815	#
1	1842	#
1	1821	#
1	1822	#
1	1869	#
1	1775	#
1	1833	#
1	1865	#
1	1815	#
1	1781	#
1	1841	#
1	1831	#
1	1843	#
1	1861	#
1	1768	#
1	1842	#
1	1849	#
2	2209	#
2	2224	#
2	2065	#
2	2043	#
2	1969	#
2	2046	#
2	2177	#
2	2246	#
2	1777	#
2	1874	#
2	1864	#
2	2176	#
2	2077	#
2	2171	#
2	2065	#
2	1853	#
2	1875	#
2	1881	#
2	2153	#
2	1877	#
2	2136	#
3	2165	#
3	2372	#
3	2133	#
3	2202	#
3	2062	#
3	2130	#
3	2154	#
3	1941	#
3	2237	#
3	2062	#
3	2346	#
3	1842	#
3	2064	#
3	2078	#
3	2199	#
3	2083	#
3	2424	#
3	2064	#
3	2236	#
3	2079	#
3	2377	#
4	2136	#
4	2081	#
4	2094	#
4	2118	#
4	2147	#
4	2335	#
4	2080	#
4	2103	#
4	2146	#
4	2445	#
4	2134	#
4	2403	#
4	2307	#
4	2103	#
4	2335	#
4	2115	#
4	2483	#
4	2160	#
4	2156	#
4	2541	#
4	2119	#
5	2105	#
5	2107	#
5	2417	#
5	2365	#
5	2102	#
5	2068	#
5	2403	#
5	2381	#
5	2410	#
5	2149	#
5	2202	#
5	2352	#
5	2120	#
5	2104	#
5	2106	#
5	2130	#
5	2134	#
5	2134	#
5	2068	#
5	2313	#
5	2117	#
6	2104	#
6	2402	#
6	2106	#
6	2167	#
6	2413	#
6	2372	#
6	2169	#
6	2347	#
6	2134	#
6	2157	#
6	2168	#
6	2143	#
6	2104	#
6	2108	#
6	2175	#
6	2153	#
6	2103	#
6	2119	#
6	2436	#
6	2387	#
6	2162	#
7	2127	#
7	2123	#
7	2373	#
7	2107	#
7	2175	#
7	2107	#
7	2398	#
7	2122	#
7	2122	#
7	2374	#
7	2386	#
7	2120	#
7	2225	#
7	2249	#
7	2120	#
7	2189	#
7	2512	#
7	2576	#
7	2153	#
7	2374	#
7	2107	#
8	2421	#
8	2389	#
8	2515	#
8	2378	#
8	2376	#
8	2376	#
8	2664	#
8	2540	#
8	2432	#
8	2376	#
8	2627	#
8	2473	#
8	2393	#
8	2376	#
8	2594	#
8	2377	#
8	2379	#
8	2513	#
8	2376	#
8	2376	#
8	2579	#
9	2464	#
9	2433	#
9	2451	#
9	2449	#
9	2591	#
9	2619	#
9	2434	#
9	2449	#
9	2445	#
9	2479	#
9	2527	#
9	2432	#
9	2434	#
9	2674	#
9	2601	#
9	2450	#
9	2434	#
9	2529	#
9	2591	#
9	2434	#
9	2481	#
10	2452	#
10	2469	#
10	2659	#
10	2451	#
10	2451	#
10	2628	#
10	2482	#
10	2481	#
10	2484	#
10	2481	#
10	2462	#
10	2483	#
10	2611	#
10	2451	#
10	2618	#
10	2570	#
10	2640	#
10	2589	#
10	2540	#
10	2464	#
10	2458	#
11	2620	#
11	2462	#
11	2464	#
11	2533	#
11	2665	#
11	2634	#
11	2547	#
11	2484	#
11	2453	#
11	2591	#
11	2457	#
11	2457	#
11	2745	#
11	2502	#
11	2613	#
11	2464	#
11	2462	#
11	2692	#
11	2803	#
11	2452	#
11	2451	#
12	2454	#
12	2505	#
12	2632	#
12	2456	#
12	2462	#
12	2463	#
12	2487	#
12	2626	#
12	2725	#
12	2457	#
12	2604	#
12	2591	#
12	2612	#
12	2596	#
12	2615	#
12	2591	#
12	2543	#
12	2497	#
12	2549	#
12	2549	#
12	2551	#
13	2456	#
13	2547	#
13	2838	#
13	2584	#
13	2807	#
13	2616	#
13	2456	#
13	2627	#
13	2633	#
13	2456	#
13	2785	#
13	2455	#
13	2455	#
13	2614	#
13	2594	#
13	2689	#
13	2463	#
13	2475	#
13	2498	#
13	2486	#
13	2456	#
14	2617	#
14	2605	#
14	2617	#
14	2492	#
14	2566	#
14	2494	#
14	2633	#
14	2475	#
14	2637	#
14	2544	#
14	2457	#
14	2602	#
14	2550	#
14	2545	#
14	2557	#
14	2490	#
14	2455	#
14	2486	#
14	2556	#
14	2619	#
14	2507	#
15	2645	#
15	2518	#
15	2490	#
15	2595	#
15	2488	#
15	2605	#
15	2646	#
15	2499	#
15	2706	#
15	2626	#
15	2730	#
15	2665	#
15	2645	#
15	2487	#
15	2494	#
15	2613	#
15	2651	#
15	2673	#
15	2495	#
15	2581	#
15	2487	#
16	2576	#
16	2731	#
16	2606	#
16	2589	#
16	2713	#
16	2578	#
16	2617	#
16	2723	#
16	2737	#
16	2589	#
16	2745	#
16	2585	#
16	2715	#
16	2744	#
16	2576	#
16	2736	#
16	2857	#
16	2596	#
16	2741	#
16	2609	#
16	2580	#
17	2747	#
17	2735	#
17	2742	#
17	2735	#
17	2739	#
17	2734	#
17	2764	#
17	2734	#
17	2823	#
17	3033	#
17	2777	#
17	2740	#
17	2756	#
17	2745	#
17	2748	#
17	2753	#
17	3068	#
17	2775	#
17	2859	#
17	2757	#
17	2744	#
18	2745	#
18	2811	#
18	2738	#
18	2749	#
18	2739	#
18	2740	#
18	2869	#
18	2755	#
18	2743	#
18	2783	#
18	2859	#
18	2859	#
18	2870	#
18	2739	#
18	2877	#
18	2896	#
18	2738	#
18	2741	#
18	2745	#
18	2738	#
18	2748	#
19	2749	#
19	2750	#
19	2747	#
19	2741	#
19	2775	#
19	2747	#
19	2744	#
19	2747	#
19	2753	#
19	2757	#
19	2746	#
19	2861	#
19	2982	#
19	2751	#
19	2758	#
19	2877	#
19	2749	#
19	2750	#
19	2859	#
19	2757	#
19	2739	#
20	2866	#
20	2872	#
20	2875	#
20	2986	#
20	2870	#
20	2984	#
20	2874	#
20	2866	#
20	2985	#
20	2862	#
20	3081	#
20	2874	#
20	2866	#
20	2883	#
20	2882	#
20	2992	#
20	3073	#
20	2908	#
20	2945	#
20	2878	#
20	2874	#
21	2876	#
21	3084	#
21	2882	#
21	2865	#
21	2876	#
21	2946	#
21	2874	#
21	2949	#
21	2989	#
21	2942	#
21	2949	#
21	2880	#
21	2868	#
21	2874	#
21	2874	#
21	2886	#
21	2875	#
21	3049	#
21	2865	#
21	2887	#
21	3084	#
22	2950	#
22	2896	#
22	2879	#
22	3028	#
22	2889	#
22	2926	#
22	2887	#
22	2999	#
22	2979	#
22	2905	#
22	2955	#
22	2877	#
22	2895	#
22	3000	#
22	2878	#
22	2918	#
22	2888	#
22	2880	#
22	2885	#
22	2877	#
22	2906	#
23	2971	#
23	3031	#
23	2927	#
23	2890	#
23	2880	#
23	2883	#
23	2900	#
23	2909	#
23	2879	#
23	2915	#
23	2897	#
23	2957	#
23	2879	#
23	2896	#
23	2889	#
23	2908	#
23	2916	#
23	2958	#
23	2964	#
23	2907	#
23	2890	#
24	2900	#
24	2902	#
24	2890	#
24	2910	#
24	2920	#
24	2936	#
24	2967	#
24	2909	#
24	2904	#
24	2963	#
24	2892	#
24	2912	#
24	2908	#
24	2897	#
24	2925	#
24	2929	#
24	2963	#
24	2966	#
24	2976	#
24	2908	#
24	3065	#
25	2985	#
25	2900	#
25	2900	#
25	2899	#
25	2992	#
25	2896	#
25	2899	#
25	2971	#
25	2966	#
25	2916	#
25	2908	#
25	2929	#
25	2922	#
25	2967	#
25	2965	#
25	2913	#
25	2902	#
25	2903	#
25	2910	#
25	2978	#
25	3087	#
26	2986	#
26	2972	#
26	2986	#
26	3009	#
26	2966	#
26	2978	#
26	3012	#
26	3014	#
26	3184	#
26	2988	#
26	3136	#
26	2967	#
26	2967	#
26	2983	#
26	2985	#
26	3053	#
26	2966	#
26	3026	#
26	2982	#
26	3012	#
26	2985	#
27	2994	#
27	3018	#
27	2993	#
27	3024	#
27	2994	#
27	2995	#
27	2994	#
27	2998	#
27	2989	#
27	3021	#
27	2988	#
27	3195	#
27	3108	#
27	2991	#
27	3010	#
27	3027	#
27	2995	#
27	3113	#
27	3002	#
27	2997	#
27	2994	#
28	3011	#
28	2997	#
28	2998	#
28	3000	#
28	2995	#
28	3000	#
28	3038	#
28	3003	#
28	3219	#
28	3368	#
28	3117	#
28	2999	#
28	2995	#
28	2996	#
28	2995	#
28	3214	#
28	3004	#
28	3241	#
28	3026	#
28	3073	#
28	3204	#
29	3042	#
29	3171	#
29	3009	#
29	3248	#
29	3219	#
29	3211	#
29	3005	#
29	3002	#
29	3210	#
29	3003	#
29	3008	#
29	3002	#
29	3006	#
29	3002	#
29	3043	#
29	3004	#
29	3018	#
29	3005	#
29	3209	#
29	3238	#
29	3078	#
30	3216	#
30	3211	#
30	3124	#
30	3007	#
30	3006	#
30	3044	#
30	3133	#
30	3286	#
30	3014	#
30	3210	#
30	3041	#
30	3004	#
30	3216	#
30	3003	#
30	3004	#
30	3375	#
30	3161	#
30	3173	#
30	3219	#
30	3200	#
30	3127	#
31	3133	#
31	3035	#
31	3046	#
31	3129	#
31	3022	#
31	3289	#
31	3006	#
31	3034	#
31	3012	#
31	3032	#
31	3214	#
31	3166	#
31	3043	#
31	3164	#
31	3136	#
31	3083	#
31	3009	#
31	3213	#
31	3203	#
31	3136	#
31	3013	#
32	3240	#
32	3325	#
32	3224	#
32	3485	#
32	3215	#
32	3380	#
32	3217	#
32	3216	#
32	3325	#
32	3214	#
32	3214	#
32	3216	#
32	3255	#
32	3252	#
32	3253	#
32	3349	#
32	3362	#
32	3329	#
32	3264	#
32	3332	#
32	3223	#
33	3255	#
33	3232	#
33	3325	#
33	3254	#
33	3396	#
33	3381	#
33	3390	#
33	3325	#
33	3416	#
33	3222	#
33	3242	#
33	3216	#
33	3217	#
33	3380	#
33	3264	#
33	3331	#
33	3260	#
33	3363	#
33	3325	#
33	3351	#
33	3363	#
34	3336	#
34	3525	#
34	3393	#
34	3488	#
34	3367	#
34	3496	#
34	3366	#
34	3364	#
34	3487	#
34	3364	#
34	3329	#
34	3365	#
34	3329	#
34	3493	#
34	3330	#
34	3370	#
34	3365	#
34	3331	#
34	3330	#
34	3365	#
34	3488	#
35	3524	#
35	3343	#
35	3342	#
35	3332	#
35	3488	#
35	3366	#
35	3329	#
35	3335	#
35	3366	#
35	3561	#
35	3378	#
35	3405	#
35	3342	#
35	3375	#
35	3504	#
35	3494	#
35	3342	#
35	3365	#
35	3490	#
35	3343	#
35	3373	#
36	3538	#
36	3369	#
36	3367	#
36	3365	#
36	3368	#
36	3370	#
36	3526	#
36	3368	#
36	3377	#
36	3374	#
36	3367	#
36	3369	#
36	3367	#
36	3380	#
36	3374	#
36	3526	#
36	3377	#
36	3411	#
36	3365	#
