Number of genomes	Core genome
1	1834	#
1	1755	#
1	1841	#
1	1842	#
1	1815	#
1	1842	#
1	1821	#
1	1822	#
1	1869	#
1	1775	#
1	1833	#
1	1865	#
1	1815	#
1	1781	#
1	1841	#
1	1831	#
1	1843	#
1	1861	#
1	1768	#
1	1842	#
1	1849	#
2	1447	#
2	1429	#
2	1602	#
2	1616	#
2	1685	#
2	1612	#
2	1472	#
2	1406	#
2	1747	#
2	1808	#
2	1817	#
2	1420	#
2	1598	#
2	1456	#
2	1599	#
2	1829	#
2	1810	#
2	1802	#
2	1483	#
2	1808	#
2	1453	#
3	1448	#
3	1383	#
3	1469	#
3	1445	#
3	1600	#
3	1469	#
3	1482	#
3	1696	#
3	1455	#
3	1599	#
3	1386	#
3	1812	#
3	1600	#
3	1597	#
3	1548	#
3	1591	#
3	1391	#
3	1601	#
3	1436	#
3	1590	#
3	1379	#
4	1567	#
4	1588	#
4	1588	#
4	1575	#
4	1557	#
4	1402	#
4	1594	#
4	1587	#
4	1556	#
4	1386	#
4	1563	#
4	1389	#
4	1414	#
4	1583	#
4	1403	#
4	1588	#
4	1380	#
4	1559	#
4	1571	#
4	1362	#
4	1578	#
5	1585	#
5	1586	#
5	1369	#
5	1379	#
5	1585	#
5	1600	#
5	1369	#
5	1407	#
5	1378	#
5	1563	#
5	1560	#
5	1383	#
5	1575	#
5	1587	#
5	1575	#
5	1569	#
5	1574	#
5	1570	#
5	1598	#
5	1412	#
5	1575	#
6	1586	#
6	1374	#
6	1588	#
6	1561	#
6	1375	#
6	1396	#
6	1561	#
6	1407	#
6	1574	#
6	1568	#
6	1562	#
6	1583	#
6	1585	#
6	1585	#
6	1561	#
6	1567	#
6	1587	#
6	1580	#
6	1364	#
6	1378	#
6	1566	#
7	1586	#
7	1575	#
7	1397	#
7	1584	#
7	1559	#
7	1584	#
7	1376	#
7	1575	#
7	1580	#
7	1396	#
7	1392	#
7	1579	#
7	1542	#
7	1520	#
7	1578	#
7	1561	#
7	1364	#
7	1358	#
7	1567	#
7	1397	#
7	1585	#
8	1383	#
8	1392	#
8	1364	#
8	1397	#
8	1397	#
8	1397	#
8	1332	#
8	1337	#
8	1379	#
8	1397	#
8	1312	#
8	1364	#
8	1388	#
8	1396	#
8	1351	#
8	1397	#
8	1395	#
8	1355	#
8	1397	#
8	1397	#
8	1358	#
9	1380	#
9	1383	#
9	1376	#
9	1377	#
9	1323	#
9	1339	#
9	1384	#
9	1376	#
9	1382	#
9	1370	#
9	1352	#
9	1383	#
9	1382	#
9	1342	#
9	1325	#
9	1377	#
9	1384	#
9	1350	#
9	1329	#
9	1383	#
9	1371	#
10	1377	#
10	1368	#
10	1308	#
10	1377	#
10	1376	#
10	1322	#
10	1371	#
10	1370	#
10	1371	#
10	1371	#
10	1376	#
10	1370	#
10	1322	#
10	1377	#
10	1333	#
10	1344	#
10	1318	#
10	1344	#
10	1348	#
10	1373	#
10	1375	#
11	1333	#
11	1376	#
11	1351	#
11	1353	#
11	1312	#
11	1318	#
11	1347	#
11	1371	#
11	1377	#
11	1345	#
11	1376	#
11	1374	#
11	1311	#
11	1364	#
11	1322	#
11	1373	#
11	1351	#
11	1334	#
11	1294	#
11	1377	#
11	1377	#
12	1376	#
12	1370	#
12	1313	#
12	1375	#
12	1375	#
12	1375	#
12	1370	#
12	1317	#
12	1293	#
12	1375	#
12	1321	#
12	1367	#
12	1321	#
12	1344	#
12	1321	#
12	1366	#
12	1347	#
12	1369	#
12	1346	#
12	1345	#
12	1346	#
13	1374	#
13	1347	#
13	1297	#
13	1335	#
13	1293	#
13	1321	#
13	1376	#
13	1317	#
13	1313	#
13	1376	#
13	1309	#
13	1376	#
13	1375	#
13	1344	#
13	1344	#
13	1316	#
13	1376	#
13	1367	#
13	1370	#
13	1370	#
13	1375	#
14	1321	#
14	1321	#
14	1321	#
14	1369	#
14	1355	#
14	1369	#
14	1321	#
14	1375	#
14	1339	#
14	1347	#
14	1375	#
14	1343	#
14	1345	#
14	1347	#
14	1343	#
14	1370	#
14	1376	#
14	1370	#
14	1343	#
14	1319	#
14	1358	#
15	1315	#
15	1366	#
15	1368	#
15	1335	#
15	1369	#
15	1338	#
15	1315	#
15	1368	#
15	1323	#
15	1338	#
15	1328	#
15	1315	#
15	1315	#
15	1370	#
15	1368	#
15	1329	#
15	1314	#
15	1310	#
15	1368	#
15	1341	#
15	1370	#
16	1341	#
16	1311	#
16	1338	#
16	1337	#
16	1310	#
16	1342	#
16	1327	#
16	1289	#
16	1291	#
16	1318	#
16	1289	#
16	1339	#
16	1310	#
16	1287	#
16	1341	#
16	1291	#
16	1273	#
16	1335	#
16	1305	#
16	1336	#
16	1339	#
17	1267	#
17	1290	#
17	1290	#
17	1290	#
17	1290	#
17	1291	#
17	1287	#
17	1290	#
17	1255	#
17	1250	#
17	1280	#
17	1289	#
17	1267	#
17	1290	#
17	1286	#
17	1290	#
17	1257	#
17	1279	#
17	1273	#
17	1264	#
17	1268	#
18	1267	#
18	1286	#
18	1290	#
18	1267	#
18	1290	#
18	1289	#
18	1250	#
18	1283	#
18	1288	#
18	1257	#
18	1272	#
18	1272	#
18	1270	#
18	1290	#
18	1272	#
18	1261	#
18	1290	#
18	1289	#
18	1290	#
18	1289	#
18	1267	#
19	1267	#
19	1267	#
19	1288	#
19	1289	#
19	1261	#
19	1267	#
19	1288	#
19	1267	#
19	1286	#
19	1263	#
19	1267	#
19	1272	#
19	1266	#
19	1287	#
19	1289	#
19	1259	#
19	1286	#
19	1266	#
19	1272	#
19	1284	#
19	1289	#
20	1271	#
20	1250	#
20	1269	#
20	1265	#
20	1250	#
20	1266	#
20	1268	#
20	1272	#
20	1266	#
20	1272	#
20	1234	#
20	1268	#
20	1270	#
20	1246	#
20	1248	#
20	1263	#
20	1256	#
20	1258	#
20	1266	#
20	1249	#
20	1269	#
21	1268	#
21	1252	#
21	1248	#
21	1271	#
21	1249	#
21	1258	#
21	1271	#
21	1246	#
21	1265	#
21	1268	#
21	1265	#
21	1247	#
21	1271	#
21	1268	#
21	1268	#
21	1267	#
21	1249	#
21	1246	#
21	1271	#
21	1245	#
21	1233	#
22	1246	#
22	1242	#
22	1248	#
22	1233	#
22	1245	#
22	1242	#
22	1246	#
22	1243	#
22	1243	#
22	1243	#
22	1236	#
22	1248	#
22	1249	#
22	1243	#
22	1248	#
22	1245	#
22	1246	#
22	1248	#
22	1248	#
22	1249	#
22	1246	#
23	1246	#
23	1233	#
23	1237	#
23	1247	#
23	1249	#
23	1249	#
23	1241	#
23	1238	#
23	1249	#
23	1240	#
23	1242	#
23	1245	#
23	1249	#
23	1245	#
23	1246	#
23	1243	#
23	1242	#
23	1244	#
23	1245	#
23	1241	#
23	1246	#
24	1244	#
24	1243	#
24	1246	#
24	1239	#
24	1238	#
24	1234	#
24	1243	#
24	1239	#
24	1242	#
24	1243	#
24	1246	#
24	1238	#
24	1239	#
24	1246	#
24	1238	#
24	1237	#
24	1243	#
24	1243	#
24	1231	#
24	1239	#
24	1225	#
25	1236	#
25	1244	#
25	1244	#
25	1246	#
25	1237	#
25	1246	#
25	1246	#
25	1241	#
25	1242	#
25	1244	#
25	1243	#
25	1242	#
25	1238	#
25	1243	#
25	1243	#
25	1239	#
25	1244	#
25	1244	#
25	1239	#
25	1231	#
25	1237	#
26	1235	#
26	1243	#
26	1240	#
26	1233	#
26	1243	#
26	1239	#
26	1239	#
26	1234	#
26	1226	#
26	1236	#
26	1222	#
26	1242	#
26	1243	#
26	1240	#
26	1236	#
26	1228	#
26	1243	#
26	1232	#
26	1243	#
26	1231	#
26	1236	#
27	1235	#
27	1231	#
27	1236	#
27	1226	#
27	1235	#
27	1235	#
27	1235	#
27	1235	#
27	1235	#
27	1230	#
27	1236	#
27	1221	#
27	1230	#
27	1236	#
27	1235	#
27	1232	#
27	1235	#
27	1230	#
27	1235	#
27	1235	#
27	1235	#
28	1235	#
28	1235	#
28	1235	#
28	1235	#
28	1235	#
28	1235	#
28	1225	#
28	1234	#
28	1220	#
28	1201	#
28	1229	#
28	1235	#
28	1235	#
28	1235	#
28	1235	#
28	1216	#
28	1234	#
28	1210	#
28	1233	#
28	1222	#
28	1220	#
29	1231	#
29	1214	#
29	1234	#
29	1211	#
29	1216	#
29	1220	#
29	1235	#
29	1235	#
29	1220	#
29	1235	#
29	1233	#
29	1235	#
29	1234	#
29	1235	#
29	1231	#
29	1234	#
29	1235	#
29	1235	#
29	1220	#
29	1218	#
29	1222	#
30	1219	#
30	1219	#
30	1229	#
30	1234	#
30	1235	#
30	1231	#
30	1229	#
30	1207	#
30	1231	#
30	1220	#
30	1225	#
30	1235	#
30	1218	#
30	1235	#
30	1235	#
30	1201	#
30	1219	#
30	1214	#
30	1219	#
30	1216	#
30	1228	#
31	1229	#
31	1233	#
31	1231	#
31	1228	#
31	1235	#
31	1207	#
31	1235	#
31	1233	#
31	1233	#
31	1230	#
31	1220	#
31	1225	#
31	1226	#
31	1220	#
31	1225	#
31	1222	#
31	1234	#
31	1220	#
31	1216	#
31	1229	#
31	1234	#
32	1215	#
32	1217	#
32	1216	#
32	1200	#
32	1220	#
32	1201	#
32	1220	#
32	1220	#
32	1217	#
32	1220	#
32	1220	#
32	1220	#
32	1216	#
32	1216	#
32	1216	#
32	1213	#
32	1213	#
32	1215	#
32	1216	#
32	1217	#
32	1219	#
33	1216	#
33	1220	#
33	1217	#
33	1216	#
33	1201	#
33	1201	#
33	1197	#
33	1217	#
33	1193	#
33	1219	#
33	1215	#
33	1220	#
33	1219	#
33	1201	#
33	1212	#
33	1217	#
33	1214	#
33	1207	#
33	1217	#
33	1213	#
33	1208	#
34	1213	#
34	1197	#
34	1211	#
34	1200	#
34	1212	#
34	1200	#
34	1213	#
34	1208	#
34	1200	#
34	1213	#
34	1216	#
34	1213	#
34	1217	#
34	1200	#
34	1216	#
34	1211	#
34	1206	#
34	1216	#
34	1216	#
34	1207	#
34	1200	#
35	1191	#
35	1217	#
35	1217	#
35	1216	#
35	1200	#
35	1212	#
35	1216	#
35	1214	#
35	1206	#
35	1188	#
35	1207	#
35	1203	#
35	1217	#
35	1209	#
35	1200	#
35	1198	#
35	1217	#
35	1213	#
35	1199	#
35	1216	#
35	1213	#
36	1197	#
36	1211	#
36	1213	#
36	1213	#
36	1212	#
36	1212	#
36	1197	#
36	1213	#
36	1213	#
36	1213	#
36	1213	#
36	1213	#
36	1213	#
36	1212	#
36	1210	#
36	1197	#
36	1213	#
36	1205	#
36	1213	#
