x,y,Category,Metric
4,-723.90,Core,Average
4,2352.67,Accessory,Average
5,-450.01,Core,Average
5,1805.47,Accessory,Average
6,-335.86,Core,Average
6,1531.56,Accessory,Average
7,-292.16,Core,Average
7,1439.77,Accessory,Average
8,-257.32,Core,Average
8,1457.66,Accessory,Average
9,-169.13,Core,Average
9,1212.15,Accessory,Average
