Number of genomes	Pan genome
1	1913	#
1	1888	#
1	1872	#
1	2082	#
1	2125	#
1	1978	#
1	1910	#
1	1901	#
1	1891	#
2	2856	#
2	4051	#
2	3272	#
2	3760	#
2	3986	#
2	3871	#
2	3477	#
2	3765	#
2	2517	#
2	3683	#
2	3984	#
2	3784	#
2	3781	#
2	4013	#
2	3661	#
2	3970	#
2	3543	#
2	4005	#
2	4093	#
2	3252	#
2	3988	#
2	3963	#
2	3782	#
2	3290	#
2	3804	#
2	3704	#
2	3946	#
2	3660	#
2	4026	#
2	3710	#
2	3962	#
2	3805	#
2	4028	#
2	3315	#
2	3671	#
2	4004	#
3	5430	#
3	5743	#
3	5027	#
3	4420	#
3	4645	#
3	5072	#
3	5783	#
3	5591	#
3	5897	#
3	4972	#
3	4380	#
3	5825	#
3	4930	#
3	5871	#
3	4639	#
3	5207	#
3	4396	#
3	5388	#
3	5165	#
3	5072	#
3	5325	#
3	5831	#
3	5733	#
3	5056	#
3	5602	#
3	5563	#
3	5892	#
3	5734	#
3	5282	#
3	5874	#
3	5596	#
3	5847	#
3	5776	#
3	5757	#
3	4404	#
3	4640	#
3	5855	#
3	5145	#
3	5345	#
3	5405	#
3	5775	#
3	5890	#
3	4234	#
3	5549	#
3	5553	#
3	4749	#
3	5914	#
3	5576	#
3	5849	#
3	5265	#
3	5553	#
3	5799	#
3	5182	#
3	5331	#
3	4636	#
3	5299	#
3	5936	#
3	4171	#
3	5979	#
3	5675	#
3	5652	#
3	5367	#
3	5045	#
3	5387	#
3	4397	#
3	5818	#
3	5615	#
3	5874	#
3	5870	#
3	5395	#
3	5049	#
3	5776	#
3	5785	#
3	5913	#
3	5832	#
3	5101	#
3	5657	#
3	4418	#
3	4485	#
3	5369	#
3	5363	#
3	5093	#
3	5436	#
3	5252	#
4	6941	#
4	7316	#
4	7273	#
4	7366	#
4	7337	#
4	5759	#
4	6424	#
4	6756	#
4	7174	#
4	7287	#
4	7145	#
4	6304	#
4	6815	#
4	6281	#
4	6049	#
4	6210	#
4	6669	#
4	7163	#
4	6531	#
4	7354	#
4	5779	#
4	7403	#
4	7618	#
4	7160	#
4	5943	#
4	7157	#
4	7187	#
4	7371	#
4	6423	#
4	7619	#
4	6409	#
4	6283	#
4	6533	#
4	6528	#
4	7144	#
4	7445	#
4	7174	#
4	6919	#
4	6064	#
4	7191	#
4	7671	#
4	6289	#
4	6307	#
4	7129	#
4	7662	#
4	7121	#
4	7210	#
4	6711	#
4	7216	#
4	7434	#
4	7740	#
4	7704	#
4	5364	#
4	6010	#
4	6949	#
4	6537	#
4	7118	#
4	7685	#
4	6993	#
4	6858	#
4	7467	#
4	6964	#
4	7661	#
4	7230	#
4	6759	#
4	6217	#
4	6655	#
4	6750	#
4	7760	#
4	6177	#
4	7711	#
4	6305	#
4	7141	#
4	7642	#
4	5953	#
4	5524	#
4	7324	#
4	7248	#
4	6167	#
4	7273	#
4	7186	#
4	7717	#
4	6938	#
4	6876	#
4	7501	#
4	7379	#
4	6708	#
4	6265	#
4	7509	#
4	7291	#
4	6126	#
4	7253	#
4	5797	#
4	7223	#
4	6266	#
4	6715	#
4	6985	#
4	7207	#
4	6418	#
4	6349	#
4	6753	#
4	6370	#
4	6168	#
4	5983	#
4	7171	#
4	5822	#
4	6714	#
4	7628	#
4	6717	#
4	6191	#
4	7413	#
4	7165	#
4	7396	#
4	7099	#
4	6964	#
4	6013	#
4	7477	#
4	6286	#
4	7668	#
4	7544	#
4	7144	#
4	6256	#
4	6244	#
4	7783	#
4	6690	#
4	7661	#
5	7846	#
5	9003	#
5	8948	#
5	8192	#
5	8593	#
5	9029	#
5	7563	#
5	8174	#
5	7151	#
5	7555	#
5	7578	#
5	8102	#
5	8035	#
5	8561	#
5	7596	#
5	8769	#
5	7608	#
5	7905	#
5	8068	#
5	8602	#
5	8026	#
5	8328	#
5	8148	#
5	7533	#
5	7901	#
5	7638	#
5	8532	#
5	9299	#
5	7682	#
5	8990	#
5	8082	#
5	8599	#
5	8315	#
5	8128	#
5	9057	#
5	8547	#
5	8235	#
5	7627	#
5	8053	#
5	8316	#
5	7805	#
5	7145	#
5	9059	#
5	8015	#
5	7758	#
5	6741	#
5	9239	#
5	8129	#
5	7837	#
5	8086	#
5	8031	#
5	8596	#
5	8537	#
5	9030	#
5	8496	#
5	7579	#
5	9282	#
5	8481	#
5	7644	#
5	8538	#
5	9093	#
5	7249	#
5	8727	#
5	8057	#
5	9102	#
5	8124	#
5	8607	#
5	8490	#
5	9073	#
5	9395	#
5	8301	#
5	7664	#
5	8151	#
5	8787	#
5	8639	#
5	8783	#
5	7142	#
5	8310	#
5	9252	#
5	7148	#
5	7301	#
5	8829	#
5	9265	#
5	9050	#
5	7599	#
5	8984	#
5	9072	#
5	9352	#
5	7868	#
5	7771	#
5	7835	#
5	8095	#
5	8495	#
5	7563	#
5	8062	#
5	7788	#
5	9046	#
5	9256	#
5	9027	#
5	8052	#
5	8642	#
5	8172	#
5	8645	#
5	9331	#
5	8804	#
5	7292	#
5	7552	#
5	9222	#
5	9049	#
5	7416	#
5	7935	#
5	8582	#
5	8523	#
5	7902	#
5	8741	#
5	7707	#
5	9209	#
5	9014	#
5	9288	#
5	8370	#
5	8762	#
5	9006	#
5	8768	#
5	6678	#
5	8076	#
5	8636	#
6	9448	#
6	10833	#
6	9221	#
6	9027	#
6	10424	#
6	10647	#
6	8924	#
6	10715	#
6	9184	#
6	10145	#
6	8449	#
6	10213	#
6	9741	#
6	10626	#
6	9030	#
6	8563	#
6	9493	#
6	9900	#
6	9196	#
6	8516	#
6	9722	#
6	10103	#
6	10423	#
6	10366	#
6	9382	#
6	9673	#
6	9481	#
6	8460	#
6	9364	#
6	9484	#
6	10381	#
6	9415	#
6	8626	#
6	10655	#
6	9373	#
6	9967	#
6	9911	#
6	9954	#
6	9690	#
6	9923	#
6	8909	#
6	9036	#
6	9193	#
6	8030	#
6	9699	#
6	10669	#
6	9643	#
6	10256	#
6	9943	#
6	10014	#
6	10010	#
6	9463	#
6	10409	#
6	10672	#
6	9786	#
6	9519	#
6	9524	#
6	10418	#
6	10149	#
6	9406	#
6	8929	#
6	10375	#
6	9418	#
6	9437	#
6	9175	#
6	9161	#
6	9440	#
6	10690	#
6	9635	#
6	9971	#
6	9927	#
6	9455	#
6	9033	#
6	9464	#
6	8520	#
6	10107	#
6	8930	#
6	9656	#
6	9677	#
6	8915	#
6	10876	#
6	8762	#
6	10612	#
6	10380	#
7	10814	#
7	10133	#
7	11627	#
7	10345	#
7	11023	#
7	10800	#
7	11267	#
7	10809	#
7	11992	#
7	11106	#
7	9807	#
7	11520	#
7	10815	#
7	11988	#
7	11249	#
