x,y,Category,Metric
4,-99.00,Core,Median
4,943.00,Accessory,Median
5,-8.00,Core,Median
5,735.00,Accessory,Median
6,-1.00,Core,Median
6,616.00,Accessory,Median
7,0.00,Core,Median
7,535.00,Accessory,Median
8,0.00,Core,Median
8,474.00,Accessory,Median
9,0.00,Core,Median
9,452.00,Accessory,Median
10,0.00,Core,Median
10,403.00,Accessory,Median
11,0.00,Core,Median
11,368.00,Accessory,Median
12,0.00,Core,Median
12,352.00,Accessory,Median
13,0.00,Core,Median
13,347.00,Accessory,Median
14,0.00,Core,Median
14,307.00,Accessory,Median
15,0.00,Core,Median
15,315.00,Accessory,Median
16,0.00,Core,Median
16,269.00,Accessory,Median
17,0.00,Core,Median
17,282.00,Accessory,Median
18,0.00,Core,Median
18,251.00,Accessory,Median
19,0.00,Core,Median
19,240.00,Accessory,Median
20,0.00,Core,Median
20,222.00,Accessory,Median
21,0.00,Core,Median
21,202.00,Accessory,Median
22,0.00,Core,Median
22,217.00,Accessory,Median
23,0.00,Core,Median
23,209.00,Accessory,Median
24,0.00,Core,Median
24,207.00,Accessory,Median
25,0.00,Core,Median
25,188.00,Accessory,Median
26,0.00,Core,Median
26,191.00,Accessory,Median
27,0.00,Core,Median
27,172.00,Accessory,Median
28,0.00,Core,Median
28,173.00,Accessory,Median
29,0.00,Core,Median
29,171.00,Accessory,Median
30,0.00,Core,Median
30,170.00,Accessory,Median
31,0.00,Core,Median
31,155.00,Accessory,Median
32,0.00,Core,Median
32,143.00,Accessory,Median
33,0.00,Core,Median
33,147.00,Accessory,Median
34,0.00,Core,Median
34,130.00,Accessory,Median
35,0.00,Core,Median
35,107.00,Accessory,Median
36,0.00,Core,Median
36,122.00,Accessory,Median
37,0.00,Core,Median
37,125.00,Accessory,Median
38,0.00,Core,Median
38,107.00,Accessory,Median
39,0.00,Core,Median
39,99.00,Accessory,Median
40,0.00,Core,Median
40,96.00,Accessory,Median
41,0.00,Core,Median
41,89.00,Accessory,Median
42,0.00,Core,Median
42,88.00,Accessory,Median
43,0.00,Core,Median
43,86.00,Accessory,Median
44,0.00,Core,Median
44,80.00,Accessory,Median
45,0.00,Core,Median
45,86.00,Accessory,Median
46,0.00,Core,Median
46,86.00,Accessory,Median
47,0.00,Core,Median
47,83.00,Accessory,Median
48,0.00,Core,Median
48,75.00,Accessory,Median
49,0.00,Core,Median
49,74.00,Accessory,Median
50,0.00,Core,Median
50,71.00,Accessory,Median
51,0.00,Core,Median
51,71.00,Accessory,Median
