Number of genomes	Core genome
1	1519	#
1	1558	#
1	1563	#
1	1557	#
1	1530	#
1	1523	#
1	1511	#
1	1518	#
1	1434	#
1	1545	#
1	1547	#
1	1480	#
1	1542	#
1	1485	#
1	1485	#
1	1552	#
1	1547	#
1	1554	#
1	1565	#
1	1547	#
1	1543	#
1	1473	#
1	1533	#
1	1510	#
1	1573	#
1	1508	#
1	1516	#
1	1495	#
1	1558	#
1	1551	#
1	1549	#
1	1542	#
1	1481	#
1	1489	#
1	1501	#
1	1483	#
1	1483	#
1	1506	#
1	1553	#
1	1505	#
1	1478	#
1	1561	#
1	1552	#
1	1561	#
1	1503	#
1	1601	#
1	1477	#
1	1477	#
1	1566	#
1	1455	#
1	1564	#
1	1532	#
1	1532	#
1	1575	#
1	1541	#
1	1499	#
1	1484	#
1	1522	#
1	1536	#
1	1503	#
1	1559	#
1	1519	#
1	1492	#
1	1540	#
1	1492	#
1	1529	#
1	1505	#
1	1559	#
1	1484	#
1	1483	#
1	1548	#
1	1545	#
1	1551	#
1	1550	#
1	1448	#
1	1543	#
1	1574	#
1	1481	#
1	1542	#
1	1558	#
1	1548	#
1	1559	#
1	1543	#
1	1607	#
1	1515	#
1	1482	#
1	1522	#
1	1481	#
1	1480	#
1	1482	#
1	1540	#
1	1479	#
1	1508	#
1	1496	#
1	1476	#
1	1508	#
1	1629	#
1	1558	#
1	1520	#
1	1547	#
1	1538	#
1	1550	#
1	1574	#
1	1488	#
1	1488	#
1	1543	#
1	1541	#
1	1500	#
1	1479	#
1	1544	#
1	1532	#
1	1545	#
1	1478	#
1	1550	#
1	1557	#
1	1541	#
1	1514	#
1	1519	#
1	1559	#
1	1498	#
1	1506	#
1	1517	#
1	1589	#
1	1497	#
1	1495	#
1	1520	#
1	1492	#
1	1551	#
1	1501	#
1	1515	#
1	1508	#
1	1494	#
1	1507	#
1	1483	#
1	1515	#
1	1481	#
1	1529	#
1	1530	#
1	1503	#
1	1540	#
1	1544	#
1	1537	#
1	1480	#
1	1512	#
1	1433	#
1	1547	#
1	1547	#
1	1549	#
1	1561	#
1	1541	#
1	1530	#
1	1484	#
1	1497	#
1	1557	#
1	1422	#
1	1558	#
1	1532	#
1	1601	#
1	1484	#
1	1477	#
1	1509	#
1	1474	#
1	1473	#
1	1551	#
1	1517	#
1	1509	#
1	1524	#
1	1496	#
1	1501	#
1	1473	#
1	1497	#
1	1511	#
1	1491	#
1	1553	#
1	1507	#
1	1527	#
1	1585	#
1	1477	#
1	1502	#
1	1537	#
1	1543	#
1	1527	#
1	1482	#
1	1484	#
1	1406	#
1	1554	#
1	1517	#
1	1474	#
1	1490	#
1	1479	#
1	1546	#
1	1505	#
1	1542	#
1	1516	#
1	1545	#
1	1546	#
1	1505	#
1	1543	#
1	1531	#
1	1558	#
1	1552	#
1	1506	#
1	1480	#
1	1437	#
1	1514	#
1	1519	#
1	1490	#
1	1571	#
1	1501	#
1	1523	#
1	1567	#
1	1537	#
1	1557	#
1	1505	#
1	1504	#
1	1512	#
1	1578	#
1	1493	#
1	1558	#
1	1516	#
1	1531	#
1	1480	#
1	1532	#
1	1536	#
1	1558	#
1	1503	#
1	1543	#
1	1531	#
1	1545	#
1	1560	#
1	1517	#
1	1533	#
1	1492	#
1	1577	#
2	712	#
2	715	#
2	710	#
2	746	#
2	634	#
2	634	#
2	596	#
