Number of genomes	Pan genome
1	4065	#
1	4056	#
1	3795	#
1	4045	#
1	4027	#
1	4062	#
1	4059	#
1	4031	#
1	3870	#
1	4013	#
1	3907	#
1	3972	#
1	3735	#
1	4107	#
1	4002	#
1	4062	#
1	4024	#
1	3830	#
1	3842	#
1	3841	#
1	3931	#
2	4220	#
2	4118	#
2	4193	#
2	4168	#
2	4311	#
2	4175	#
2	4060	#
2	3867	#
2	4316	#
2	4218	#
2	4199	#
2	4230	#
2	4207	#
2	4168	#
2	4188	#
2	4269	#
2	4214	#
2	4057	#
2	4160	#
2	4075	#
2	4200	#
3	4183	#
3	4064	#
3	4189	#
3	4277	#
3	4160	#
3	4193	#
3	4293	#
3	4133	#
3	4217	#
3	4256	#
3	4173	#
3	4274	#
3	4275	#
3	4147	#
3	4291	#
3	4213	#
3	4248	#
3	4281	#
3	4218	#
3	4209	#
3	4215	#
4	4240	#
4	4313	#
4	4375	#
4	4302	#
4	4328	#
4	4340	#
4	4264	#
4	4313	#
4	4264	#
4	4258	#
4	4404	#
4	4400	#
4	4286	#
4	4262	#
4	4393	#
4	4343	#
4	4356	#
4	4340	#
4	4256	#
4	4219	#
4	4359	#
5	4399	#
5	4344	#
5	4322	#
5	4315	#
5	4382	#
5	4351	#
5	4257	#
5	4328	#
5	4313	#
5	4269	#
5	4339	#
5	4321	#
5	4384	#
5	4306	#
5	4449	#
5	4325	#
5	4404	#
5	4355	#
5	4337	#
5	4359	#
5	4289	#
6	4333	#
6	4374	#
6	4297	#
6	4313	#
6	4340	#
6	4404	#
6	4389	#
6	4361	#
6	4319	#
6	4374	#
6	4429	#
6	4336	#
6	4429	#
6	4374	#
6	4367	#
6	4334	#
6	4347	#
6	4448	#
6	4372	#
6	4316	#
6	4363	#
7	4373	#
7	4342	#
7	4418	#
7	4383	#
7	4409	#
7	4426	#
7	4433	#
7	4337	#
7	4506	#
7	4411	#
7	4386	#
7	4465	#
7	4401	#
7	4429	#
7	4321	#
7	4462	#
7	4452	#
7	4429	#
7	4424	#
7	4435	#
7	4389	#
8	4505	#
8	4481	#
8	4435	#
8	4522	#
8	4491	#
8	4449	#
8	4544	#
8	4470	#
8	4431	#
8	4533	#
8	4427	#
8	4433	#
8	4478	#
8	4474	#
8	4535	#
8	4494	#
8	4487	#
8	4627	#
8	4507	#
8	4462	#
8	4496	#
9	4652	#
9	4581	#
9	4549	#
9	4588	#
9	4558	#
9	4566	#
9	4623	#
9	4577	#
9	4560	#
9	4571	#
9	4569	#
9	4602	#
9	4619	#
9	4609	#
9	4553	#
9	4564	#
9	4562	#
9	4592	#
9	4568	#
9	4591	#
9	4594	#
10	4701	#
10	4695	#
10	4658	#
10	4633	#
10	4644	#
10	4747	#
10	4640	#
10	4627	#
10	4655	#
10	4648	#
10	4709	#
10	4638	#
10	4752	#
10	4651	#
10	4701	#
10	4680	#
10	4635	#
10	4620	#
10	4726	#
10	4687	#
10	4699	#
11	4743	#
11	4713	#
11	4746	#
11	4706	#
11	4723	#
11	4719	#
11	4761	#
11	4716	#
11	4713	#
11	4738	#
11	4712	#
11	4721	#
11	4729	#
11	4771	#
11	4739	#
11	4723	#
11	4718	#
11	4742	#
11	4724	#
11	4726	#
11	4722	#
12	4824	#
12	4785	#
12	4799	#
12	4755	#
12	4760	#
12	4806	#
12	4759	#
12	4764	#
12	4803	#
12	4759	#
12	4757	#
12	4749	#
12	4806	#
12	4755	#
12	4781	#
12	4769	#
12	4774	#
12	4767	#
12	4791	#
12	4753	#
12	4805	#
13	4779	#
13	4829	#
13	4807	#
13	4820	#
13	4803	#
13	4783	#
13	4789	#
13	4802	#
13	4803	#
13	4775	#
13	4781	#
13	4794	#
13	4796	#
13	4809	#
13	4773	#
13	4780	#
13	4768	#
13	4764	#
13	4835	#
13	4836	#
13	4793	#
14	4801	#
14	4796	#
14	4825	#
14	4808	#
14	4818	#
14	4785	#
14	4779	#
14	4825	#
14	4819	#
14	4801	#
14	4813	#
14	4795	#
14	4786	#
14	4783	#
14	4772	#
14	4806	#
14	4786	#
14	4777	#
14	4817	#
14	4817	#
14	4796	#
15	4839	#
15	4877	#
15	4836	#
15	4855	#
15	4829	#
15	4834	#
15	4829	#
15	4856	#
15	4829	#
15	4863	#
15	4866	#
15	4833	#
15	4820	#
15	4832	#
15	4824	#
15	4832	#
15	4852	#
15	4842	#
15	4841	#
15	4845	#
15	4815	#
16	4884	#
16	4850	#
16	4877	#
16	4849	#
16	4859	#
16	4857	#
16	4877	#
16	4839	#
16	4877	#
16	4849	#
16	4855	#
16	4853	#
16	4856	#
16	4858	#
16	4853	#
16	4853	#
16	4897	#
16	4852	#
16	4868	#
16	4850	#
16	4896	#
17	4854	#
17	4873	#
17	4878	#
17	4869	#
17	4869	#
17	4878	#
17	4862	#
17	4864	#
17	4867	#
17	4856	#
17	4880	#
17	4890	#
17	4865	#
17	4871	#
17	4869	#
17	4886	#
17	4855	#
17	4852	#
17	4863	#
17	4868	#
17	4869	#
18	4907	#
18	4886	#
18	4906	#
18	4885	#
18	4895	#
18	4897	#
18	4883	#
18	4900	#
18	4901	#
18	4885	#
18	4879	#
18	4921	#
18	4882	#
18	4885	#
18	4904	#
18	4931	#
18	4922	#
18	4892	#
18	4876	#
18	4887	#
18	4896	#
19	4895	#
19	4941	#
19	4897	#
19	4892	#
19	4899	#
19	4929	#
19	4892	#
19	4891	#
19	4891	#
19	4921	#
19	4911	#
19	4922	#
19	4894	#
19	4905	#
19	4889	#
19	4920	#
19	4898	#
19	4883	#
19	4920	#
19	4895	#
19	4894	#
20	4915	#
20	4905	#
20	4927	#
20	4915	#
20	4933	#
20	4933	#
20	4972	#
20	4954	#
20	4963	#
20	4915	#
20	4936	#
20	4911	#
20	4926	#
20	4957	#
20	4911	#
20	4916	#
20	4955	#
20	4929	#
20	4933	#
20	4935	#
20	4931	#
21	4926	#
21	4948	#
21	4976	#
21	4918	#
21	4916	#
21	4934	#
21	4913	#
21	4932	#
21	4935	#
21	4995	#
21	4939	#
21	4947	#
21	4947	#
21	4950	#
21	4945	#
21	4932	#
21	4926	#
21	4917	#
21	4921	#
21	4942	#
21	4942	#
22	4963	#
22	4953	#
22	4960	#
22	4949	#
22	4957	#
22	4951	#
22	4964	#
22	4954	#
22	4949	#
22	4958	#
22	4961	#
22	4961	#
22	4965	#
22	4982	#
22	4942	#
22	4955	#
22	4945	#
22	4961	#
22	4951	#
22	5014	#
22	4955	#
23	4995	#
23	4957	#
23	5026	#
23	4974	#
23	4965	#
23	5010	#
23	4979	#
23	4988	#
23	4966	#
23	4976	#
23	4964	#
23	4963	#
23	4976	#
23	4976	#
23	5019	#
23	4979	#
23	4981	#
23	4985	#
23	4982	#
23	4956	#
23	4968	#
24	4999	#
24	4971	#
24	5045	#
24	5000	#
24	4971	#
24	4975	#
24	4978	#
24	4977	#
24	4989	#
24	4984	#
24	4979	#
24	4975	#
24	4974	#
24	4994	#
24	4990	#
24	4993	#
24	5027	#
24	4995	#
24	4975	#
24	4978	#
24	4978	#
25	5003	#
25	5008	#
25	4996	#
25	5016	#
25	5045	#
25	4992	#
25	4995	#
25	5000	#
25	4997	#
25	4990	#
25	4995	#
25	5028	#
25	4999	#
25	5016	#
25	5019	#
25	4997	#
25	4995	#
25	5001	#
25	5051	#
25	5047	#
25	5050	#
26	5005	#
26	5001	#
26	5009	#
26	5006	#
26	5000	#
26	5000	#
26	5009	#
26	5010	#
26	4999	#
26	5059	#
26	5014	#
26	5006	#
26	5003	#
26	4996	#
26	5000	#
26	4999	#
26	5013	#
26	5002	#
26	5001	#
26	5024	#
26	4994	#
27	5005	#
27	5018	#
27	5064	#
27	5065	#
27	5015	#
27	5015	#
27	5043	#
27	5005	#
27	5008	#
27	5005	#
27	5015	#
27	5008	#
27	5019	#
27	5011	#
27	5008	#
27	5011	#
27	5025	#
27	5031	#
27	5007	#
27	5027	#
27	5028	#
28	5020	#
28	5013	#
28	5016	#
28	5009	#
28	5006	#
28	5010	#
28	5005	#
28	5035	#
28	5015	#
28	5020	#
28	5044	#
28	5040	#
28	5065	#
28	5010	#
28	5006	#
28	5035	#
28	5006	#
28	5048	#
28	5046	#
28	5041	#
28	5069	#
29	5078	#
29	5031	#
29	5033	#
29	5011	#
29	5011	#
29	5035	#
29	5019	#
29	5019	#
29	5015	#
29	5055	#
29	5011	#
29	5020	#
29	5037	#
29	5047	#
29	5015	#
29	5014	#
29	5029	#
29	5049	#
29	5025	#
29	5022	#
29	5015	#
30	5015	#
30	5037	#
30	5019	#
30	5023	#
30	5034	#
30	5024	#
30	5050	#
30	5055	#
30	5036	#
30	5076	#
30	5043	#
30	5020	#
30	5026	#
30	5075	#
30	5026	#
