Number of genomes	Core genome
1	4065	#
1	4056	#
1	3795	#
1	4045	#
1	4027	#
1	4062	#
1	4059	#
1	4031	#
1	3870	#
1	4013	#
1	3907	#
1	3972	#
1	3735	#
1	4107	#
1	4002	#
1	4062	#
1	4024	#
1	3830	#
1	3842	#
1	3841	#
1	3931	#
2	3721	#
2	3810	#
2	3616	#
2	3760	#
2	3762	#
2	3786	#
2	3959	#
2	3721	#
2	3711	#
2	3920	#
2	3664	#
2	3915	#
2	3773	#
2	3792	#
2	3614	#
2	3917	#
2	3889	#
2	3746	#
2	3881	#
2	3765	#
2	3931	#
3	3823	#
3	3716	#
3	3822	#
3	3673	#
3	3754	#
3	3776	#
3	3649	#
3	3721	#
3	3835	#
3	3714	#
3	3844	#
3	3765	#
3	3755	#
3	3786	#
3	3627	#
3	3747	#
3	3804	#
3	3734	#
3	3799	#
3	3709	#
3	3648	#
4	3635	#
4	3676	#
4	3721	#
4	3723	#
4	3630	#
4	3667	#
4	3609	#
4	3722	#
4	3634	#
4	3796	#
4	3563	#
4	3591	#
4	3727	#
4	3722	#
4	3700	#
4	3737	#
4	3665	#
4	3679	#
4	3697	#
4	3640	#
4	3627	#
5	3522	#
5	3727	#
5	3595	#
5	3765	#
5	3644	#
5	3731	#
5	3628	#
5	3747	#
5	3751	#
5	3718	#
5	3699	#
5	3555	#
5	3648	#
5	3555	#
5	3602	#
5	3683	#
5	3627	#
5	3690	#
5	3642	#
5	3686	#
5	3620	#
6	3587	#
6	3660	#
6	3559	#
6	3613	#
6	3602	#
6	3652	#
6	3553	#
6	3502	#
6	3669	#
6	3656	#
6	3564	#
6	3547	#
6	3639	#
6	3671	#
6	3616	#
6	3671	#
6	3678	#
6	3534	#
6	3660	#
6	3701	#
6	3657	#
7	3661	#
7	3669	#
7	3613	#
7	3619	#
7	3571	#
7	3614	#
7	3615	#
7	3587	#
7	3507	#
7	3665	#
7	3670	#
7	3558	#
7	3567	#
7	3613	#
7	3586	#
7	3613	#
7	3615	#
7	3644	#
7	3617	#
7	3531	#
7	3661	#
8	3577	#
8	3597	#
8	3528	#
8	3594	#
8	3494	#
8	3615	#
8	3494	#
8	3599	#
8	3526	#
8	3601	#
8	3527	#
8	3609	#
8	3599	#
8	3598	#
8	3559	#
8	3596	#
8	3601	#
8	3462	#
8	3575	#
8	3614	#
8	3512	#
9	3491	#
9	3407	#
9	3413	#
9	3481	#
9	3489	#
9	3493	#
9	3494	#
9	3490	#
9	3414	#
9	3495	#
9	3494	#
9	3482	#
9	3470	#
9	3382	#
9	3399	#
9	3494	#
9	3494	#
9	3491	#
9	3492	#
9	3493	#
9	3487	#
10	3437	#
10	3376	#
10	3460	#
10	3357	#
10	3473	#
10	3427	#
10	3392	#
10	3471	#
10	3393	#
10	3474	#
10	3459	#
10	3472	#
10	3440	#
10	3398	#
10	3474	#
10	3459	#
10	3393	#
10	3398	#
10	3461	#
10	3457	#
10	3459	#
11	3432	#
11	3350	#
11	3433	#
11	3356	#
11	3324	#
11	3437	#
11	3338	#
11	3362	#
11	3436	#
11	3429	#
11	3355	#
11	3305	#
11	3400	#
11	3349	#
11	3358	#
11	3436	#
11	3355	#
11	3424	#
11	3357	#
11	3361	#
11	3355	#
12	3423	#
12	3422	#
12	3420	#
12	3328	#
12	3341	#
12	3416	#
12	3309	#
12	3345	#
12	3419	#
12	3339	#
12	3348	#
12	3343	#
12	3421	#
12	3343	#
12	3382	#
12	3345	#
12	3420	#
12	3369	#
12	3414	#
12	3348	#
12	3421	#
13	3339	#
13	3401	#
13	3414	#
13	3420	#
13	3341	#
13	3416	#
13	3418	#
13	3417	#
13	3337	#
13	3416	#
13	3417	#
13	3412	#
13	3339	#
13	3340	#
13	3416	#
13	3338	#
13	3339	#
13	3339	#
13	3399	#
13	3413	#
13	3379	#
14	3334	#
14	3334	#
14	3336	#
14	3333	#
14	3335	#
14	3324	#
14	3337	#
14	3333	#
14	3329	#
14	3335	#
14	3336	#
14	3337	#
14	3338	#
14	3335	#
14	3325	#
14	3331	#
14	3337	#
14	3339	#
14	3328	#
14	3328	#
14	3334	#
15	3331	#
15	3335	#
15	3333	#
15	3332	#
15	3320	#
15	3332	#
15	3334	#
15	3332	#
15	3333	#
15	3324	#
15	3331	#
15	3335	#
15	3334	#
15	3333	#
15	3335	#
15	3331	#
15	3335	#
15	3333	#
15	3283	#
15	3332	#
15	3336	#
16	3327	#
16	3329	#
16	3328	#
16	3329	#
16	3274	#
16	3329	#
16	3327	#
16	3330	#
16	3328	#
16	3316	#
16	3328	#
16	3329	#
16	3328	#
16	3329	#
16	3329	#
16	3327	#
16	3327	#
16	3329	#
16	3273	#
16	3329	#
16	3332	#
17	3326	#
17	3278	#
17	3272	#
17	3278	#
17	3328	#
17	3329	#
17	3326	#
17	3327	#
17	3327	#
17	3326	#
17	3330	#
17	3327	#
17	3329	#
17	3278	#
17	3329	#
17	3327	#
17	3330	#
17	3330	#
17	3328	#
17	3327	#
17	3327	#
18	3318	#
18	3325	#
18	3317	#
18	3325	#
18	3320	#
18	3325	#
18	3290	#
18	3307	#
18	3324	#
18	3326	#
18	3327	#
18	3328	#
18	3327	#
18	3326	#
18	3326	#
18	3328	#
18	3328	#
18	3327	#
18	3325	#
18	3327	#
18	3321	#
19	3324	#
19	3326	#
19	3326	#
19	3322	#
19	3289	#
19	3267	#
19	3324	#
19	3326	#
19	3322	#
19	3273	#
19	3324	#
19	3323	#
19	3324	#
19	3326	#
19	3323	#
19	3323	#
19	3325	#
19	3324	#
19	3322	#
19	3323	#
19	3323	#
20	3321	#
20	3320	#
20	3322	#
20	3321	#
20	3313	#
20	3316	#
20	3324	#
20	3312	#
20	3324	#
20	3322	#
20	3324	#
20	3321	#
20	3303	#
20	3313	#
20	3323	#
20	3322	#
20	3319	#
20	3322	#
20	3322	#
20	3321	#
20	3323	#
21	3321	#
21	3270	#
21	3305	#
21	3323	#
21	3320	#
21	3321	#
21	3322	#
21	3271	#
21	3321	#
21	3322	#
21	3320	#
21	3302	#
21	3314	#
21	3318	#
21	3319	#
21	3320	#
21	3322	#
21	3321	#
21	3271	#
21	3301	#
21	3321	#
22	3319	#
22	3317	#
22	3318	#
22	3321	#
22	3316	#
22	3317	#
22	3319	#
22	3306	#
22	3319	#
22	3318	#
22	3313	#
22	3283	#
22	3317	#
22	3317	#
22	3317	#
22	3317	#
22	3320	#
22	3319	#
22	3319	#
22	3319	#
22	3317	#
23	3315	#
23	3318	#
23	3318	#
23	3316	#
23	3317	#
23	3307	#
23	3317	#
23	3298	#
23	3318	#
23	3317	#
23	3304	#
23	3315	#
23	3316	#
23	3318	#
23	3319	#
23	3316	#
23	3315	#
23	3315	#
23	3314	#
23	3316	#
23	3316	#
24	3313	#
24	3315	#
24	3316	#
24	3312	#
24	3316	#
24	3301	#
24	3266	#
24	3315	#
24	3312	#
24	3261	#
24	3308	#
24	3316	#
24	3316	#
24	3313	#
24	3301	#
24	3316	#
24	3299	#
24	3308	#
24	3315	#
24	3318	#
24	3266	#
25	3309	#
25	3305	#
25	3313	#
25	3313	#
25	3298	#
25	3314	#
25	3311	#
25	3307	#
25	3313	#
25	3311	#
25	3313	#
25	3310	#
25	3263	#
25	3294	#
25	3313	#
25	3311	#
25	3313	#
25	3298	#
25	3295	#
25	3313	#
25	3264	#
26	3312	#
26	3261	#
26	3262	#
26	3262	#
26	3312	#
26	3310	#
26	3262	#
26	3261	#
26	3310	#
26	3312	#
26	3255	#
26	3308	#
26	3263	#
26	3309	#
26	3309	#
26	3312	#
26	3309	#
26	3263	#
26	3312	#
26	3304	#
26	3310	#
27	3295	#
27	3309	#
27	3312	#
27	3245	#
27	3310	#
27	3258	#
27	3251	#
27	3309	#
27	3311	#
27	3311	#
27	3261	#
27	3310	#
27	3310	#
27	3262	#
27	3311	#
27	3308	#
27	3304	#
27	3262	#
27	3309	#
27	3312	#
27	3289	#
28	3312	#
28	3302	#
28	3310	#
28	3311	#
28	3309	#
28	3262	#
28	3309	#
28	3307	#
28	3262	#
28	3308	#
28	3251	#
28	3301	#
28	3312	#
28	3297	#
28	3312	#
28	3306	#
28	3309	#
28	3309	#
28	3307	#
28	3305	#
28	3298	#
29	3248	#
29	3203	#
29	3259	#
29	3258	#
29	3257	#
29	3205	#
29	3260	#
29	3261	#
29	3259	#
29	3257	#
29	3260	#
29	3262	#
29	3261	#
29	3259	#
29	3260	#
29	3262	#
29	3258	#
29	3250	#
29	3225	#
29	3259	#
29	3262	#
30	3260	#
30	3258	#
30	3260	#
30	3258	#
30	3258	#
30	3261	#
30	3249	#
30	3258	#
30	3203	#
30	3238	#
30	3253	#
30	3245	#
30	3260	#
30	3260	#
30	3257	#
