Number of genomes	Core genome
1	3379	#
1	3688	#
1	3601	#
1	3541	#
1	2542	#
1	3649	#
1	4010	#
1	3590	#
1	4157	#
1	3802	#
1	3652	#
1	3631	#
1	2827	#
1	3218	#
1	3778	#
1	3622	#
1	3479	#
1	3441	#
1	3504	#
1	4186	#
1	3696	#
1	2904	#
1	3907	#
1	3846	#
1	3165	#
1	3844	#
1	3502	#
1	3582	#
1	3848	#
1	3807	#
1	3792	#
1	3904	#
1	3842	#
1	4072	#
1	3461	#
1	3440	#
1	3990	#
1	3534	#
1	3477	#
1	3888	#
1	3165	#
1	3575	#
1	3551	#
1	3614	#
1	3640	#
1	3500	#
1	3684	#
1	3721	#
1	3548	#
1	3588	#
2	2	#
2	1388	#
2	2745	#
2	1	#
2	1	#
2	2	#
2	2477	#
2	1273	#
2	2713	#
2	2413	#
2	3011	#
2	1404	#
2	6122	#
2	4	#
2	4	#
2	2474	#
2	2449	#
2	2684	#
2	1406	#
2	2806	#
2	6045	#
2	2331	#
2	2	#
2	2905	#
2	2653	#
2	2399	#
2	1	#
2	1350	#
2	3	#
2	2707	#
2	1	#
2	2	#
2	2471	#
2	3342	#
2	2423	#
2	3	#
2	2397	#
2	1	#
2	670	#
2	3010	#
2	2	#
2	4	#
2	2671	#
2	2475	#
2	3246	#
2	2622	#
2	2412	#
2	5707	#
2	3	#
2	2	#
2	1	#
2	2756	#
2	1313	#
2	6556	#
2	2775	#
2	3	#
2	2512	#
2	2753	#
2	2	#
2	1	#
2	1255	#
2	2922	#
2	2	#
2	2	#
2	1	#
2	2356	#
2	1362	#
2	2713	#
2	2674	#
2	3	#
2	2	#
2	2663	#
2	2682	#
2	3026	#
2	2399	#
2	2919	#
2	2	#
2	1	#
2	2650	#
2	2	#
2	1363	#
2	1	#
2	1	#
2	2543	#
2	3155	#
2	2673	#
2	2465	#
2	1379	#
2	2	#
2	3263	#
2	2666	#
2	2390	#
2	2653	#
2	2454	#
2	2608	#
2	3008	#
2	2875	#
2	2739	#
2	2675	#
2	2	#
2	2	#
2	2699	#
2	4	#
2	3	#
2	2698	#
2	2675	#
2	3303	#
2	1336	#
2	6479	#
2	2714	#
2	3	#
2	1393	#
2	2409	#
2	2681	#
2	3004	#
2	2703	#
2	1641	#
2	3282	#
2	2788	#
2	2363	#
2	2717	#
2	1357	#
2	2353	#
2	2742	#
2	2659	#
2	2	#
2	3254	#
2	3305	#
2	1	#
2	2467	#
2	6304	#
2	3	#
2	3	#
2	2	#
2	2816	#
2	1389	#
2	2653	#
2	1342	#
2	3	#
2	2626	#
2	2	#
2	2914	#
2	2645	#
2	2892	#
2	2519	#
2	3001	#
2	2692	#
2	3	#
2	2348	#
2	2	#
2	2717	#
2	2681	#
2	1349	#
2	3705	#
2	2	#
2	2855	#
2	2632	#
2	3008	#
2	2765	#
2	1347	#
2	2630	#
2	2299	#
2	2517	#
2	2691	#
2	2746	#
2	2910	#
2	2746	#
2	3507	#
2	2655	#
2	2	#
2	1313	#
2	2753	#
2	3305	#
2	1348	#
2	2	#
2	3023	#
2	2404	#
2	2746	#
2	2664	#
2	3	#
2	2673	#
2	6383	#
2	2388	#
2	1	#
2	2509	#
2	3224	#
2	2	#
2	2707	#
2	1307	#
2	3004	#
2	2383	#
2	2661	#
2	1288	#
2	2381	#
2	2532	#
2	1346	#
2	3354	#
2	3302	#
2	1359	#
2	2	#
2	2879	#
2	1342	#
2	2642	#
2	2464	#
2	3563	#
2	1	#
2	4	#
2	1286	#
2	2752	#
2	1352	#
2	2836	#
2	2748	#
2	2930	#
2	2656	#
2	2495	#
2	3161	#
2	1	#
2	2541	#
2	2633	#
2	2	#
2	4	#
2	1416	#
2	1	#
2	1	#
2	2755	#
2	2777	#
2	1423	#
2	2	#
2	1361	#
2	2966	#
2	3870	#
2	2	#
2	2692	#
