Number of genomes	Pan genome
1	4561	#
1	4802	#
1	4940	#
1	4930	#
1	4784	#
1	5283	#
1	4853	#
1	4727	#
2	8480	#
2	7432	#
2	7629	#
2	8961	#
2	4963	#
2	8405	#
2	9612	#
2	6143	#
2	7555	#
2	5824	#
2	7359	#
2	7560	#
2	9470	#
2	6242	#
2	9456	#
2	7970	#
2	9601	#
2	6166	#
2	9523	#
2	7635	#
2	8623	#
2	9953	#
2	9231	#
2	6160	#
2	5834	#
2	8459	#
2	8616	#
2	7891	#
3	13123	#
3	8770	#
3	9634	#
3	6177	#
3	12098	#
3	8313	#
3	10835	#
3	8703	#
3	7649	#
3	7575	#
3	10975	#
3	9476	#
3	12561	#
3	9791	#
3	8774	#
3	12639	#
3	8625	#
3	11443	#
3	12224	#
3	13279	#
3	9824	#
3	13141	#
3	13070	#
3	6831	#
3	11105	#
3	9799	#
3	11110	#
3	8679	#
3	8372	#
3	11163	#
3	12027	#
3	9486	#
3	8643	#
3	10810	#
3	8645	#
3	10828	#
3	10501	#
3	8853	#
3	13287	#
3	9817	#
3	9193	#
3	10914	#
3	5843	#
3	8706	#
3	13625	#
3	8365	#
3	8319	#
3	8848	#
3	12298	#
3	6839	#
3	11506	#
4	15826	#
4	13306	#
4	14146	#
4	12986	#
4	10475	#
4	10509	#
4	12318	#
4	15575	#
4	9556	#
4	15635	#
4	9874	#
4	16107	#
4	15767	#
4	12295	#
4	8377	#
4	9287	#
4	9323	#
4	15832	#
4	12244	#
4	14452	#
4	9494	#
4	13345	#
4	8712	#
4	14135	#
4	9973	#
4	8326	#
4	11496	#
4	13862	#
4	13311	#
4	15773	#
4	9976	#
4	13292	#
4	14462	#
4	13375	#
4	8778	#
4	10468	#
4	13037	#
4	12356	#
4	9833	#
4	13521	#
4	16169	#
4	13371	#
4	9284	#
4	12699	#
4	11857	#
4	14487	#
4	6845	#
4	12299	#
4	9327	#
4	11505	#
4	12979	#
5	13052	#
5	14540	#
5	13992	#
5	13380	#
5	13953	#
5	12249	#
5	12303	#
5	12815	#
5	14227	#
5	15135	#
5	17362	#
5	16903	#
5	10507	#
5	15127	#
5	9330	#
5	13042	#
5	14221	#
5	13988	#
5	16549	#
5	11510	#
5	16557	#
5	14644	#
5	11902	#
5	15786	#
5	12847	#
5	9567	#
5	13471	#
5	16961	#
5	10481	#
5	14641	#
5	12813	#
5	12992	#
5	12843	#
5	9980	#
5	16815	#
5	16517	#
5	9292	#
5	16510	#
5	14153	#
5	16825	#
5	16957	#
5	13059	#
5	13446	#
5	13949	#
5	13534	#
5	17012	#
5	10510	#
5	16906	#
5	17018	#
5	13468	#
5	15845	#
6	13998	#
6	14648	#
6	17711	#
6	17502	#
6	17475	#
6	13475	#
6	10513	#
6	15140	#
6	12850	#
6	18133	#
6	17718	#
6	13995	#
6	16965	#
6	13957	#
6	16522	#
6	12820	#
6	18032	#
6	17472	#
6	14001	#
6	15175	#
6	15172	#
6	14232	#
6	18130	#
6	16561	#
6	17506	#
6	16911	#
6	17030	#
6	13063	#
7	17479	#
7	18657	#
7	18137	#
7	15178	#
7	17509	#
7	17722	#
7	18660	#
7	14004	#
8	18663	#
	#
