Number of genomes	Core genome
1	4561	#
1	4802	#
1	4940	#
1	4930	#
1	4784	#
1	5283	#
1	4853	#
1	4727	#
2	883	#
2	2223	#
2	2154	#
2	883	#
2	4907	#
2	940	#
2	55	#
2	3942	#
2	2159	#
2	3908	#
2	2227	#
2	2164	#
2	59	#
2	3395	#
2	55	#
2	2166	#
2	56	#
2	4057	#
2	57	#
2	2158	#
2	878	#
2	57	#
2	57	#
2	4053	#
2	3908	#
2	955	#
2	875	#
2	2176	#
3	51	#
3	2077	#
3	55	#
3	4041	#
3	55	#
3	2091	#
3	54	#
3	2094	#
3	2145	#
3	2151	#
3	820	#
3	849	#
3	55	#
3	853	#
3	2079	#
3	56	#
3	2101	#
3	814	#
3	53	#
3	49	#
3	858	#
3	50	#
3	50	#
3	3719	#
3	804	#
3	891	#
3	807	#
3	2072	#
3	2066	#
3	803	#
3	55	#
3	852	#
3	872	#
3	56	#
3	2051	#
3	54	#
3	54	#
3	1993	#
3	49	#
3	854	#
3	2010	#
3	817	#
3	3894	#
3	2096	#
3	51	#
3	2065	#
3	2092	#
3	1989	#
3	55	#
3	3721	#
3	813	#
4	49	#
4	49	#
4	49	#
4	53	#
4	844	#
4	54	#
4	54	#
4	50	#
4	1943	#
4	50	#
4	1953	#
4	50	#
4	49	#
4	793	#
4	2060	#
4	2058	#
4	2032	#
4	49	#
4	53	#
4	50	#
4	847	#
4	55	#
4	2091	#
4	49	#
4	1944	#
4	2085	#
4	54	#
4	54	#
4	54	#
4	49	#
4	1946	#
4	55	#
4	50	#
4	53	#
4	2075	#
4	839	#
4	54	#
4	789	#
4	853	#
4	53	#
4	51	#
4	53	#
4	2055	#
4	795	#
4	798	#
4	49	#
4	3710	#
4	797	#
4	2035	#
4	54	#
4	53	#
5	782	#
5	54	#
5	54	#
5	53	#
5	53	#
5	797	#
5	793	#
5	794	#
5	53	#
5	49	#
5	50	#
5	49	#
5	1916	#
5	49	#
5	2031	#
5	54	#
5	53	#
5	54	#
5	49	#
5	54	#
5	49	#
5	53	#
5	793	#
5	49	#
5	793	#
5	1938	#
5	784	#
5	49	#
5	839	#
5	53	#
5	789	#
5	53	#
5	789	#
5	1942	#
5	50	#
5	49	#
5	2053	#
5	49	#
5	49	#
5	50	#
5	49	#
5	784	#
5	54	#
5	53	#
5	53	#
5	49	#
5	1919	#
5	49	#
5	49	#
5	780	#
5	49	#
6	776	#
6	53	#
6	49	#
6	49	#
6	49	#
6	780	#
6	1915	#
6	49	#
6	789	#
6	49	#
6	49	#
6	54	#
6	49	#
6	53	#
6	49	#
6	789	#
6	50	#
6	49	#
6	780	#
6	53	#
6	53	#
6	53	#
6	49	#
6	49	#
6	49	#
6	49	#
6	49	#
6	780	#
7	49	#
7	49	#
7	49	#
7	53	#
7	49	#
7	49	#
7	49	#
7	776	#
8	49	#
	#
