Number of genomes	Core genome
1	4784	#
1	5280	#
1	4727	#
1	4937	#
1	4927	#
1	4850	#
1	4561	#
1	4798	#
2	4903	#
2	1690	#
2	3052	#
2	3097	#
2	1650	#
2	4185	#
2	3051	#
2	1652	#
2	194	#
2	4295	#
2	196	#
2	192	#
2	4185	#
2	3047	#
2	193	#
2	3090	#
2	1703	#
2	3067	#
2	3055	#
2	1644	#
2	194	#
2	3941	#
2	4297	#
2	1648	#
2	207	#
2	4236	#
2	3062	#
2	198	#
3	190	#
3	189	#
3	1552	#
3	2920	#
3	1632	#
3	1555	#
3	191	#
3	1557	#
3	1612	#
3	189	#
3	1607	#
3	4170	#
3	188	#
3	1545	#
3	2955	#
3	1561	#
3	192	#
3	189	#
3	1616	#
3	2904	#
3	192	#
3	1639	#
3	2910	#
3	190	#
3	187	#
3	1550	#
3	2968	#
3	2968	#
3	185	#
3	189	#
3	190	#
3	4281	#
3	2954	#
3	2975	#
3	186	#
3	192	#
3	187	#
3	192	#
3	4062	#
3	1610	#
3	3045	#
3	1561	#
3	4062	#
3	1554	#
3	2967	#
3	3040	#
3	186	#
3	2961	#
3	2953	#
3	2982	#
3	192	#
3	189	#
3	194	#
3	2946	#
3	1611	#
3	2973	#
4	1552	#
4	2899	#
4	2849	#
4	188	#
4	2908	#
4	1537	#
4	189	#
4	1545	#
4	192	#
4	2913	#
4	4050	#
4	188	#
4	189	#
4	2851	#
4	2962	#
4	189	#
4	1596	#
4	1604	#
4	186	#
4	1543	#
4	186	#
4	189	#
4	189	#
4	2957	#
4	2936	#
4	186	#
4	1532	#
4	1544	#
4	1523	#
4	188	#
4	190	#
4	185	#
4	185	#
4	2841	#
4	1530	#
4	189	#
4	1592	#
4	185	#
4	192	#
4	186	#
4	2932	#
4	1609	#
4	184	#
4	1539	#
4	1537	#
4	188	#
4	192	#
4	1527	#
4	189	#
4	186	#
4	1533	#
4	186	#
4	186	#
4	184	#
4	189	#
4	1537	#
4	184	#
4	2842	#
4	1537	#
4	189	#
4	2963	#
4	1534	#
4	184	#
4	185	#
4	1544	#
4	2856	#
4	189	#
4	2942	#
4	189	#
4	192	#
5	184	#
5	185	#
5	2927	#
5	1530	#
5	1537	#
5	188	#
5	185	#
5	189	#
5	185	#
5	188	#
5	1537	#
5	186	#
5	1513	#
5	1590	#
5	2817	#
5	184	#
5	192	#
5	185	#
5	1519	#
5	184	#
5	2811	#
5	2838	#
5	1533	#
5	184	#
5	1536	#
5	189	#
5	1511	#
5	2839	#
5	189	#
5	188	#
5	189	#
5	188	#
5	184	#
5	1519	#
5	1524	#
5	184	#
5	1530	#
5	185	#
5	189	#
5	189	#
5	184	#
5	188	#
5	2904	#
5	189	#
5	186	#
5	184	#
5	189	#
5	1518	#
5	184	#
5	1530	#
5	184	#
5	188	#
5	185	#
5	186	#
5	186	#
5	1523	#
6	189	#
6	189	#
6	1524	#
6	184	#
6	1511	#
6	186	#
6	1512	#
6	185	#
6	185	#
6	188	#
6	1506	#
6	184	#
6	188	#
6	184	#
6	184	#
6	185	#
6	188	#
6	184	#
6	188	#
6	184	#
6	1513	#
6	185	#
6	2808	#
6	1530	#
6	184	#
6	184	#
6	184	#
6	184	#
7	184	#
7	184	#
7	184	#
7	184	#
7	185	#
7	1506	#
7	188	#
7	184	#
8	184	#
	#
