#Genomes with additional copies compared to other genomes
#Homology group identifier, number of additional copies compared to the lowest number in a homology group (at least 1).

#Genome 1
Core

Accessory
#Genome 47
Core

Accessory
 5121343, 1
 5121955, 1
 5122041, 1
 5122960, 1
 5123130, 1
 5123400, 1
 5123514, 1
 5124347, 1
 5124348, 1
 5124711, 1
 5130623, 1
 5146395, 2

#Genome 48
Core

Accessory
 5126622, 1
 5127712, 1
 5127713, 1
 5127716, 1
 5128477, 1

#Genome 49
Core

Accessory
 5121316, 1
 5121610, 1
 5121665, 1
 5123769, 1
 5124347, 1
 5124348, 1
 5130163, 1
 5131846, 1
 5139165, 1

#Genome 50
Core

Accessory
 5122960, 1
 5124347, 1
 5124348, 2
