Genomes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,
1,0.0,0.9992955762186532,0.35817575083426034,0.319672131147541,0.3891563742934896,0.37981724274930473,0.45659037095501187,0.3658008658008658,0.4424109807041974,0.32976164443472555,0.9995662232504338,0.9993839519482519,0.36834027625520716,0.6600496277915633,0.2610208816705336,0.3786239723063609,0.4196911971124925,0.6586145648312611,0.39080222726335323,0.44631537242472263,0.6569653948535936,0.36692392502756344,0.37988714228133813,0.3787252556014792,0.3919650291423813,0.9992955762186532,0.39412737799834574,0.3314422867117609,0.4378959493184872,0.3938624338624339,0.37869470343185874,0.9990577466684615,0.9995608899297423,0.3372497824194952,0.385686736661667,0.9990811236545025,0.3057757644394111,0.3894781501909207,0.39220669207962733,0.3172264355362947,0.9991909385113269,0.3800826266579691,0.3785127539991353,0.674643674115784,0.3538024475524476,0.42580899763220204,0.375526490800266,0.9993011879804332,0.26396616959715113,0.37149790425766605,
2,0.9992955762186532,0.0,0.9992442563482467,0.9991459074733096,0.9991341991341991,0.9991882018671358,0.9991497803599263,0.9991156963890936,0.9991507430997877,0.9991270187690965,0.9996752192270217,0.9996513249651325,0.9992512728361785,0.9992642731018246,0.9992571683256574,0.9991083370485956,0.9991568296795953,0.9992634060106069,0.9991474850809889,0.9992936855488064,0.9992651381540271,0.9990965216081915,0.9991751443497388,0.9991028708133971,0.999281712397644,0.001260239445494693,0.9991429795743465,0.999128160418483,0.9991861096039066,0.9991207502930832,0.9991900647948164,0.602845783636744,0.9996707276918011,0.9991275265377345,0.999113606145664,0.6157258064516129,0.9991064780342517,0.9992677211482133,0.9991211366632489,0.9992859183090546,0.6013853904282116,0.9991024682124159,0.9991092636579573,0.9992612293144209,0.999113475177305,0.9991681685845002,0.9990857839402713,0.022551745443311733,0.9992893689596362,0.9990932446728125,
3,0.35817575083426034,0.9992442563482467,0.0,0.3356866317467547,0.3448829738412116,0.39186923721709976,0.44458571731299,0.31994295222248637,0.42924326635314236,0.3396751740139211,0.9995337270749145,0.9991680532445923,0.06020066889632103,0.6354347406978986,0.3015257931702592,0.30913913672534366,0.4334109676053356,0.6327596209630633,0.3588881416722708,0.4186895810955962,0.6291352292513059,0.28994813534205977,0.4520688242523556,0.29184023523646163,0.3222145008107482,0.9992442563482467,0.3542702214188884,0.34066697545159796,0.45944858120346144,0.30219780219780223,0.39268547544409615,0.9989923708075428,0.9993699795243346,0.3344963945103513,0.3108982035928144,0.9990190582959642,0.3141411708022164,0.3055290753098189,0.31196581196581197,0.332799267566949,0.9991346985866744,0.30544747081712065,0.309082148879788,0.6548368631940469,0.31517323775388295,0.4409317803660566,0.29701492537313434,0.9992507118237675,0.34994363021420516,0.2950333580429948,
4,0.319672131147541,0.9991459074733096,0.3356866317467547,0.0,0.3546298294841356,0.278534923339012,0.4434625426792529,0.33154841588576534,0.42285017279934944,0.2970965563808238,0.9995616598480421,0.9993770440741317,0.3467922835352176,0.6525103473096995,0.29669573198715005,0.34883203559510567,0.4388244702119153,0.6510369702434626,0.3638095238095238,0.4636219849742982,0.6469314079422382,0.3440957326710319,0.44818854694195565,0.36341463414634145,0.40396246089676746,0.9991459074733096,0.3471535982814178,0.2992815446789403,0.4567546880979717,0.3771588946459413,0.28223070398642913,0.9989124524197933,0.9995562130177514,0.2946609596756026,0.35348631950573695,0.9989396951623591,0.27560521415270023,0.3817516677426297,0.3580786026200873,0.056088933804951946,0.9990467111534795,0.35789005119074113,0.3494778938013775,0.6657127526381685,0.32035119315623595,0.442167487684729,0.3486572598998634,0.9991527817000847,0.3451820128479658,0.34876891800316245,
5,0.3891563742934896,0.9991341991341991,0.3448829738412116,0.3546298294841356,0.0,0.3912605718888441,0.444421865474497,0.19442406456346295,0.4281025641025641,0.344926894107222,0.9995554897021781,0.9992094861660079,0.35593220338983056,0.6477044082677885,0.33832199546485264,0.26250889257766186,0.43846153846153846,0.6454512105649304,0.13619721747620206,0.4567752312022517,0.6410209327947117,0.23697028738431558,0.4597926041870476,0.2896713615023474,0.3970307529162248,0.9991341991341991,0.14884287454323997,0.3447665412701926,0.46020092735703244,0.36843262255440756,0.39269223047580804,0.9984844309727198,0.999549887471868,0.3506178287731686,0.2588040652328055,0.9989261744966443,0.3318886861313869,0.37420626231661924,0.27245230339692883,0.34804347826086957,0.9986197377501725,0.25305828735907887,0.26331991475254557,0.6650353452963567,0.1906165561287153,0.4452627388535032,0.24313052011776248,0.9991412623443539,0.3886426008021955,0.2432432432432432,
6,0.37981724274930473,0.9991882018671358,0.39186923721709976,0.278534923339012,0.3912605718888441,0.0,0.4730009407337723,0.3562447611064543,0.4301449275362319,0.3570836785418393,0.9995839112343967,0.9994106379843819,0.4003308519437552,0.6739827789971298,0.35917421529386984,0.38824503311258274,0.4708193041526375,0.6721949568454899,0.39885307494561995,0.49953900055319933,0.6699374048384368,0.3731248679484471,0.433352133859748,0.4033388293487222,0.4380599922088041,0.9991882018671358,0.390253644897144,0.3582799255737027,0.48960945897527763,0.41579581993569137,0.04412104412104412,0.998963998963999,0.9995790064552343,0.34528773978315264,0.3833126807104502,0.9989887498419922,0.3360445205479452,0.4259481037924152,0.4004056795131846,0.2818162438712428,0.9990919704241795,0.3876743701853008,0.388463923919785,0.6884531590413943,0.3546352743325626,0.4760501105379513,0.38551154416437194,0.9991944146079484,0.3950029744199881,0.38024899767883524,
7,0.45659037095501187,0.9991497803599263,0.44458571731299,0.4434625426792529,0.444421865474497,0.4730009407337723,0.0,0.4259065185495703,0.4335411220591192,0.4269151138716356,0.9995636998254799,0.9992250464972101,0.45243570980556136,0.6604916280726755,0.4225560727888278,0.43007582139848355,0.42360273421793326,0.6585714285714286,0.45080822191179404,0.500576479631053,0.6549937466499911,0.422360248447205,0.4434714925082701,0.4377239199157007,0.4800237341772152,0.9991497803599263,0.44296654574768235,0.4286304482544929,0.445873320537428,0.44702736062538573,0.47496718544909056,0.9985104942450914,0.9995583038869258,0.4234757362090419,0.4312329914172075,0.9989441731556025,0.41127482383087766,0.46222765220932605,0.44864420706655705,0.44045215987081143,0.9986435160065111,0.4347275031685678,0.43025457605722706,0.6793583641812093,0.42252631578947364,0.42874109263657956,0.42795513373597927,0.9991565926342424,0.4563357867515416,0.4281738385784628,
8,0.3658008658008658,0.9991156963890936,0.31994295222248637,0.33154841588576534,0.19442406456346295,0.3562447611064543,0.4259065185495703,0.0,0.4162629028860333,0.338021778584392,0.9995457298606905,0.9991909385113269,0.328253223915592,0.6401500938086304,0.3134538624090162,0.23016264169541645,0.42509363295880154,0.6383298852736505,0.18355965082444226,0.4407867494824017,0.6304265760664401,0.21039354187689208,0.4348794814664776,0.2591418820087762,0.38002622377622375,0.9991156963890936,0.20687996151070487,0.3393706135386009,0.445570123162495,0.34387801547564856,0.3571577847439916,0.9988757729061271,0.9993864089584292,0.3314363760528113,0.22642436149312373,0.9989048596851472,0.3130148270181219,0.36072956541319523,0.2347235693501455,0.32907419861017706,0.9990145009151062,0.22834450235790515,0.2327925270403146,0.6542404473438956,0.1630628338845077,0.4316693944353519,0.21657346212506356,0.9991230634317451,0.36898279241995213,0.2164480322906155,
9,0.4424109807041974,0.9991507430997877,0.42924326635314236,0.42285017279934944,0.4281025641025641,0.4301449275362319,0.4335411220591192,0.4162629028860333,0.0,0.4196966548929981,0.9995642068564788,0.9992260061919505,0.43604896580835795,0.6609747420846674,0.4005572224603515,0.4297138047138047,0.293695652173913,0.6597754410978436,0.44174854622017246,0.48330097087378643,0.6516371443907676,0.41555651052857756,0.22618520159503763,0.4324038867765103,0.46569605105704026,0.9991507430997877,0.4340959708443005,0.41979663830670266,0.3191621733720448,0.46464851686306374,0.43201078582434516,0.9989183342347214,0.9994116781879688,0.41226789067389946,0.4298869820008372,0.9989452867501648,0.3989681857265692,0.45208845208845205,0.4347826086956522,0.40503196535368113,0.9990518759311933,0.42838983050847457,0.4298927895732605,0.6751457339692634,0.4175105485232068,0.3021367521367522,0.4207792207792208,0.9991575400168492,0.4401606425702811,0.42003439380911434,
10,0.32976164443472555,0.9991270187690965,0.3396751740139211,0.2970965563808238,0.344926894107222,0.3570836785418393,0.4269151138716356,0.338021778584392,0.4196966548929981,0.0,0.999551703526599,0.9992022973835354,0.3482837528604119,0.6459948320413437,0.28149373670527067,0.35147392290249435,0.4302993029930299,0.6444691083980763,0.3591686512232085,0.45769230769230773,0.64,0.3394219653179191,0.4466308884913536,0.3446301809022212,0.3879217709004943,0.9991270187690965,0.36257056013894917,0.017890520694259004,0.451164611469955,0.3633333333333333,0.360016505054673,0.9986114968064427,0.9993945815044649,0.18542074363992167,0.3457795881421136,0.9989178953063709,0.04736275565123793,0.3586544887502785,0.35057085292142376,0.29405111965618635,0.9987480873556823,0.35436119335003413,0.3517553793884485,0.6625183016105417,0.3308974651746974,0.4351160443995964,0.34713820381572824,0.9991341991341991,0.3367727771679473,0.3453536754507628,
