Genomes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,
11,0.999558693733451,0.9996707818930041,0.9995274846432509,0.9995556872037915,0.9995480566435674,0.999576570218772,0.9995525059665871,0.9995395948434622,0.9995559502664298,0.9995457298606905,0.0,0.7942477876106195,0.9995319812792511,0.9995405819295559,0.9995356037151703,0.999535747446611,0.9995607613469986,0.9995398773006134,0.9995565410199556,0.9995595360446337,0.9995409334353481,0.9995292640828495,0.9995702621400946,0.9995324918186068,0.9995515024667364,0.9996707818930041,0.999552706127926,0.9995463481022229,0.9995668495524112,0.9995386744579425,0.9995779997186665,0.9996873534469283,0.5638457686529794,0.9995451099317665,0.9995378215991373,0.9996950289722476,0.9995346672871103,0.9995425434583715,0.999542264266097,0.9995541685242978,0.9996871578288753,0.9995321272613849,0.999535747446611,0.9995381062355658,0.9995381773399015,0.9995662232504338,0.9995229007633588,0.9996736292428199,0.9995562786570034,0.9995276334435522,
12,0.9993780127507386,0.999649675950254,0.9991640193947501,0.9993735317149569,0.9992025518341308,0.9994045846978268,0.9992108585858586,0.9991867273910214,0.9992172824045085,0.9991982039769083,0.7942477876106195,0.0,0.999172459450513,0.9993509654389097,0.9990149400755213,0.999015263417036,0.9990713511840272,0.9993499106127093,0.9992183836173206,0.9993792675356921,0.9993514915693904,0.9991673605328892,0.9992439135037048,0.9991734170937345,0.9993672888326479,0.999649675950254,0.9993690851735015,0.9991993594875901,0.9989322757779133,0.9991850040749797,0.9994067042420647,0.9996683800364782,0.7897227856659905,0.9991970451260639,0.9991834068267189,0.9996770025839793,0.9991774962987333,0.9993539008237764,0.9991917232460394,0.9993712668972021,0.9996681599469056,0.9991727332892124,0.999015263417036,0.9990205680705191,0.9993473649861315,0.9990835497174279,0.9991554054054054,0.9996528982992017,0.9992178945721883,0.9991642988467324,
13,0.36327433628318584,0.9992502624081572,0.059480592013404054,0.34526221021832093,0.35162833067638355,0.3949456975772765,0.44197952218430037,0.3272214386459803,0.43055259227650955,0.34732736866253733,0.9995319812792511,0.999172459450513,0.0,0.6390532544378698,0.3110047846889952,0.32017126546146524,0.4426744917208133,0.6362765753687033,0.371295886775763,0.4221843730040451,0.6331417624521073,0.30092592592592593,0.45600814663951117,0.3013798111837328,0.32936053174421265,0.9992502624081572,0.3587151841868823,0.34829402335699566,0.44696657036731324,0.304368584387682,0.3989615784008307,0.9989984260981543,0.9993679886237953,0.3391043397968606,0.31966824644549763,0.999020979020979,0.3225422518447989,0.3153683219581078,0.31947380784590085,0.3422302646460077,0.9991411394217006,0.31644657863145254,0.31897167341109256,0.6587901701323251,0.32325141776937616,0.4487100103199174,0.3072007864340133,0.9992561737578102,0.35801918358242246,0.3071115440818315,
14,0.6577396893411891,0.9992635145087642,0.6350646843019888,0.6517502706604115,0.6456837842812442,0.6714893617021276,0.6548287733285015,0.6395939086294415,0.658050619278406,0.6454595894211208,0.9995405819295559,0.9993509654389097,0.6390532544378698,0.0,0.6373125830328336,0.6335616438356164,0.6634802619932731,0.01262695580565465,0.6561938958707361,0.6647163120567376,0.36267208305123,0.6251211475092072,0.6720124159337817,0.6364157432174246,0.6531539720050901,0.9992635145087642,0.6518424396442186,0.646298689311427,0.6681762759101202,0.6435680751173709,0.6726008816547983,0.9992968640135003,0.9993797487982633,0.6423533778767632,0.6389203473008682,0.9993124312431243,0.6348571428571428,0.63886291378343,0.6411358116943771,0.6498096791734638,0.9994372537985369,0.6308312535995393,0.633301617507136,0.31818181818181823,0.6374622356495468,0.6680620966335252,0.6248037676609105,0.9992692195264542,0.657875852170793,0.6261900136001555,
15,0.25410220346929213,0.9992558416431017,0.30038853812530353,0.29447004608294935,0.33340955865538535,0.3528534923339012,0.41097666378565256,0.3118963486454652,0.3941890719861232,0.27981977709272,0.9995356037151703,0.9990149400755213,0.3110047846889952,0.6373125830328336,0.0,0.33520599250936334,0.4115523465703971,0.6353254663113819,0.3518559679928873,0.45815251084934905,0.6280313156387245,0.31623111963557904,0.42204301075268813,0.322572988369333,0.37632743362831855,0.9992558416431017,0.3437640702386312,0.2817601135557133,0.4120729406832949,0.34765534765534767,0.3575359864521592,0.9990055405597386,0.9993729424674714,0.27005730659025784,0.3319317916374679,0.9990277777777777,0.251539788125154,0.3524571428571428,0.3431462741490341,0.2922934505901412,0.9991472427515634,0.33089104230678323,0.3336457357075914,0.6539186134137152,0.31183557760453584,0.41814760610495505,0.3217223028543783,0.9992616656822209,0.17418083271741813,0.32190795781399806,
16,0.374072457442165,0.9991071428571429,0.30852863010388987,0.34732142857142856,0.2576481835564054,0.38273411371237454,0.4190844616376531,0.22924901185770752,0.42450021267545723,0.35053421232098203,0.999535747446611,0.999015263417036,0.32017126546146524,0.6335616438356164,0.33520599250936334,0.0,0.4235145385587863,0.6315588628124404,0.2787189603156185,0.43214285714285716,0.6286968135851937,0.08426506681210799,0.44731489015459724,0.2472105132655591,0.36576135351736416,0.9991071428571429,0.2590489709013485,0.3511121198365865,0.4336502687060769,0.3192389006342494,0.3858153078202995,0.9985791418016482,0.9993731390064253,0.3412680247196155,0.13741851368970015,0.9988890431884461,0.32886064030131823,0.34935897435897434,0.24329595319356412,0.3435816876122083,0.9987206823027719,0.10819496518478844,0.007282913165266081,0.6522722986988497,0.22542204568023838,0.4164051056706424,0.09393023894534469,0.9991141296323638,0.3793178836904242,0.09545825401142238,
17,0.413233204789933,0.9991534988713319,0.4307921635434412,0.43558776167471824,0.43330605564648117,0.46757421062582716,0.4106995884773662,0.4224408624659828,0.2883557120845256,0.4273927392739274,0.9995607613469986,0.9990713511840272,0.4426744917208133,0.6634802619932731,0.4115523465703971,0.4235145385587863,0.0,0.6616968406105787,0.44268853770754146,0.45511935292957195,0.6516152061395681,0.41555936562366047,0.2674317886530966,0.4349747474747475,0.45200803212851404,0.9991534988713319,0.43709546925566345,0.42780638516992786,0.17165209387942937,0.4609247135842881,0.46969126506024095,0.9985145172180959,0.9994073196029042,0.41782671930189075,0.43390325271059216,0.9989430572070287,0.4072098976109215,0.46412646939602753,0.4444444444444444,0.42851348610829443,0.9986490137800594,0.43107451973823097,0.4235145385587863,0.6767036450079239,0.4196804037005887,0.027342779020631425,0.4246604871739599,0.9991597815432013,0.4139828781084387,0.42432663531423687,
18,0.6561660998747092,0.9992624280867385,0.6322418136020151,0.6501447178002895,0.6432791728212703,0.669568185697218,0.652734871888061,0.6376319758672699,0.6567110471392588,0.6437975152976081,0.9995398773006134,0.9993499106127093,0.6362765753687033,0.01262695580565465,0.6353254663113819,0.6315588628124404,0.6616968406105787,0.0,0.6541231544832553,0.6626955903271693,0.3578875793291024,0.622788255881781,0.6705272255834054,0.6346743295019157,0.6512942034269049,0.9992624280867385,0.6494901675163876,0.6443909663087746,0.666899441340782,0.6413637219815408,0.6706902414144849,0.9992958738205886,0.9993787855257027,0.6404243439419319,0.6366906474820144,0.9993114844395483,0.6328557784145177,0.6366535359219658,0.6386806596701649,0.6479462013813159,0.9994364609749226,0.6282742681047766,0.6310364573391869,0.314225549836219,0.6349687440803182,0.6667832167832168,0.6224409448818897,0.999268149882904,0.6558114429650954,0.6235867446393762,
19,0.3858005413283364,0.9991456642460487,0.35754441196312126,0.3616071428571429,0.13118385429485602,0.39296422146711973,0.44043982895540623,0.18135345666991232,0.43621983370513084,0.35745328118209474,0.9995565410199556,0.9992183836173206,0.371295886775763,0.6561938958707361,0.3518559679928873,0.2787189603156185,0.44268853770754146,0.6541231544832553,0.0,0.46673247778874627,0.648014440433213,0.2585551330798479,0.4626113909337466,0.29942329873125717,0.4088259783513739,0.9991456642460487,0.18522027475130265,0.3594190331671363,0.44678754434371304,0.37126010045861546,0.3859087269815853,0.9985013623978202,0.9995512341062079,0.3636757693974859,0.2779833487511564,0.9989339019189766,0.34702992407324695,0.3881141385968676,0.28483325719506625,0.35882101665954724,0.9986370451138067,0.2702512326837285,0.2787189603156185,0.6713037274835028,0.20414557724752957,0.4487583760346866,0.26306954436450836,0.999152063312606,0.39684188655724084,0.26171782060433024,
20,0.44238066706610746,0.9992927864214993,0.41833440929632015,0.4626214554828475,0.4536437246963563,0.4956279069767442,0.49187707966333916,0.44013280763643914,0.4787213179054717,0.45709068776628115,0.9995595360446337,0.9993792675356921,0.4221843730040451,0.6647163120567376,0.45815251084934905,0.43214285714285716,0.45511935292957195,0.6626955903271693,0.46673247778874627,0.0,0.6687864334923159,0.41895368782161235,0.46263482280431434,0.43005291005291,0.42547092547092547,0.9992927864214993,0.45994005994005993,0.4580801944106926,0.45597974289053367,0.45723684210526316,0.4975917006298629,0.9991882018671358,0.9995543009953944,0.45484133441822616,0.43394648829431437,0.9992055084745762,0.4389016977572836,0.442406758705955,0.43224735422286786,0.4561613740762932,0.9993232268543584,0.4294491525423729,0.43148381672971836,0.6853735531392493,0.4364963503649635,0.46182242082766656,0.4222943722943723,0.9992980485750386,0.45501592356687903,0.422994422994423,
