Number of genomes	Pan genome
1	1677	#
1	1686	#
1	1684	#
1	1697	#
1	1723	#
1	1855	#
1	1623	#
1	1678	#
1	1946	#
1	1774	#
1	1662	#
1	1685	#
1	1608	#
1	1685	#
1	1718	#
1	1743	#
1	1750	#
1	1691	#
1	1860	#
1	1678	#
1	1732	#
2	1897	#
2	1821	#
2	2150	#
2	2042	#
2	1837	#
2	2088	#
2	2031	#
2	2101	#
2	1915	#
2	2052	#
2	1906	#
2	1925	#
2	2083	#
2	2045	#
2	2220	#
2	1790	#
2	1966	#
2	1987	#
2	1731	#
2	1922	#
2	1826	#
3	2147	#
3	2132	#
3	2087	#
3	2146	#
3	1989	#
3	2205	#
3	2145	#
3	2140	#
3	2192	#
3	1806	#
3	2189	#
3	2293	#
3	2052	#
3	2098	#
3	2016	#
3	2195	#
3	2135	#
3	2411	#
3	2148	#
3	2344	#
3	2343	#
4	2530	#
4	2419	#
4	2646	#
4	2457	#
4	2472	#
4	2467	#
4	2546	#
4	2348	#
4	2431	#
4	2359	#
4	2461	#
4	2376	#
4	2516	#
4	2667	#
4	2442	#
4	2431	#
4	2586	#
4	2551	#
4	2528	#
4	2630	#
4	2536	#
5	2746	#
5	2650	#
5	2667	#
5	2655	#
5	2739	#
5	2709	#
5	2774	#
5	2615	#
5	2650	#
5	2832	#
5	2522	#
5	2766	#
5	2720	#
5	2623	#
5	2615	#
5	2662	#
5	2750	#
5	2582	#
5	2669	#
5	2552	#
5	2740	#
6	2805	#
6	2770	#
6	2812	#
6	2671	#
6	2591	#
6	2807	#
6	2838	#
6	2731	#
6	2861	#
6	2866	#
6	2815	#
6	2672	#
6	2770	#
6	2641	#
6	2638	#
6	2817	#
6	2786	#
6	2858	#
6	2691	#
6	2805	#
6	2787	#
7	2745	#
7	2791	#
7	2663	#
7	2890	#
7	2888	#
7	2921	#
7	2840	#
7	2837	#
7	2691	#
7	2890	#
7	2879	#
7	2917	#
7	2884	#
7	2725	#
7	2815	#
7	2826	#
7	2694	#
7	2898	#
7	2924	#
7	2705	#
7	2758	#
8	2906	#
8	2905	#
8	2825	#
8	2974	#
8	2854	#
8	2896	#
8	2849	#
8	2889	#
8	2976	#
8	2778	#
8	2824	#
8	2901	#
8	2986	#
8	2835	#
8	3038	#
8	2982	#
8	2973	#
8	2946	#
8	2863	#
8	2841	#
8	2875	#
9	2967	#
9	2922	#
9	2889	#
9	3018	#
9	2926	#
9	3011	#
9	2943	#
9	2941	#
9	2865	#
9	3015	#
9	2832	#
9	3057	#
9	3040	#
9	2954	#
9	3003	#
9	2842	#
9	2952	#
9	2961	#
9	2864	#
9	3003	#
9	3011	#
10	2977	#
10	3075	#
10	2967	#
10	3067	#
10	3109	#
10	3060	#
10	2974	#
10	3072	#
10	2946	#
10	2977	#
10	3064	#
10	2952	#
10	2951	#
10	3019	#
10	3021	#
10	2999	#
10	3098	#
10	2934	#
10	3046	#
10	3048	#
10	2977	#
11	2960	#
11	2929	#
11	2972	#
11	2982	#
11	3091	#
11	3108	#
11	3203	#
11	2914	#
11	3010	#
11	3178	#
11	3069	#
11	3012	#
11	3020	#
11	2997	#
11	2888	#
11	2953	#
11	3072	#
11	3053	#
11	2968	#
11	2960	#
11	3180	#
12	3165	#
12	3058	#
12	3192	#
12	3178	#
12	3200	#
12	3029	#
12	3135	#
12	3047	#
12	3107	#
12	3101	#
12	3107	#
12	3209	#
12	3233	#
12	3052	#
12	3040	#
12	3114	#
12	3010	#
12	3069	#
12	3058	#
12	3033	#
12	3103	#
13	3249	#
13	3200	#
13	3152	#
13	3044	#
13	3159	#
13	3274	#
13	3152	#
13	3239	#
13	3198	#
13	3202	#
13	3048	#
13	3100	#
13	3162	#
13	3051	#
13	3239	#
13	3104	#
13	3124	#
13	3062	#
13	3127	#
13	3211	#
13	3146	#
14	3161	#
14	3217	#
14	3226	#
14	3239	#
14	3055	#
14	3111	#
14	3041	#
14	3057	#
14	3130	#
14	3133	#
14	3192	#
14	3039	#
14	3150	#
14	3184	#
14	3076	#
14	3233	#
14	3229	#
14	3091	#
14	3085	#
14	3140	#
14	3052	#
15	3241	#
15	3366	#
15	3201	#
15	3068	#
15	3060	#
15	3213	#
15	3058	#
15	3163	#
15	3191	#
15	3229	#
15	3054	#
15	3229	#
15	3146	#
15	3114	#
15	3204	#
15	3107	#
15	3119	#
15	3216	#
15	3086	#
15	3237	#
15	3137	#
16	3222	#
16	3160	#
16	3306	#
16	3169	#
16	3247	#
16	3350	#
16	3253	#
16	3460	#
16	3317	#
16	3225	#
16	3169	#
16	3277	#
16	3221	#
16	3150	#
16	3295	#
16	3209	#
16	3383	#
16	3303	#
16	3150	#
16	3207	#
16	3310	#
17	3188	#
17	3309	#
17	3172	#
17	3150	#
17	3384	#
17	3280	#
17	3206	#
17	3164	#
17	3302	#
17	3148	#
17	3185	#
17	3169	#
17	3334	#
17	3208	#
17	3331	#
17	3198	#
17	3261	#
17	3311	#
17	3246	#
17	3329	#
17	3335	#
18	3384	#
18	3330	#
18	3365	#
18	3381	#
18	3380	#
18	3221	#
18	3213	#
18	3247	#
18	3388	#
18	3265	#
18	3279	#
18	3394	#
18	3219	#
18	3361	#
18	3349	#
18	3384	#
18	3363	#
18	3337	#
18	3388	#
18	3229	#
18	3307	#
19	3587	#
19	3520	#
19	3485	#
19	3369	#
19	3507	#
19	3513	#
19	3515	#
19	3374	#
19	3379	#
19	3501	#
19	3441	#
19	3493	#
19	3453	#
19	3384	#
19	3508	#
19	3490	#
19	3480	#
19	3363	#
19	3398	#
19	3530	#
19	3371	#
20	3521	#
20	3415	#
20	3545	#
20	3512	#
20	3533	#
20	3530	#
20	3459	#
20	3526	#
20	3532	#
20	3539	#
20	3670	#
20	3510	#
20	3391	#
20	3566	#
20	3566	#
20	3552	#
20	3420	#
20	3552	#
20	3531	#
20	3526	#
20	3379	#
21	3507	#
21	3494	#
21	3558	#
21	3527	#
21	3467	#
21	3498	#
21	3558	#
21	3566	#
21	3538	#
21	3409	#
21	3474	#
21	3529	#
21	3576	#
21	3431	#
21	3558	#
21	3529	#
21	3570	#
21	3581	#
21	3533	#
21	3466	#
21	3569	#
22	3733	#
22	3789	#
22	3557	#
22	3660	#
22	3652	#
22	3563	#
22	3591	#
22	3607	#
22	3515	#
22	3499	#
22	3591	#
22	3646	#
22	3676	#
22	3500	#
22	3619	#
22	3649	#
22	3616	#
22	3537	#
22	3661	#
22	3662	#
22	3524	#
23	3515	#
23	3614	#
23	3561	#
23	3669	#
23	3575	#
23	3618	#
23	3689	#
23	3648	#
23	3675	#
23	3655	#
23	3507	#
23	3568	#
23	3668	#
23	3713	#
23	3545	#
23	3588	#
23	3653	#
23	3647	#
23	3594	#
23	3641	#
23	3599	#
24	3664	#
24	3613	#
24	3562	#
24	3515	#
24	3617	#
24	3505	#
24	3670	#
24	3615	#
24	3508	#
24	3675	#
24	3651	#
24	3623	#
24	3537	#
24	3656	#
24	3654	#
24	3531	#
24	3663	#
24	3642	#
24	3622	#
24	3649	#
24	3669	#
25	3650	#
25	3612	#
25	3600	#
25	3541	#
25	3676	#
25	3622	#
25	3648	#
25	3656	#
25	3590	#
25	3593	#
25	3541	#
25	3653	#
25	3625	#
25	3567	#
25	3714	#
25	3625	#
25	3661	#
25	3669	#
25	3663	#
25	3532	#
25	3668	#
26	3546	#
26	3737	#
26	3681	#
26	3515	#
26	3567	#
26	3653	#
26	3541	#
26	3595	#
26	3613	#
26	3665	#
26	3531	#
26	3515	#
26	3540	#
26	3656	#
26	3561	#
26	3669	#
26	3672	#
26	3652	#
26	3651	#
26	3565	#
26	3714	#
27	3657	#
27	3532	#
27	3613	#
27	3661	#
27	3670	#
