Number of genomes	Core genome
1	1677	#
1	1686	#
1	1684	#
1	1697	#
1	1723	#
1	1855	#
1	1623	#
1	1678	#
1	1946	#
1	1774	#
1	1662	#
1	1685	#
1	1608	#
1	1685	#
1	1718	#
1	1743	#
1	1750	#
1	1691	#
1	1860	#
1	1678	#
1	1732	#
2	1405	#
2	1399	#
2	1432	#
2	1324	#
2	1377	#
2	1369	#
2	1361	#
2	1448	#
2	1376	#
2	1327	#
2	1402	#
2	1387	#
2	1326	#
2	1304	#
2	1508	#
2	1576	#
2	1375	#
2	1336	#
2	1475	#
2	1345	#
2	1383	#
3	1311	#
3	1302	#
3	1412	#
3	1307	#
3	1338	#
3	1294	#
3	1292	#
3	1308	#
3	1307	#
3	1524	#
3	1284	#
3	1331	#
3	1365	#
3	1366	#
3	1362	#
3	1347	#
3	1306	#
3	1275	#
3	1306	#
3	1367	#
3	1305	#
4	1263	#
4	1301	#
4	1253	#
4	1273	#
4	1299	#
4	1279	#
4	1358	#
4	1358	#
4	1287	#
4	1302	#
4	1306	#
4	1302	#
4	1269	#
4	1295	#
4	1332	#
4	1280	#
4	1249	#
4	1256	#
4	1281	#
4	1251	#
4	1295	#
5	1233	#
5	1260	#
5	1274	#
5	1271	#
5	1241	#
5	1250	#
5	1233	#
5	1282	#
5	1253	#
5	1249	#
5	1297	#
5	1234	#
5	1254	#
5	1258	#
5	1268	#
5	1263	#
5	1234	#
5	1273	#
5	1260	#
5	1281	#
5	1242	#
6	1231	#
6	1255	#
6	1251	#
6	1255	#
6	1273	#
6	1237	#
6	1234	#
6	1266	#
6	1234	#
6	1236	#
6	1237	#
6	1266	#
6	1238	#
6	1270	#
6	1271	#
6	1236	#
6	1262	#
6	1234	#
6	1249	#
6	1226	#
6	1239	#
7	1259	#
7	1265	#
7	1256	#
7	1229	#
7	1234	#
7	1228	#
7	1222	#
7	1255	#
7	1255	#
7	1235	#
7	1239	#
7	1211	#
7	1234	#
7	1245	#
7	1254	#
7	1253	#
7	1255	#
7	1229	#
7	1259	#
7	1265	#
7	1248	#
8	1235	#
8	1218	#
8	1245	#
8	1219	#
8	1246	#
8	1238	#
8	1232	#
8	1241	#
8	1218	#
8	1253	#
8	1248	#
8	1238	#
8	1219	#
8	1248	#
8	1219	#
8	1219	#
8	1219	#
8	1236	#
8	1243	#
8	1247	#
8	1247	#
9	1214	#
9	1243	#
9	1247	#
9	1216	#
9	1246	#
9	1218	#
9	1236	#
9	1241	#
9	1245	#
9	1217	#
9	1245	#
9	1217	#
9	1215	#
9	1244	#
9	1218	#
9	1245	#
9	1237	#
9	1216	#
9	1242	#
9	1241	#
9	1216	#
10	1241	#
10	1213	#
10	1238	#
10	1230	#
10	1234	#
10	1214	#
10	1240	#
10	1214	#
10	1243	#
10	1236	#
10	1206	#
10	1239	#
10	1239	#
10	1227	#
10	1241	#
10	1241	#
10	1214	#
10	1242	#
10	1215	#
10	1222	#
10	1237	#
11	1240	#
11	1240	#
11	1239	#
11	1235	#
11	1201	#
11	1220	#
11	1206	#
11	1242	#
11	1235	#
11	1207	#
11	1215	#
11	1235	#
11	1234	#
11	1237	#
11	1243	#
11	1239	#
11	1223	#
11	1241	#
11	1236	#
11	1242	#
11	1206	#
12	1231	#
12	1234	#
12	1206	#
12	1205	#
12	1206	#
12	1234	#
12	1205	#
12	1232	#
12	1207	#
12	1217	#
12	1212	#
12	1193	#
12	1205	#
12	1233	#
12	1232	#
12	1211	#
12	1235	#
12	1232	#
12	1233	#
12	1233	#
12	1222	#
13	1194	#
13	1203	#
13	1226	#
13	1232	#
13	1220	#
13	1182	#
13	1227	#
13	1202	#
13	1204	#
13	1204	#
13	1232	#
13	1221	#
13	1221	#
13	1232	#
13	1191	#
13	1228	#
13	1228	#
13	1232	#
13	1229	#
13	1204	#
13	1229	#
14	1229	#
14	1204	#
14	1204	#
14	1202	#
14	1231	#
14	1228	#
14	1232	#
14	1232	#
14	1228	#
14	1231	#
14	1204	#
14	1232	#
14	1225	#
14	1231	#
14	1228	#
14	1204	#
14	1203	#
14	1232	#
14	1229	#
14	1228	#
14	1232	#
15	1201	#
15	1176	#
15	1203	#
15	1229	#
15	1232	#
15	1202	#
15	1232	#
15	1226	#
15	1209	#
15	1200	#
15	1232	#
15	1203	#
15	1231	#
15	1228	#
15	1201	#
15	1229	#
15	1223	#
15	1202	#
15	1229	#
15	1202	#
15	1230	#
16	1227	#
16	1230	#
16	1202	#
16	1230	#
16	1216	#
16	1190	#
16	1226	#
16	1202	#
16	1203	#
16	1228	#
16	1231	#
16	1207	#
16	1229	#
16	1231	#
16	1202	#
16	1227	#
16	1181	#
16	1224	#
16	1230	#
16	1228	#
16	1201	#
17	1228	#
17	1203	#
17	1229	#
17	1231	#
17	1221	#
17	1219	#
17	1230	#
17	1228	#
17	1202	#
17	1231	#
17	1226	#
17	1231	#
17	1202	#
17	1225	#
17	1201	#
17	1229	#
17	1228	#
17	1201	#
17	1218	#
17	1201	#
17	1202	#
18	1201	#
18	1201	#
18	1202	#
18	1201	#
18	1201	#
18	1229	#
18	1227	#
18	1228	#
18	1226	#
18	1227	#
18	1224	#
18	1199	#
18	1229	#
18	1201	#
18	1204	#
18	1201	#
18	1201	#
18	1219	#
18	1201	#
18	1228	#
18	1216	#
19	1166	#
19	1198	#
19	1194	#
19	1210	#
19	1204	#
19	1183	#
19	1183	#
19	1210	#
19	1210	#
19	1184	#
19	1207	#
19	1190	#
19	1197	#
19	1211	#
19	1183	#
19	1192	#
19	1207	#
19	1211	#
19	1200	#
19	1182	#
19	1210	#
20	1183	#
20	1209	#
20	1184	#
20	1183	#
20	1207	#
20	1183	#
20	1207	#
20	1183	#
20	1183	#
20	1184	#
20	1184	#
20	1193	#
20	1210	#
20	1173	#
20	1172	#
20	1183	#
20	1210	#
20	1183	#
20	1183	#
20	1183	#
20	1211	#
21	1198	#
21	1188	#
21	1180	#
21	1201	#
21	1201	#
21	1195	#
21	1179	#
21	1195	#
21	1202	#
21	1208	#
21	1198	#
21	1203	#
21	1199	#
21	1207	#
21	1180	#
21	1179	#
21	1180	#
21	1180	#
21	1207	#
21	1199	#
21	1179	#
22	1186	#
22	1176	#
22	1196	#
22	1194	#
22	1174	#
22	1201	#
22	1195	#
22	1191	#
22	1202	#
22	1202	#
22	1197	#
22	1174	#
22	1172	#
22	1202	#
22	1192	#
22	1174	#
22	1198	#
22	1200	#
22	1174	#
22	1174	#
22	1201	#
23	1199	#
23	1193	#
23	1193	#
23	1193	#
23	1199	#
23	1201	#
23	1164	#
23	1174	#
23	1174	#
23	1174	#
23	1202	#
23	1199	#
23	1174	#
23	1195	#
23	1201	#
23	1182	#
23	1174	#
23	1172	#
23	1195	#
23	1195	#
23	1192	#
24	1174	#
24	1192	#
24	1201	#
24	1201	#
24	1197	#
24	1201	#
24	1174	#
24	1193	#
24	1202	#
24	1173	#
24	1175	#
24	1192	#
24	1197	#
24	1174	#
24	1174	#
24	1192	#
24	1175	#
24	1195	#
24	1193	#
24	1174	#
24	1173	#
25	1175	#
25	1201	#
25	1192	#
25	1200	#
25	1174	#
25	1193	#
25	1172	#
25	1174	#
25	1189	#
25	1188	#
25	1200	#
25	1175	#
25	1173	#
25	1201	#
25	1195	#
25	1197	#
25	1190	#
25	1174	#
25	1173	#
25	1191	#
25	1173	#
26	1201	#
26	1186	#
26	1174	#
26	1202	#
26	1201	#
26	1175	#
26	1200	#
26	1197	#
26	1192	#
26	1174	#
26	1192	#
26	1201	#
26	1202	#
26	1174	#
26	1196	#
26	1174	#
26	1173	#
26	1175	#
26	1175	#
26	1198	#
26	1195	#
27	1174	#
27	1191	#
27	1192	#
27	1190	#
27	1174	#
