1	1646
2	1420
3	1322
4	1281
5	1275
6	1259
7	1251
8	1247
9	1245
10	1245
11	1236
12	1233
13	1233
14	1233
15	1232
16	1232
17	1231
18	1212
19	1212
20	1209
21	1203
22	1203
23	1203
24	1203
25	1203
26	1203
27	1194
28	1190
29	1189
30	1189
31	1176
32	1172
33	1171
34	1170
35	1170
36	1158
37	1136
38	1135
39	1134
40	1134
41	1134
42	1131
43	1131
44	1131
45	1131
46	1131
47	1131
48	1131
49	1131
50	1131
51	1131
52	1131
53	1131
54	1131
55	1131
56	1131
57	1131
58	1131
59	1131
60	1131
61	1131
62	1131
63	1131
64	1131
65	1131
66	1131
67	1131
68	1131
69	1131
70	1129
71	1129
72	1129
73	1128
74	1128
75	1128
76	1128
77	1128
78	1128
79	1128
80	1128
81	1128
82	1128
83	1127
84	1127
85	1127
86	1127
87	1127
88	1127
89	1126
90	1126
91	1118
92	1103
93	1103
94	1102
95	1077
96	1075
97	1073
98	1073
99	1073
100	1069
101	1067
102	1065
103	1064
104	1060
105	1059
106	1057
107	1055
108	1055
109	1055
110	1055
111	1054
112	1054
113	1054
114	1053
115	1052
116	1052
117	1052
118	1052
119	1051
120	1048
121	1048
122	1046
123	1046
124	1046
125	1044
126	1044
127	1044
128	1044
129	1043
130	1042
131	1042
132	1041
133	1024
134	1024
135	1024
136	1021
137	1020
138	1019
139	1019
140	1019
141	1019
142	1018
143	1018
144	1017
145	1010
146	1009
147	1009
148	1008
149	1007
150	1005
151	1005
152	1005
153	1005
154	1004
155	1001
156	1000
157	1000
158	999
159	999
160	994
161	994
162	994
163	994
164	993
165	993
166	990
167	990
168	990
169	990
170	990
171	990
172	984
173	979
174	977
175	977
176	970
177	969
178	968
179	967
180	967
181	965
182	965
183	965
184	965
185	965
186	965
187	965
188	965
189	964
190	964
191	964
192	964
193	964
194	964
195	964
196	964
197	964
198	964
199	964
200	964
201	964
202	964
203	964
204	964
205	964
206	963
207	963
208	963
209	963
210	963
211	963
212	963
213	963
214	963
215	963
216	963
217	963
218	963
219	963
220	963
221	963
222	963
223	963
224	963
225	963
226	962
227	962
228	962
229	962
230	962
231	961
232	961
233	958
234	958
