Number of genomes	Core genome
1	1901	#
1	2082	#
1	1891	#
1	2125	#
1	1888	#
1	1872	#
1	1978	#
1	1913	#
1	1910	#
2	486	#
2	9	#
2	113	#
2	109	#
2	9	#
2	11	#
2	8	#
2	10	#
2	10	#
2	115	#
2	8	#
2	614	#
2	8	#
2	9	#
2	108	#
2	7	#
2	9	#
2	100	#
2	13	#
2	1690	#
2	8	#
3	9	#
3	104	#
3	7	#
3	8	#
3	446	#
3	8	#
3	5	#
3	5	#
3	9	#
3	369	#
3	9	#
3	6	#
3	8	#
3	8	#
3	10	#
3	10	#
3	10	#
3	93	#
3	6	#
3	93	#
3	9	#
4	9	#
4	6	#
4	5	#
4	9	#
4	5	#
4	7	#
4	9	#
4	8	#
4	5	#
4	8	#
4	6	#
4	8	#
4	8	#
4	8	#
4	93	#
4	8	#
4	97	#
4	6	#
4	8	#
4	6	#
4	9	#
5	5	#
5	6	#
5	5	#
5	8	#
5	5	#
5	8	#
5	9	#
5	6	#
5	9	#
5	8	#
5	7	#
5	8	#
5	7	#
5	6	#
5	8	#
5	9	#
5	5	#
5	5	#
5	5	#
5	8	#
5	8	#
6	6	#
6	8	#
6	8	#
6	5	#
6	6	#
6	8	#
6	5	#
6	5	#
6	9	#
6	8	#
6	9	#
6	5	#
6	7	#
6	6	#
6	8	#
6	7	#
6	6	#
6	7	#
6	6	#
6	5	#
6	5	#
7	5	#
7	5	#
7	5	#
7	8	#
7	6	#
7	5	#
7	8	#
7	6	#
7	6	#
7	5	#
7	5	#
7	5	#
7	5	#
7	6	#
7	5	#
7	5	#
7	5	#
7	5	#
7	7	#
7	6	#
7	5	#
8	6	#
8	5	#
8	5	#
8	5	#
8	5	#
8	5	#
8	8	#
8	5	#
8	5	#
9	5	#
	#
