Number of genomes	Core genome
1	3441	#
1	3165	#
1	2542	#
1	3588	#
1	3848	#
1	4010	#
1	3582	#
1	3640	#
1	3688	#
1	3548	#
1	3778	#
1	3440	#
1	3652	#
1	3379	#
1	4072	#
1	3888	#
1	3500	#
1	3649	#
1	3904	#
1	3792	#
1	4157	#
2	2685	#
2	1	#
2	2642	#
2	2732	#
2	2655	#
2	2694	#
2	2459	#
2	1306	#
2	2536	#
2	2494	#
2	3007	#
2	2374	#
2	2633	#
2	2671	#
2	2698	#
2	3030	#
2	1	#
2	4	#
2	2366	#
2	2707	#
2	3	#
3	1217	#
3	2632	#
3	2	#
3	2324	#
3	3	#
3	2	#
3	2	#
3	2466	#
3	2103	#
3	2	#
3	1318	#
3	2638	#
3	2	#
3	2639	#
3	2356	#
3	1306	#
3	2	#
3	2564	#
3	1	#
3	2232	#
3	2878	#
4	1231	#
4	1211	#
4	2	#
4	2299	#
4	2	#
4	2187	#
4	2187	#
4	2173	#
4	2	#
4	2246	#
4	2538	#
4	2816	#
4	2	#
4	2542	#
4	2309	#
4	2402	#
4	2	#
4	1321	#
4	3	#
4	2	#
4	2	#
5	2	#
5	3	#
5	2	#
5	2154	#
5	1	#
5	1	#
5	2403	#
5	2326	#
5	2152	#
5	2	#
5	2334	#
5	3	#
5	1	#
5	1261	#
5	2	#
5	1978	#
5	1279	#
5	2	#
5	1224	#
5	1	#
5	2338	#
6	1	#
6	2	#
6	2284	#
6	2304	#
6	2101	#
6	2	#
6	2081	#
6	2	#
6	2	#
6	2333	#
6	2	#
6	2	#
6	2136	#
6	2058	#
6	2	#
6	2276	#
6	2269	#
6	2	#
6	2	#
6	2364	#
6	2	#
7	1966	#
7	2	#
7	2	#
7	2050	#
7	2	#
7	2	#
7	1152	#
7	2	#
7	2045	#
7	1969	#
7	2	#
7	2	#
7	2	#
7	2	#
7	2070	#
7	2	#
7	2	#
7	2	#
7	2072	#
7	2	#
7	2	#
8	2	#
8	2	#
8	2	#
8	2	#
8	2	#
8	2	#
8	2	#
8	2	#
8	2	#
8	2	#
8	2	#
8	2	#
8	2	#
8	3	#
8	3	#
8	2	#
8	3	#
8	2	#
8	2	#
8	2	#
8	2	#
9	2	#
9	2	#
9	2	#
9	2	#
9	2	#
9	2	#
9	2	#
9	2	#
9	2	#
9	2	#
9	2	#
9	2	#
9	2	#
9	2	#
9	2	#
9	2	#
9	2	#
9	2	#
9	2	#
9	2	#
9	2	#
10	2	#
10	2	#
10	2	#
10	2	#
10	2	#
10	2	#
10	2	#
10	2	#
10	2	#
10	2	#
10	2	#
10	2	#
10	2	#
10	2	#
10	2	#
10	2	#
10	2	#
10	2	#
10	2	#
10	2	#
10	2	#
11	2	#
11	2	#
11	2	#
11	2	#
11	2	#
11	2	#
11	2	#
11	2	#
11	2	#
11	2	#
11	2	#
11	2	#
11	2	#
11	2	#
11	2	#
11	2	#
11	2	#
11	2	#
11	2	#
11	2	#
11	2	#
12	2	#
12	2	#
12	2	#
12	2	#
12	2	#
12	2	#
12	2	#
12	2	#
12	2	#
12	2	#
12	2	#
12	2	#
12	2	#
12	2	#
12	2	#
12	2	#
12	2	#
12	2	#
12	2	#
12	2	#
12	2	#
13	2	#
13	2	#
13	2	#
13	2	#
13	2	#
13	2	#
13	2	#
13	2	#
13	2	#
13	2	#
13	2	#
13	2	#
13	2	#
13	2	#
13	2	#
13	2	#
13	2	#
13	2	#
13	2	#
13	2	#
13	2	#
14	2	#
14	2	#
14	2	#
14	2	#
14	2	#
14	2	#
14	2	#
14	2	#
14	2	#
14	2	#
14	2	#
14	2	#
14	2	#
14	2	#
14	2	#
14	2	#
14	2	#
14	2	#
14	2	#
14	2	#
14	2	#
15	2	#
15	2	#
15	2	#
15	2	#
15	2	#
15	2	#
15	2	#
15	2	#
15	2	#
15	2	#
15	2	#
15	2	#
15	2	#
15	2	#
15	2	#
15	2	#
15	2	#
15	2	#
15	2	#
15	2	#
15	2	#
16	2	#
16	2	#
16	2	#
16	2	#
16	2	#
16	2	#
16	2	#
16	2	#
16	2	#
16	2	#
16	2	#
16	2	#
16	2	#
16	2	#
16	2	#
16	2	#
16	2	#
16	2	#
16	2	#
16	2	#
16	2	#
17	2	#
17	2	#
17	2	#
17	2	#
17	2	#
17	2	#
17	2	#
17	2	#
17	2	#
17	2	#
17	2	#
17	2	#
17	2	#
17	2	#
17	2	#
