Number of genomes	Pan genome
1	3441	#
1	3165	#
1	2542	#
1	3588	#
1	3848	#
1	4010	#
1	3582	#
1	3640	#
1	3688	#
1	3548	#
1	3778	#
1	3440	#
1	3652	#
1	3379	#
1	4072	#
1	3888	#
1	3500	#
1	3649	#
1	3904	#
1	3792	#
1	4157	#
2	4536	#
2	6142	#
2	4943	#
2	4837	#
2	4434	#
2	4208	#
2	5079	#
2	6170	#
2	5055	#
2	5362	#
2	4484	#
2	5018	#
2	4442	#
2	4371	#
2	4613	#
2	4242	#
2	6282	#
2	7463	#
2	4855	#
2	4604	#
2	7495	#
3	6723	#
3	4971	#
3	7681	#
3	5652	#
3	7761	#
3	6700	#
3	7665	#
3	5681	#
3	6271	#
3	9228	#
3	6416	#
3	4293	#
3	8935	#
3	4562	#
3	4989	#
3	6377	#
3	7299	#
3	5140	#
3	7538	#
3	5924	#
3	4537	#
4	7297	#
4	6735	#
4	9049	#
4	5854	#
4	8996	#
4	5752	#
4	5908	#
4	6054	#
4	8087	#
4	6239	#
4	4961	#
4	4685	#
4	8204	#
4	4809	#
4	5809	#
4	5478	#
4	8690	#
4	6301	#
4	8003	#
4	9001	#
4	8366	#
5	8544	#
5	8838	#
5	8217	#
5	6220	#
5	7749	#
5	8897	#
5	5364	#
5	5618	#
5	6011	#
5	7763	#
5	6153	#
5	9569	#
5	7899	#
5	6907	#
5	8992	#
5	7041	#
5	7118	#
5	8443	#
5	7453	#
5	7869	#
5	5827	#
6	9460	#
6	9316	#
6	6607	#
6	6770	#
6	7013	#
6	8924	#
6	7492	#
6	9662	#
6	9086	#
6	6156	#
6	9620	#
6	9988	#
6	6681	#
6	7203	#
6	9609	#
6	6887	#
6	6441	#
6	8932	#
6	9574	#
6	6087	#
6	8566	#
7	8029	#
7	10047	#
7	10112	#
7	7313	#
7	10398	#
7	10340	#
7	8905	#
7	10849	#
7	7656	#
7	8094	#
7	10058	#
7	10762	#
7	10359	#
7	10481	#
7	7245	#
7	9800	#
7	10318	#
7	10755	#
7	7038	#
7	9798	#
7	11069	#
8	11847	#
8	11073	#
8	11036	#
8	12605	#
8	12470	#
8	12059	#
8	10783	#
8	12564	#
8	11667	#
8	12384	#
8	10824	#
8	10880	#
8	10903	#
8	13891	#
8	13266	#
8	14037	#
8	13011	#
8	11605	#
8	10609	#
8	13107	#
8	11539	#
9	12693	#
9	15413	#
9	12010	#
9	12283	#
9	12433	#
9	13182	#
9	11692	#
9	12413	#
9	12067	#
9	12803	#
9	12487	#
9	12656	#
9	12149	#
9	11894	#
9	13295	#
9	14462	#
9	12113	#
9	13809	#
9	12517	#
9	11906	#
9	12097	#
10	13560	#
10	13476	#
10	15218	#
10	13182	#
10	14080	#
10	13007	#
10	13403	#
10	13746	#
10	13989	#
10	13635	#
10	12660	#
10	14694	#
10	14089	#
10	16402	#
10	13318	#
10	13573	#
10	13064	#
10	12865	#
10	13764	#
10	15877	#
10	13248	#
11	13351	#
11	15516	#
11	13656	#
11	14499	#
11	16391	#
11	14323	#
11	16777	#
11	15669	#
11	13905	#
11	16243	#
11	13642	#
11	14517	#
11	13546	#
11	15629	#
11	13715	#
11	14326	#
11	13983	#
11	13705	#
11	16146	#
11	16705	#
11	13961	#
12	14594	#
12	16285	#
12	13534	#
12	14820	#
12	14271	#
12	14058	#
12	14274	#
12	14261	#
12	14277	#
12	13962	#
12	13747	#
12	14039	#
12	13659	#
12	18234	#
12	13821	#
12	13690	#
12	14590	#
12	14648	#
12	13368	#
12	13744	#
12	14499	#
13	16999	#
13	16651	#
13	16594	#
13	17638	#
13	17514	#
13	16503	#
13	17052	#
13	16258	#
13	16596	#
13	16944	#
13	16846	#
13	17061	#
13	18142	#
13	16567	#
13	16611	#
13	17205	#
13	17462	#
13	17212	#
13	16566	#
13	17539	#
13	17396	#
14	17998	#
14	17185	#
14	17279	#
14	16947	#
14	16898	#
14	16986	#
14	17793	#
14	16734	#
14	18691	#
14	17050	#
14	17284	#
14	16991	#
14	17161	#
14	17091	#
14	17072	#
14	18987	#
14	17039	#
14	16954	#
14	17282	#
14	16838	#
14	17315	#
15	17447	#
15	17101	#
15	17269	#
15	18732	#
15	17078	#
15	16905	#
15	17525	#
15	18744	#
15	17049	#
15	18909	#
15	16748	#
15	19645	#
15	17032	#
15	17077	#
15	17171	#
15	17316	#
15	17337	#
15	17114	#
15	17002	#
15	17059	#
