Number of genomes	Pan genome
1	608	#
1	590	#
1	590	#
1	599	#
1	600	#
1	579	#
1	547	#
1	577	#
1	579	#
1	586	#
1	591	#
1	524	#
1	592	#
1	539	#
1	382	#
1	384	#
1	583	#
1	575	#
1	580	#
1	374	#
1	602	#
1	579	#
1	588	#
1	388	#
1	552	#
1	590	#
1	390	#
1	455	#
1	586	#
1	592	#
1	592	#
1	590	#
1	385	#
1	588	#
1	593	#
2	1164	#
2	1133	#
2	981	#
2	1059	#
2	1160	#
2	974	#
2	1109	#
2	1114	#
2	1144	#
2	1119	#
2	1153	#
2	1162	#
2	1173	#
2	919	#
2	978	#
2	966	#
2	923	#
2	1172	#
2	593	#
2	835	#
2	1146	#
2	1167	#
2	1171	#
2	1045	#
2	1158	#
2	588	#
2	1101	#
2	968	#
2	972	#
2	971	#
2	1116	#
2	1158	#
2	972	#
2	1061	#
2	959	#
2	991	#
2	976	#
2	828	#
2	1121	#
2	968	#
2	1151	#
2	1039	#
2	981	#
2	1114	#
2	599	#
2	1167	#
2	1173	#
2	1046	#
2	1153	#
2	970	#
2	1041	#
2	964	#
2	1127	#
2	1149	#
2	962	#
2	963	#
2	965	#
2	965	#
2	979	#
2	1156	#
2	1174	#
2	966	#
2	1164	#
2	1158	#
2	1175	#
2	1172	#
2	1108	#
2	1184	#
2	777	#
2	1044	#
2	1125	#
2	983	#
2	1131	#
2	1043	#
2	611	#
2	1168	#
2	1033	#
2	981	#
2	1187	#
2	1124	#
2	1172	#
2	1153	#
2	1105	#
2	973	#
2	959	#
2	1131	#
2	1172	#
2	964	#
2	1119	#
2	1157	#
2	1145	#
2	837	#
2	1173	#
2	932	#
2	1184	#
2	1176	#
2	1162	#
2	1115	#
2	1156	#
2	1043	#
2	1137	#
2	1172	#
2	973	#
2	956	#
2	1168	#
2	974	#
2	989	#
2	961	#
2	972	#
2	936	#
2	1168	#
2	1157	#
2	1160	#
2	1181	#
2	982	#
2	1161	#
2	970	#
2	1115	#
2	1181	#
2	1185	#
2	1131	#
2	1170	#
2	1162	#
2	774	#
2	1177	#
2	593	#
2	1152	#
2	982	#
2	1136	#
2	1150	#
2	1171	#
2	773	#
2	1176	#
2	1187	#
2	1105	#
2	1157	#
2	964	#
2	952	#
2	963	#
2	959	#
2	1074	#
2	1138	#
2	968	#
2	980	#
2	1045	#
2	1174	#
2	1172	#
2	982	#
2	1174	#
2	1187	#
2	1168	#
2	969	#
2	1192	#
2	1162	#
2	1112	#
2	967	#
2	1155	#
2	1133	#
2	921	#
2	974	#
2	974	#
2	979	#
2	1117	#
2	1170	#
2	1130	#
2	1155	#
2	1137	#
2	1130	#
2	1127	#
2	1166	#
2	1134	#
2	1166	#
2	1028	#
2	961	#
2	972	#
2	990	#
2	1170	#
2	1068	#
2	1130	#
2	1155	#
2	970	#
2	1131	#
2	1160	#
2	1156	#
2	976	#
2	1175	#
2	1184	#
2	1167	#
2	977	#
2	970	#
2	1158	#
2	1163	#
2	911	#
2	957	#
2	1185	#
2	1146	#
2	1160	#
2	968	#
2	981	#
2	1191	#
2	952	#
2	1161	#
2	1114	#
2	1165	#
2	1112	#
2	1120	#
2	997	#
2	1168	#
2	1124	#
2	1138	#
2	1183	#
2	1143	#
2	1121	#
2	1155	#
2	1172	#
2	1180	#
2	959	#
2	1179	#
2	1183	#
2	1153	#
2	1190	#
2	1184	#
2	1175	#
2	908	#
2	1099	#
2	1156	#
2	912	#
2	969	#
2	972	#
2	1116	#
2	1084	#
2	1191	#
2	934	#
2	973	#
2	913	#
2	1123	#
2	771	#
2	1135	#
2	1132	#
2	1167	#
2	1183	#
2	1173	#
2	976	#
2	977	#
2	1153	#
2	1160	#
2	1177	#
2	768	#
2	1188	#
2	984	#
2	1110	#
2	1169	#
2	1120	#
2	1122	#
2	1140	#
2	961	#
2	1164	#
2	1112	#
2	1041	#
2	1122	#
2	992	#
2	772	#
2	930	#
2	1180	#
2	1101	#
2	1135	#
2	1135	#
2	1153	#
2	1039	#
2	1148	#
2	925	#
2	1152	#
2	1166	#
2	994	#
2	965	#
2	1167	#
2	1168	#
2	934	#
2	950	#
2	1120	#
2	1144	#
2	1113	#
2	968	#
2	978	#
2	978	#
2	1171	#
2	1159	#
2	1175	#
2	1174	#
2	1107	#
2	844	#
2	1140	#
2	963	#
2	1176	#
2	970	#
2	1146	#
2	1191	#
2	839	#
2	907	#
2	1182	#
2	1172	#
2	1171	#
2	1156	#
2	1005	#
2	961	#
2	1139	#
2	976	#
2	1184	#
2	1157	#
2	1173	#
2	979	#
2	1143	#
2	1036	#
2	1161	#
2	963	#
2	1186	#
2	1114	#
2	770	#
2	1161	#
2	594	#
2	1120	#
2	1115	#
2	1108	#
2	1032	#
2	925	#
2	1170	#
2	1188	#
2	1134	#
2	754	#
2	965	#
2	979	#
2	1181	#
2	1135	#
2	1171	#
2	1130	#
2	1152	#
2	1182	#
2	1112	#
2	1168	#
2	975	#
2	1184	#
2	1173	#
2	1169	#
2	1124	#
2	1162	#
2	1164	#
2	992	#
2	931	#
2	1171	#
2	1102	#
2	975	#
2	1152	#
2	1119	#
2	1045	#
2	1135	#
2	1134	#
2	974	#
2	1174	#
2	593	#
2	1132	#
2	1168	#
2	952	#
2	757	#
2	1130	#
2	1166	#
2	959	#
2	1147	#
2	1172	#
2	979	#
2	1145	#
2	592	#
2	1193	#
2	985	#
2	1125	#
2	1168	#
2	928	#
2	1173	#
2	593	#
2	963	#
2	1032	#
2	1175	#
2	1171	#
2	1173	#
2	1164	#
2	1183	#
2	960	#
2	1097	#
2	1055	#
2	1157	#
2	988	#
2	1105	#
2	977	#
2	1137	#
2	1119	#
2	965	#
2	580	#
2	975	#
2	1119	#
2	1175	#
2	1172	#
2	1167	#
2	1153	#
2	981	#
2	1044	#
2	963	#
2	980	#
2	1161	#
2	1166	#
2	1146	#
2	1101	#
2	1181	#
2	1174	#
2	920	#
2	1163	#
2	961	#
2	1129	#
2	1164	#
2	1114	#
2	1157	#
2	972	#
2	1163	#
2	1171	#
2	1156	#
2	1001	#
2	594	#
2	1119	#
2	1135	#
2	1104	#
2	976	#
2	957	#
2	1161	#
2	965	#
2	1170	#
2	1173	#
2	1119	#
2	590	#
2	975	#
2	1170	#
2	1172	#
2	974	#
2	1158	#
2	1170	#
2	1163	#
2	1121	#
2	1053	#
2	1132	#
2	975	#
2	1181	#
2	905	#
2	1134	#
2	1147	#
2	1152	#
2	1173	#
2	1181	#
2	1112	#
2	972	#
2	1176	#
2	768	#
2	589	#
2	1165	#
2	1146	#
2	1164	#
2	1165	#
2	970	#
2	1061	#
2	972	#
2	1170	#
2	977	#
2	965	#
2	1126	#
2	1124	#
2	966	#
2	764	#
2	976	#
2	966	#
2	1183	#
2	968	#
2	1184	#
2	1154	#
2	938	#
2	897	#
2	973	#
2	1180	#
2	1160	#
2	1110	#
2	1121	#
2	1172	#
2	1166	#
2	1032	#
2	928	#
2	1194	#
2	955	#
2	1133	#
2	1159	#
2	948	#
2	972	#
2	1138	#
2	1132	#
2	1131	#
2	972	#
2	965	#
3	1756	#
3	1643	#
3	1500	#
3	1485	#
3	1497	#
3	1694	#
3	1692	#
3	1560	#
3	1494	#
3	1682	#
3	1490	#
3	1561	#
3	1695	#
3	1481	#
3	1190	#
3	1478	#
3	1668	#
3	1690	#
3	1456	#
3	1695	#
3	1522	#
3	1694	#
3	1712	#
3	1627	#
3	1514	#
3	1755	#
3	1194	#
3	1441	#
3	1470	#
3	1372	#
3	1670	#
3	1758	#
3	1559	#
3	1666	#
3	1760	#
3	1505	#
3	1683	#
3	1711	#
3	1742	#
3	1707	#
3	1566	#
3	1540	#
3	1481	#
3	1644	#
3	1697	#
3	1638	#
3	1739	#
3	1690	#
3	1690	#
3	1720	#
3	1715	#
3	1569	#
3	1745	#
3	1685	#
3	1754	#
3	1678	#
3	1568	#
3	1641	#
3	984	#
3	1492	#
3	1552	#
3	1674	#
3	1712	#
3	1479	#
3	1659	#
3	1494	#
3	1530	#
3	1718	#
3	1772	#
3	1636	#
3	1746	#
3	1555	#
3	1700	#
3	1636	#
3	1706	#
3	1711	#
3	1710	#
3	1678	#
3	1686	#
3	1702	#
3	1679	#
3	1721	#
3	1699	#
3	1194	#
3	1691	#
3	1689	#
3	1759	#
3	1488	#
3	1513	#
3	1684	#
3	1551	#
3	1552	#
3	1649	#
3	1503	#
3	1494	#
3	1695	#
3	1694	#
3	1758	#
3	1597	#
3	1434	#
3	1485	#
3	1559	#
3	1668	#
3	1708	#
3	1287	#
3	1634	#
3	1479	#
3	1746	#
3	1583	#
3	1731	#
3	1508	#
3	1705	#
3	1766	#
3	1656	#
3	1761	#
3	1677	#
3	1501	#
3	1660	#
3	1547	#
3	1719	#
3	1300	#
3	1500	#
3	1704	#
3	1705	#
3	1652	#
3	1701	#
3	1726	#
3	1116	#
3	1689	#
3	1554	#
3	1293	#
3	1547	#
3	1501	#
3	1749	#
3	1694	#
3	1724	#
3	1558	#
3	1737	#
3	1526	#
3	1698	#
3	1186	#
3	1739	#
3	1556	#
