Number of genomes	Core genome
1	1901	#
1	2085	#
1	2126	#
1	1872	#
1	1979	#
1	1891	#
1	1910	#
1	1888	#
1	1914	#
2	2	#
2	3	#
2	6	#
2	3	#
2	121	#
2	56	#
2	50	#
2	2	#
2	3	#
2	3	#
2	2	#
2	213	#
2	3	#
2	5	#
2	3	#
2	46	#
2	50	#
2	352	#
2	2	#
2	271	#
2	2	#
2	48	#
2	325	#
2	3	#
2	3	#
2	2	#
2	3	#
2	3	#
2	48	#
2	268	#
2	54	#
2	554	#
2	49	#
2	3	#
2	1388	#
2	3	#
3	2	#
3	3	#
3	3	#
3	45	#
3	43	#
3	42	#
3	183	#
3	2	#
3	46	#
3	3	#
3	3	#
3	3	#
3	2	#
3	2	#
3	3	#
3	3	#
3	1	#
3	42	#
3	2	#
3	3	#
3	3	#
3	2	#
3	277	#
3	2	#
3	3	#
3	41	#
3	2	#
3	43	#
3	1	#
3	3	#
3	46	#
3	3	#
3	5	#
3	43	#
3	3	#
3	3	#
3	1	#
3	3	#
3	3	#
3	1	#
3	1	#
3	3	#
3	3	#
3	3	#
3	1	#
3	2	#
3	1	#
3	3	#
3	3	#
3	1	#
3	3	#
4	3	#
4	1	#
4	2	#
4	2	#
4	1	#
4	41	#
4	2	#
4	1	#
4	1	#
4	1	#
4	38	#
4	1	#
4	3	#
4	1	#
4	1	#
4	3	#
4	3	#
4	3	#
4	3	#
4	1	#
4	1	#
4	3	#
4	2	#
4	3	#
4	2	#
4	1	#
4	1	#
4	2	#
4	3	#
4	3	#
4	1	#
4	3	#
4	1	#
4	3	#
4	3	#
4	3	#
4	1	#
4	1	#
4	3	#
4	40	#
4	2	#
4	34	#
4	1	#
4	3	#
4	1	#
4	3	#
4	3	#
4	3	#
4	1	#
4	3	#
4	2	#
5	1	#
5	3	#
5	3	#
5	1	#
5	1	#
5	3	#
5	2	#
5	3	#
5	1	#
5	1	#
5	1	#
5	3	#
5	3	#
5	3	#
5	3	#
5	3	#
5	2	#
5	1	#
5	3	#
5	1	#
5	3	#
5	31	#
5	1	#
5	2	#
5	3	#
5	1	#
5	3	#
5	3	#
5	2	#
5	3	#
5	1	#
5	1	#
5	1	#
5	1	#
5	1	#
5	1	#
5	3	#
5	2	#
5	3	#
5	1	#
5	3	#
5	2	#
5	1	#
5	1	#
5	2	#
5	3	#
5	1	#
5	1	#
5	3	#
5	1	#
5	3	#
6	1	#
6	1	#
6	1	#
6	1	#
6	3	#
6	1	#
6	1	#
6	1	#
6	3	#
6	1	#
6	1	#
6	1	#
6	3	#
6	3	#
6	1	#
6	1	#
6	3	#
6	1	#
6	3	#
6	1	#
6	3	#
6	1	#
6	1	#
6	1	#
6	1	#
6	3	#
6	1	#
6	3	#
6	1	#
6	3	#
6	1	#
6	3	#
6	1	#
6	1	#
6	1	#
6	1	#
6	1	#
6	3	#
6	1	#
6	31	#
6	1	#
6	2	#
6	2	#
6	1	#
6	1	#
6	3	#
6	2	#
6	1	#
6	3	#
6	1	#
6	3	#
7	1	#
7	3	#
7	1	#
7	1	#
7	1	#
7	1	#
7	1	#
7	1	#
7	1	#
7	1	#
7	1	#
7	3	#
7	3	#
7	3	#
7	1	#
7	1	#
7	3	#
7	1	#
7	1	#
7	1	#
7	1	#
7	1	#
7	1	#
7	3	#
7	1	#
7	3	#
7	1	#
7	1	#
7	2	#
7	1	#
7	1	#
7	3	#
7	1	#
7	1	#
7	1	#
7	1	#
8	1	#
8	1	#
8	1	#
8	1	#
8	1	#
8	3	#
8	1	#
8	1	#
8	1	#
9	1	#
	#
