Genomes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,
1,0.0,0.17607332368548,0.1789676796912687,0.17738037699371678,0.18681318681318682,0.1785714285714286,0.2695852534562212,0.27393495190105355,0.3478854024556617,0.28428701180744775,0.3605595667870036,0.22304832713754652,0.3646953405017921,0.17905405405405406,0.2681125980618366,0.27377124483233806,0.1785714285714286,0.17980769230769234,0.35759209344115006,0.25816993464052285,0.2577174929840973,0.2723932016536518,0.17783132530120482,0.268450184501845,0.3898450946643718,0.18895763921941933,0.257823446987389,0.3729490022172949,0.180327868852459,0.26697459584295613,0.26881720430107525,0.1840843720038351,0.18321342925659467,0.17984570877531336,0.19371727748691103,0.3550855085508551,0.3543061133422579,0.2677746999076639,0.27004608294930876,0.17783132530120482,0.2725183823529411,0.14575098814229248,0.35929203539823007,0.1788813886210222,0.19658929417337756,0.17487922705314007,0.26697459584295613,0.268787459658829,0.17464925012094823,0.1765557163531114,0.17808880308880304,0.2683264177040111,0.26571164510166356,0.2677746999076639,0.27602017423200365,0.1841346153846154,0.1542997542997543,
2,0.17607332368548,0.0,0.057113717491075966,0.05020491803278693,0.07344064386317906,0.05365355135411343,0.2842915346310547,0.29078651685393253,0.3499775078722447,0.29243170622480963,0.3617686467172845,0.08581349206349209,0.36730172795746563,0.051177072671443224,0.2844202898550725,0.2875846501128668,0.05960264900662249,0.008858780614903639,0.35590200445434295,0.2645161290322581,0.26648224988473956,0.2885482416591524,0.012499999999999956,0.2847442281575373,0.3886518771331058,0.02570694087403602,0.26417704011065,0.376150811047786,0.06059063136456211,0.28253968253968254,0.2805887764489421,0.017116182572614158,0.0160871821484172,0.056122448979591844,0.07827395885599597,0.35341365461847385,0.35556537102473496,0.28331822302810517,0.2824116047144152,0.010427528675703845,0.2879061371841155,0.17884615384615388,0.3583333333333333,0.05906313645621186,0.08760577401692382,0.004709576138147598,0.2840960579972813,0.2842915346310547,0.0581336053034166,0.008872651356993777,0.05810397553516822,0.28383884110457225,0.2844202898550725,0.28253968253968254,0.28899909828674486,0.05807437595517062,0.18351701006229038,
3,0.1789676796912687,0.057113717491075966,0.0,0.05128205128205132,0.07355163727959702,0.006813417190775661,0.2823422605537903,0.2888688598467778,0.34672686230248306,0.2928251121076233,0.36371760500446826,0.12231968810916183,0.3670661340434975,0.0552429667519182,0.2824704813805631,0.28564961521050247,0.00785751702462023,0.06049822064056942,0.3541759714158106,0.26648224988473956,0.267651130595293,0.28661844484629295,0.053142565150740895,0.28279618701770315,0.38501070663811565,0.07530120481927716,0.26774193548387093,0.3766461808604039,0.012023000522739191,0.28058208276489316,0.2793914246196404,0.06636271529888549,0.06538266599087683,0.01253918495297801,0.08032128514056225,0.3516778523489933,0.3523936170212766,0.28136363636363637,0.2804545454545454,0.05214723926380371,0.285972850678733,0.1826045170591062,0.355193661971831,0.010454783063251427,0.08964143426294824,0.05864354920958692,0.28214447978191726,0.2823422605537903,0.060204081632653006,0.05464759959141985,0.01253918495297801,0.28188833408987746,0.2816901408450704,0.28058208276489316,0.28629579375848035,0.061130922058074355,0.18899521531100483,
4,0.17738037699371678,0.05020491803278693,0.05128205128205132,0.0,0.05498981670061098,0.05079527963057984,0.28259881871876424,0.2891294542174109,0.3477868112014454,0.2900179856115108,0.3603765127745405,0.11968734733756714,0.36521352313167255,0.01463669628855202,0.2827272727272727,0.2859084730403262,0.051794871794871744,0.05163599182004086,0.3544926240500671,0.26191577973160574,0.26388888888888884,0.28610230873698506,0.04419321685508737,0.2830531576556111,0.38256762559038215,0.06760847628657918,0.26237852845904674,0.37340378687802733,0.05279343926191693,0.28161965423111923,0.27646786870087836,0.05855397148676167,0.057564951604686665,0.0502821959979477,0.05300713557594294,0.3519928347514555,0.35051088405153263,0.28161965423111923,0.28149158708503863,0.04419321685508737,0.28623188405797106,0.18452666987025468,0.3555066079295154,0.052254098360655754,0.06366851945426988,0.04974358974358972,0.2824010914051842,0.28259881871876424,0.03314344899016053,0.04571135079609656,0.05128205128205132,0.28214447978191726,0.2827272727272727,0.28083750568957666,0.2881049298959747,0.019791666666666652,0.18830857690464786,
5,0.18681318681318682,0.07344064386317906,0.07355163727959702,0.05498981670061098,0.0,0.0721129601613717,0.296462158531124,0.30129060970182464,0.35698348951361003,0.3021295474711624,0.3686309260079752,0.13976945244956773,0.3726352837659481,0.05496183206106875,0.29659498207885304,0.2981671881984801,0.07502517623363547,0.07673019057171515,0.3606194690265486,0.2755474452554745,0.27671232876712326,0.2975871313672922,0.07344064386317906,0.296909986565159,0.3902335456475584,0.08354052710094484,0.27364093193238925,0.3806620209059234,0.07696177062374243,0.2947510094212651,0.2859753312014619,0.08245877061469264,0.08150000000000002,0.0745216515609265,0.04873096446700509,0.35815602836879434,0.3580843585237259,0.2955156950672646,0.29538323621694307,0.07150050352467274,0.30000000000000004,0.19124643196955282,0.3622493461203139,0.07545271629778671,0.05252525252525253,0.07398087569199796,0.29627969520394437,0.296462158531124,0.03091190108191655,0.0710327455919395,0.07355163727959702,0.29601433049708914,0.2958314657104437,0.2947510094212651,0.30182790905037893,0.0578680203045685,0.1941148552444234,
6,0.1785714285714286,0.05365355135411343,0.006813417190775661,0.05079527963057984,0.0721129601613717,0.0,0.2835753176043557,0.2900900900900901,0.34493670886075944,0.29250785105428445,0.36196868008948546,0.12005856515373348,0.3653333333333333,0.053763440860215006,0.28370403994552884,0.28610230873698506,0.01254573967590178,0.0590330788804071,0.35315154224407685,0.2661439114391144,0.2673130193905817,0.28784455490284677,0.052658486707566454,0.28402903811252267,0.3847472150814053,0.0738693467336683,0.26740433379437534,0.3749450549450549,0.00838135149292818,0.28181818181818186,0.27905904059040587,0.06490872210953347,0.0639269406392694,0.00785751702462023,0.07889447236180902,0.35064935064935066,0.35137533274179233,0.28259881871876424,0.2816901408450704,0.05166240409207157,0.2872003618272275,0.18221153846153848,0.3549097313958609,0.014091858037578286,0.08823529411764708,0.05717202654415521,0.2833787465940054,0.2835753176043557,0.058733401430030696,0.053169734151329195,0.00785751702462023,0.2831215970961888,0.2829246139872843,0.28181818181818186,0.2875226039783002,0.05966343702192756,0.1877394636015326,
7,0.2695852534562212,0.2842915346310547,0.2823422605537903,0.28259881871876424,0.296462158531124,0.2835753176043557,0.0,0.018363064008394492,0.32320441988950277,0.19408679065331425,0.3422849340009103,0.25930971843778383,0.34733514001806687,0.2824704813805631,0.0031847133757961776,0.008985200845666008,0.28279618701770315,0.28590785907859073,0.3272478320401643,0.16935878609887423,0.16781157998037288,0.011603375527426185,0.2842915346310547,0.003713527851458842,0.3612931411096548,0.28891879766711526,0.17074363992172215,0.3543624161073825,0.2835753176043557,0.013206550449022747,0.1901511457825451,0.28577878103837473,0.28577878103837473,0.2831215970961888,0.297986577181208,0.3269406392694064,0.32790592492085024,0.004774535809018543,0.013199577613516422,0.2842915346310547,0.008456659619450302,0.2551020408163265,0.33765652951699465,0.28454916175804257,0.29718875502008035,0.28331822302810517,0.006889242183359845,0.006355932203389814,0.28558476881232997,0.28318985047575895,0.2839002267573696,0.005826271186440635,0.01267828843106178,0.005832449628844105,0.018401682439537326,0.28610230873698506,0.2561371005094951,
8,0.27393495190105355,0.29078651685393253,0.2888688598467778,0.2891294542174109,0.30129060970182464,0.2900900900900901,0.018363064008394492,0.0,0.327996340347667,0.20500708549834668,0.34839584274740176,0.266786840919333,0.3533632286995516,0.28899909828674486,0.017331932773109293,0.02197802197802201,0.28931951329427674,0.2923766816143498,0.3319727891156462,0.1808046534173534,0.17841516771998056,0.027632950990615246,0.29078651685393253,0.01784776902887142,0.367736339982654,0.2945632798573975,0.18128938439166264,0.36028431808085293,0.2900900900900901,0.028213166144200663,0.19699903194578894,0.2922456297624384,0.2922456297624384,0.2896396396396397,0.3043091959129276,0.33318223028105165,0.33183453237410077,0.018897637795275646,0.028198433420365543,0.29078651685393253,0.02661795407098122,0.2635694572217111,0.34295868502887605,0.2910481331533963,0.3035002215330084,0.28982898289828984,0.02097535395909811,0.020440251572327095,0.2920792079207921,0.29046762589928055,0.29040972534894194,0.024058577405857706,0.02769070010449326,0.019937040923399763,0.035324675324675314,0.2925842696629214,0.264584290307763,
9,0.3478854024556617,0.3499775078722447,0.34672686230248306,0.3477868112014454,0.35698348951361003,0.34493670886075944,0.32320441988950277,0.327996340347667,0.0,0.34087822544137614,0.22580645161290325,0.3579646017699115,0.23502994011976053,0.3461364663352915,0.32258064516129037,0.32490808823529416,0.3464317976513098,0.34921348314606737,0.20425747592498733,0.3156424581005587,0.31608391608391606,0.32506887052341593,0.3529411764705882,0.3228926761860894,0.24685990338164254,0.35399019170753454,0.31532370749883554,0.24047501237011382,0.3464317976513098,0.3230414746543778,0.3271202236719478,0.34905660377358494,0.34905660377358494,0.3444846292947559,0.36137071651090347,0.2056737588652482,0.21962151394422313,0.3214944649446494,0.3252069917203312,0.35220125786163525,0.3267553923818265,0.3447021373351523,0.2185332011892963,0.3465703971119134,0.3596802841918295,0.34984241332733,0.322268326417704,0.32243205895900506,0.34688346883468835,0.3519101123595506,0.3459801264679313,0.32428702851885927,0.32335329341317365,0.3214944649446494,0.32783127005960566,0.348805768364128,0.3440909090909091,
10,0.28428701180744775,0.29243170622480963,0.2928251121076233,0.2900179856115108,0.3021295474711624,0.29250785105428445,0.19408679065331425,0.20500708549834668,0.34087822544137614,0.0,0.3468651330626973,0.2731751007613077,0.352572706935123,0.288349077822762,0.19331742243436756,0.19609709662065689,0.294038547736441,0.2947744528807503,0.3402340234023402,0.07912200102092903,0.07333333333333336,0.19724334600760451,0.29319606087735006,0.19370229007633588,0.3711696158826068,0.2984478935698448,0.07471852610030705,0.3616644532979194,0.29250785105428445,0.19206880076445298,0.10213414634146345,0.2954038375725123,0.2954038375725123,0.2905253704535249,0.3021295474711624,0.33844073907165395,0.3392857142857143,0.1937947494033413,0.1919770773638968,0.29243170622480963,0.1956211327939077,0.26296466268930707,0.3495145631067961,0.2934587813620072,0.3058252427184466,0.29147982062780264,0.19206880076445298,0.19494756911344135,0.29219030520646316,0.29211469534050183,0.2928251121076233,0.19447092469018112,0.19159101767797415,0.1937947494033413,0.20284360189573458,0.29498657117278426,0.2615878843506195,
