Genome 1
841778,840568,840766,840920,841655,841258,841852,840569,840723,840848,841102,840055,840572,840699,841865,841308,839804,839969,378930,839719,840582,840022,840583,840743,840469,840862,840428,841638,840822,839959,840233,840398,841169,840630,841288,840793,841843,840913,841768,840916,839780,839982,841131,841494,840288,840365,841895,841177,841573

Genome 2

Genome 3
842047

Genome 4
841814,841597

Genome 5
842070,842080,842074,842073,842061,842072,842060,842071,842056,842067,842078,842066,842077,842065,842075,842069,842068,842079

Genome 6

Genome 7

Genome 8
842207,842206,842205,842204,842209,842208,841391,842210,841261,842203,842202,842213,842201,842212,842211

Genome 9
841613,842306,842305,842227,842304,842303,842308,842307,842270,842276,842353,842397,840054,842231,842275,842352,842396,842274,842351,842236,842278,842277,842354,842398,842237,842280,842287,842364,842363,842362,842247,842246,842245,842289,842244,842288,842365,842249,842326,842248,842250,842371,842370,842292,842291,842375,842253,842252,842373,842251,842372,842214,842258,842379,842334,842333,842255,842339,842338,842259,842260,842380,842385,842384,842225,842269,842302,842268,840880,842267,842222,842343

Genome 10
842469,842429,842428,842470,842430,842473,842472,842471,842434,842478,842477,842432,842475,842438,842437,842479,842439,842481,842440,842484,842483,842445,842489,842444,842488,842443,842487,842442,842486,842449,842448,842447,842446,842409,842406,839595,842452,842450,842412,842456,842411,842455,842410,842453,842416,842415,842459,842414,842458,842413,842457,842419,842417,842463,842462,842461,842460,842423,842422,842466,842421,842465,842420,842464

Genome 11
842527

Genome 12
839798,842625,842636,842624,842635,842623,842634,842622,842633,841837,842629,842628,842639,842627,842638,842626,842637,841073,842621,842632,842620,842631

Genome 13
842647,842646,842645,842644,842655,841527,842649,842648,841949,842650,842643,842654,842642,842653,842641,842652,842640,842651

Genome 14

Genome 15

Genome 16
842658

Genome 17
842659

Genome 18
842661,842660

Genome 19
842734,839933,842728,842727,842726,842729

Genome 20
842767,842769,842770,842764,842763

Genome 21
841061

Genome 22
842776,842775,842774,842773,842772

Genome 23

Genome 24
842777

Genome 25
