Genomes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,
1,0.0,0.1917098445595855,0.19308855291576676,0.19333910034602075,0.20179180887372017,0.1936041486603285,0.29565217391304344,0.3105134474327629,0.4073462649607924,0.31858407079646023,0.42747474747474745,0.24655244463017134,0.4325730292116847,0.19663648124191457,0.2949461474730737,0.2992158481221626,0.19378506689684938,0.19543693499784764,0.41517128874388254,0.29075072583990047,0.2895174708818635,0.29995879686856197,0.192921881743634,0.2952380952380952,0.44604596805609664,0.20655877342419082,0.2873754152823921,0.4641909814323607,0.19403630077787382,0.29448361675653256,0.31775317753177534,0.19819819819819817,0.19742489270386265,0.19611231101511883,0.2157360406091371,0.41299019607843135,0.41080861438439664,0.2949461474730737,0.31707317073170727,0.19327006039689387,0.3003300330033003,0.1656387665198238,0.4280646432794639,0.1934369602763385,0.2194199243379571,0.19066147859922178,0.29423953584749274,0.29582126603227143,0.1907439446366782,0.19361793876670974,0.1923908344141807,0.2954075299958626,0.29336099585062236,0.2949461474730737,0.3081994231561599,0.2015470562956596,0.17461706783369801,
2,0.1917098445595855,0.0,0.05874190564292325,0.05250929368029744,0.08642533936651586,0.056533827618164945,0.3011106540518306,0.3178325919935301,0.4035449299258038,0.3203844613536243,0.4230924505450141,0.10871518418688231,0.4294846184578506,0.05740740740740746,0.3018092105263158,0.30393765381460214,0.062298107983387196,0.01040681173131508,0.4101100693028944,0.2892014894497311,0.2893864013266998,0.3067484662576687,0.013711583924349902,0.30209617755856966,0.43937621832358675,0.031220876048462243,0.28512225445503525,0.4618003025718608,0.06148867313915862,0.300658978583196,0.3202774377804978,0.019736842105263164,0.018805829807240215,0.06018518518518523,0.09111411817771764,0.40792160065332794,0.4064149411287048,0.3011106540518306,0.3215421303656598,0.012298959318826852,0.30643179024989753,0.18110579016107964,0.42192429022082023,0.06096997690531181,0.1026785714285714,0.005225653206650804,0.3018092105263158,0.30197206244864416,0.06411439114391149,0.012765957446808529,0.05966697502312679,0.3015612161051766,0.30234471410942,0.3004115226337448,0.31216714461286355,0.06319188191881919,0.18595578673602076,
3,0.19308855291576676,0.05874190564292325,0.0,0.05302325581395351,0.08608971454463077,0.009030418250950523,0.29967023907666945,0.31645056726094,0.40099214551467544,0.3210420841683367,0.425111021396851,0.1443071491615181,0.4296,0.05792400370713624,0.3003708281829419,0.30250719276613236,0.00949216896060745,0.061375173050299936,0.4089052287581699,0.2912701696317749,0.29075072583990047,0.305327868852459,0.054705609643022735,0.300658978583196,0.43706020328381545,0.08094588449295137,0.28861283643892344,0.46194623248769406,0.013282732447817858,0.2992158481221626,0.3202614379084967,0.06837999082147772,0.06749311294765836,0.015647226173541973,0.0925090252707581,0.40671031096563015,0.4039087947882736,0.29967023907666945,0.31952191235059757,0.053339517625231925,0.30500821018062396,0.18328254244666953,0.41953341241597464,0.010910815939278895,0.10152057245080504,0.05923183711244795,0.3003708281829419,0.30053519967064635,0.06374133949191685,0.056481481481481466,0.01327643432906589,0.300123507616303,0.3002061855670103,0.2989690721649485,0.31006160164271046,0.06371191135734067,0.19047619047619047,
4,0.19333910034602075,0.05250929368029744,0.05302325581395351,0.0,0.06779661016949157,0.05351326198231732,0.29933938893476464,0.3161525974025974,0.4014900662251656,0.31737731295253424,0.4217990275526742,0.14203539823008848,0.42759727236261535,0.01846590909090906,0.30004127115146517,0.30218196788801976,0.05480724570366935,0.05426716141001853,0.40875613747954176,0.2866638969671791,0.28684429641965026,0.3043121149897331,0.046620046620046596,0.3003300330033003,0.4345098039215687,0.07492005481955233,0.2832778702163061,0.45896656534954405,0.05397859469520705,0.2995867768595041,0.3172131147540984,0.06224066390041494,0.061346863468634716,0.0544692737430168,0.06464924346629985,0.4065573770491804,0.40179665169456924,0.29933938893476464,0.32057416267942584,0.04706430568499531,0.3046875,0.1866840731070496,0.4187797147385103,0.054368029739776946,0.07667876588021783,0.052093023255814,0.30004127115146517,0.3002061855670103,0.03658536585365857,0.04932526756630995,0.053047929269427696,0.2997938144329897,0.3005780346820809,0.298636926889715,0.3111385121249486,0.023596035865974474,0.1915077989601387,
5,0.20179180887372017,0.08642533936651586,0.08608971454463077,0.06779661016949157,0.0,0.08571428571428574,0.3190456934896886,0.3312076524511758,0.4126984126984127,0.3349112426035503,0.43181818181818177,0.16817985300475569,0.4368088467614534,0.07080858839652815,0.3197251414713015,0.31974162293096486,0.08864767073722302,0.09066305818673881,0.4152542372881356,0.30537459283387625,0.3055895552835577,0.32111200644641413,0.08687782805429867,0.31999999999999995,0.444015444015444,0.09412819363514124,0.30000000000000004,0.4672407338075627,0.08876811594202894,0.31862348178137656,0.32970576380491734,0.0956443646160754,0.09478885893980238,0.08926144086995924,0.0676043557168784,0.4130962004850445,0.4115755627009646,0.3190456934896886,0.33919499804611175,0.085559076505206,0.324204591220298,0.20299145299145294,0.42740046838407497,0.08823529411764708,0.0708164185836716,0.08778280542986427,0.3197251414713015,0.31919191919191914,0.04353867531264477,0.08597285067873306,0.08612873980054392,0.31946688206785134,0.31957928802589,0.3183656957928802,0.32849657396211207,0.07120036513007755,0.20613287904599664,
6,0.1936041486603285,0.056533827618164945,0.009030418250950523,0.05351326198231732,0.08571428571428574,0.0,0.3009068425391591,0.3176661264181524,0.3989229494614748,0.3202247191011236,0.4231391585760518,0.1415302963290579,0.4276553106212425,0.05661252900232017,0.30160692212608153,0.30234471410942,0.015625,0.060073937153419577,0.4075286415711947,0.29038939519469764,0.28986710963455153,0.3065573770491803,0.05519480519480524,0.30189456342668863,0.43639921722113506,0.08056440600819303,0.28772802653399665,0.4601669195751138,0.009039010466222686,0.2997522708505368,0.31942740286298565,0.0679834634818558,0.06709558823529416,0.0095192765349833,0.0912788070492544,0.405327868852459,0.4025285481239804,0.3009068425391591,0.32071713147410363,0.05382830626450119,0.30554414784394246,0.18300653594771243,0.41821782178217826,0.015158692562766474,0.102013422818792,0.05882352941176472,0.30160692212608153,0.30177027583367644,0.062442183163737286,0.05516921650440432,0.008087535680304514,0.3013585837793331,0.3007425742574258,0.3002061855670103,0.31129363449691994,0.06241331484049928,0.1902079722703639,
7,0.29565217391304344,0.3011106540518306,0.29967023907666945,0.29933938893476464,0.3190456934896886,0.3009068425391591,0.0,0.03555982700624705,0.3658641444539983,0.20313862249346115,0.38636363636363635,0.2671691792294807,0.39275301957517705,0.30008244023083264,0.003935071323167727,0.014173998044965774,0.3009468917249897,0.30225872689938393,0.36689419795221845,0.17802690582959646,0.17469608284556504,0.013671875,0.3008230452674897,0.004424778761061954,0.39812550937245317,0.3090390879478827,0.18076062639821033,0.42592592592592593,0.3006185567010309,0.013718765311122039,0.21491615180935564,0.30384930384930386,0.30384930384930386,0.2990499793473771,0.31919191919191914,0.36732081911262804,0.36944561997460856,0.005896805896805857,0.05664794007490637,0.3011106540518306,0.010773751224289918,0.2769618128409568,0.39329517579721995,0.3013585837793331,0.3227619429947812,0.30024711696869855,0.007854688267059373,0.008337420304070586,0.30386513157894735,0.30069930069930073,0.3011948908117017,0.006869479882237517,0.013228809407153319,0.006876227897838927,0.02921129503407982,0.30374023838882036,0.27907949790794984,
8,0.3105134474327629,0.3178325919935301,0.31645056726094,0.3161525974025974,0.3312076524511758,0.3176661264181524,0.03555982700624705,0.0,0.37462876537972,0.22639897479709525,0.39601494396014947,0.28547922665569725,0.40221857025472474,0.3168557536466775,0.03367003367003363,0.041626794258373234,0.31768514771347633,0.3189341945902301,0.375578947368421,0.20087912087912085,0.19770520741394526,0.045779685264663805,0.3175566343042071,0.034134615384615374,0.40795819935691313,0.3214285714285714,0.2027204914436156,0.43446129910540643,0.31738954195379,0.04593301435406694,0.22594688724423162,0.32045088566827695,0.32045088566827695,0.3158749492488835,0.3353198251887167,0.3773664282709297,0.37735060593397407,0.03555982700624705,0.0847457627118644,0.3178325919935301,0.045845272206303744,0.29583848372476307,0.4019370460048426,0.31808984216916225,0.33544303797468356,0.3170040485829959,0.03744599135861737,0.03694817658349325,0.32053354890864993,0.3181083265966047,0.31794248683677606,0.04210526315789476,0.045454545454545414,0.036503362151777186,0.05253104106972306,0.3190456934896886,0.29716399506781754,
9,0.4073462649607924,0.4035449299258038,0.40099214551467544,0.4014900662251656,0.4126984126984127,0.3989229494614748,0.3658641444539983,0.37462876537972,0.0,0.3922628951747088,0.24312377210216107,0.40156507413509057,0.2548449612403101,0.4007444168734491,0.3658641444539983,0.3679245283018868,0.4014869888475836,0.4025545941491553,0.21002506265664156,0.36722436722436724,0.36688172043010747,0.36857876712328763,0.4059283655825443,0.36613665663944994,0.25711574952561667,0.4065439672801636,0.3680377035132819,0.2993630573248408,0.4,0.36547567800258285,0.38050448909790513,0.40386195562859495,0.40386195562859495,0.3972602739726028,0.4172749391727494,0.2114228456913828,0.22332015810276684,0.3651612903225806,0.3922378199834847,0.40551667352820087,0.36905272181740245,0.4002493765586035,0.24426386233269604,0.4005787515502274,0.41703673798950347,0.4034653465346535,0.3658641444539983,0.365979381443299,0.40165289256198344,0.405761316872428,0.3998344370860927,0.36765336765336765,0.36574870912220314,0.3651612903225806,0.365948275862069,0.4028064382996286,0.4006636250518457,
10,0.31858407079646023,0.3203844613536243,0.3210420841683367,0.31737731295253424,0.3349112426035503,0.3202247191011236,0.20313862249346115,0.22639897479709525,0.3922628951747088,0.0,0.4004924086992203,0.2932575142160845,0.4072269589930978,0.31672025723472674,0.20313862249346115,0.2079895788102475,0.3229291716686674,0.3221422861710631,0.38907284768211925,0.09552376557452702,0.0873200185787274,0.20815264527320032,0.32078494193031637,0.2034858387799564,0.4165675782798256,0.32923930269413626,0.09237875288683606,0.4340277777777778,0.31995182657567245,0.20174672489082968,0.13650793650793647,0.3243027888446215,0.3243027888446215,0.317102615694165,0.3330702446724546,0.38815244407622207,0.39005343197698317,0.20392156862745103,0.2304785894206549,0.3203844613536243,0.20608695652173914,0.2958724969350225,0.4119284294234592,0.32131410256410253,0.3397260273972603,0.3195669607056937,0.2023549934583515,0.20496083550913835,0.3210420841683367,0.31998398077693235,0.3204973926995588,0.20452567449956482,0.20131004366812222,0.20392156862745103,0.21991341991341995,0.3229291716686674,0.2964926590538336,
