Number of genomes	Pan genome
1	2057	#
1	2068	#
1	2008	#
1	2054	#
1	2221	#
1	2011	#
1	2116	#
1	2031	#
1	1991	#
1	2062	#
1	2023	#
1	1956	#
1	2019	#
1	1997	#
1	2099	#
1	1979	#
1	1950	#
1	1950	#
1	2014	#
1	2090	#
1	2055	#
1	2033	#
1	2010	#
1	2013	#
1	2132	#
1	2002	#
1	2038	#
1	2040	#
1	1956	#
1	2126	#
1	2061	#
1	2048	#
1	2010	#
1	2053	#
1	1955	#
1	2009	#
1	2048	#
1	1948	#
1	1981	#
1	2040	#
1	2136	#
1	2013	#
1	2045	#
1	2037	#
1	2049	#
1	1983	#
1	2054	#
1	2008	#
1	2057	#
1	1980	#
1	1994	#
1	2062	#
1	2027	#
1	1998	#
1	2054	#
1	2039	#
1	2170	#
1	2190	#
1	1999	#
1	1940	#
1	2099	#
1	2134	#
1	2003	#
1	1998	#
1	2069	#
1	2048	#
1	2037	#
1	1948	#
1	2077	#
1	1981	#
1	1995	#
1	1952	#
1	2062	#
1	2133	#
1	2130	#
1	2040	#
1	1991	#
1	2083	#
1	1994	#
1	2058	#
1	2004	#
1	2167	#
1	1947	#
1	2090	#
1	1950	#
1	1957	#
1	1942	#
1	2042	#
2	2373	#
2	2343	#
2	2443	#
2	2331	#
2	2446	#
2	2381	#
2	2330	#
2	2358	#
2	2437	#
2	2452	#
2	2373	#
2	2356	#
2	2589	#
2	2413	#
2	2468	#
2	2459	#
2	2371	#
2	2458	#
2	2497	#
2	2556	#
2	2397	#
2	2348	#
2	2372	#
2	2555	#
2	2444	#
2	2336	#
2	2429	#
2	2390	#
2	2503	#
2	2628	#
2	2571	#
2	2468	#
2	1971	#
2	2511	#
2	2381	#
2	2629	#
2	2472	#
2	2390	#
2	2621	#
2	2585	#
2	2348	#
2	2704	#
2	2586	#
2	2442	#
2	2033	#
2	2419	#
2	2413	#
2	2568	#
2	2434	#
2	2531	#
2	2525	#
2	2389	#
2	2420	#
2	2562	#
2	2381	#
2	2361	#
2	2425	#
2	2414	#
2	2401	#
2	2408	#
2	2412	#
2	2399	#
2	2455	#
2	2289	#
2	1972	#
2	2434	#
2	2490	#
2	2432	#
2	2429	#
2	2412	#
2	2389	#
2	2375	#
2	2328	#
2	2473	#
2	2547	#
2	2402	#
2	2400	#
2	2442	#
2	2422	#
2	2334	#
2	2506	#
2	2377	#
2	2627	#
2	2345	#
2	2529	#
2	2677	#
2	2419	#
2	2446	#
2	2538	#
2	2417	#
2	2404	#
2	2611	#
2	2340	#
2	2474	#
2	1970	#
2	2438	#
2	2464	#
2	2421	#
2	2442	#
2	2304	#
2	2286	#
2	2404	#
2	2342	#
2	2365	#
