Genomes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,
1,0.0,0.06225961538461533,0.06346106907493287,0.053701015965166854,0.07093549154963108,0.09966216216216217,0.09307257304429783,0.03176557498153165,0.06731916925280501,0.03395585738539897,0.07697824527850827,0.06894083969465647,0.042826034357609455,0.09731948804636559,0.026770503772207355,0.12538011695906437,0.09408158453195004,0.01897486446525387,0.09410377358490563,0.07508450024142921,0.1274556780067082,0.09559535333978708,0.09418412997409942,0.07860365708857753,0.025803310613437214,0.09373528026377764,0.09603289791969039,0.12756529850746268,0.09326424870466321,0.0461352657004831,0.09176527408838442,0.05776605944391178,0.03415467187118815,0.05241644626112041,0.06625060009601536,0.07951747907434759,0.061933904528763795,0.0692107134392036,0.06402877697841725,0.04187071498530848,0.09999999999999998,0.09843561973525872,0.05996035678889988,0.07538167938931295,0.02342606149341142,0.09236569274269557,0.10310285853896894,0.09465505062396984,0.06858092074038913,0.08416931734768784,0.033868974042027156,0.05735541156707469,0.11605647284039244,0.0324498389893485,0.09513435003631077,0.10513908533710514,
2,0.06225961538461533,0.0,0.05494505494505497,0.04856245469920273,0.08947862846406762,0.10770703685974148,0.10981852024197303,0.05667231775248249,0.08551236749116609,0.079537408543781,0.08694622127457952,0.08619877531794629,0.049951969260326634,0.10720268006700162,0.07588652482269509,0.13945420906567996,0.10420560747663554,0.06474820143884896,0.10555815039701077,0.08149568552253117,0.14754485363550518,0.10596979141692642,0.11046511627906974,0.09028920761815185,0.07586858898605531,0.1095858538855281,0.10775862068965514,0.14157251556375372,0.10912052117263848,0.07034220532319391,0.10532600907571055,0.04799616030717546,0.08589682915286323,0.058036780511105834,0.009108813392417536,0.08929007074896311,0.0638246041412911,0.05956336022781206,0.020034204739799666,0.04576436222005842,0.09482551143200968,0.11007862759113651,0.1057831325301205,0.08985849056603779,0.07459152261425528,0.10912052117263848,0.11532882011605416,0.11005118659841784,0.07447560688192312,0.08595081568054541,0.08169149447381063,0.04569504569504568,0.13100023646252068,0.08178975222516238,0.10551558752997603,0.12130384167636787,
3,0.06346106907493287,0.05494505494505497,0.0,0.047642436149312406,0.09424083769633507,0.07164105106593954,0.11347015805614535,0.05827391197442833,0.09114769744691009,0.0809774796358409,0.08988223984619081,0.09001910219675258,0.05238791423001954,0.07160555004955405,0.07819621012233147,0.14436372158425126,0.10913825757575757,0.07021379980563658,0.10916410134975141,0.04152163102933859,0.115234375,0.07025819265143995,0.11367924528301887,0.09234073013600574,0.07679385649148063,0.11323425336164195,0.07215472353087027,0.1456287985039738,0.1132075471698113,0.07072169925174998,0.07021013597033376,0.05135069359941591,0.08789625360230546,0.06010664081434802,0.05711496216743961,0.05183312262958284,0.023502653525398043,0.057432432432432456,0.05959620530284604,0.04479089334323183,0.061473369835739144,0.07900566084174254,0.06987771400049914,0.09191000478697942,0.07642393655371305,0.11409712399811411,0.07867702330243043,0.11370606275064876,0.07721730815204397,0.04598281960586159,0.04260089686098656,0.049500121921482565,0.0952730835170218,0.04167706513601199,0.06881987577639748,0.12556053811659196,
4,0.053701015965166854,0.04856245469920273,0.047642436149312406,0.0,0.07308970099667778,0.0884205426356589,0.09334587350105805,0.04991477964450941,0.06949071870537837,0.06111243733587968,0.06853582554517135,0.06926922161390148,0.04416023166023164,0.08606060606060606,0.057388809182209455,0.12470808033629144,0.08805476864966955,0.05716353111432704,0.08852691218130315,0.057149805447470836,0.12989493791786055,0.08477046393004617,0.09400705052878966,0.07388928486576385,0.05598086124401913,0.0931107453562191,0.08707252000970167,0.1277635559692809,0.09264048906654121,0.05121423419091131,0.0906679527369183,0.03366432550254295,0.06888304233436982,0.039139888862044,0.051183003380009695,0.07794443078436197,0.04894244958189864,0.04502994011976047,0.05459355459355464,0.030235988200589925,0.0822815533980582,0.09595959595959591,0.09932170542635654,0.07156488549618323,0.05371702637889686,0.09264048906654121,0.09266977200294191,0.09223529411764708,0.0569454372170598,0.06367226061204345,0.0727932285368803,0.03131067961165046,0.11358201817312286,0.07148049430579118,0.08290785314855331,0.10538696777228884,
5,0.07093549154963108,0.08947862846406762,0.09424083769633507,0.07308970099667778,0.0,0.10241107662926718,0.10113926993722389,0.06407487401007916,0.00974421437271622,0.057468534789836156,0.07035892560019019,0.009502923976608235,0.07249114521841793,0.10326735034581447,0.05468378506894911,0.12777777777777777,0.10258199581297978,0.07475083056478404,0.10260586319218246,0.08267810340719561,0.12988859919412188,0.101123595505618,0.10178944922147337,0.0724740321057602,0.0542082738944365,0.10178944922147337,0.10245999522331029,0.12906949896097897,0.10044175773076025,0.04619435136428918,0.08912314326784854,0.05494766888677449,0.06380952380952376,0.0491646778042959,0.09110119746419343,0.11422413793103448,0.09783384908355153,0.06770098730606489,0.08935272045028142,0.07970497263859144,0.09820788530465951,0.0939292543021033,0.11180124223602483,0.07244318181818177,0.051954242135367035,0.10044175773076025,0.12443168222062695,0.10225424122705085,0.06434126797077544,0.11360381861575175,0.08698760724499521,0.053609721229449625,0.10695569318723197,0.0880038158836155,0.0988511249401628,0.11392699372239012,
6,0.09966216216216217,0.10770703685974148,0.07164105106593954,0.0884205426356589,0.10241107662926718,0.0,0.11851149561507468,0.10676328502415455,0.09887479051951165,0.08778258778258774,0.10860704866938387,0.09956917185256109,0.10418160095579454,0.013885317562355337,0.08592057761732852,0.14514987019117298,0.11507370423204943,0.10571840461316673,0.11375535459305097,0.04305381727158952,0.07027707808564232,0.01747622719095343,0.11961155850307914,0.11182488698548654,0.08589990375360923,0.1182744726238445,0.017980991523246836,0.14642184557438798,0.11913784936049265,0.08911368015414256,0.03125794155019057,0.07321212121212117,0.074317738791423,0.08184451955577021,0.10935630533620488,0.03090394025238219,0.05707133917396745,0.08461169702780436,0.11161459575482946,0.07982370225269342,0.030071355759429208,0.038490757153709754,0.05892766818411732,0.10829548171169012,0.0841572220882566,0.11958323466729814,0.041945445187853814,0.11874851860630486,0.09268991877687527,0.04458598726114649,0.08261617900172114,0.07328318369327835,0.06566416040100254,0.07988165680473369,0.013391707442698908,0.13066160777804126,
7,0.09307257304429783,0.10981852024197303,0.11347015805614535,0.09334587350105805,0.10113926993722389,0.11851149561507468,0.0,0.0973075106282475,0.09591598599766626,0.0810429880197322,0.08072916666666663,0.09748134328358204,0.09488198177144191,0.12068149550402274,0.07967097532314926,0.10843091334894617,0.012201073694485087,0.09946047384471035,0.014142891977566463,0.09392789373814037,0.08016569200779722,0.11859582542694502,0.005135730007336803,0.08411654135338342,0.07874941231781851,0.007085267529929107,0.11945958757999531,0.11111111111111116,0.005134474327628369,0.08052743112785499,0.11434659090909094,0.07904022582921666,0.08692579505300357,0.06838618078561287,0.11273826127382613,0.13206650831353917,0.1112426035502958,0.09048615957199346,0.11273486430062629,0.0954631379962193,0.12104018912529546,0.12258368694012256,0.1340425531914894,0.08185892899268699,0.07793736755356717,0.010000000000000009,0.1443812233285917,0.007573906669924302,0.08722014925373134,0.136245572609209,0.11077068112184774,0.0795668549905838,0.12387706855791958,0.10911667453944263,0.11680911680911676,0.01979956000977756,
8,0.03176557498153165,0.05667231775248249,0.05827391197442833,0.04991477964450941,0.06407487401007916,0.10676328502415455,0.0973075106282475,0.0,0.06180856180856176,0.05049528871708142,0.07106721271982652,0.06204906204906202,0.03609756097560979,0.10396518375241781,0.046235778261922045,0.12834350070389489,0.09877126654064272,0.03968642822146007,0.10014170996693439,0.08030962747943882,0.13318934485241185,0.1027131782945736,0.09931587638594008,0.07412721186035387,0.04575163398692805,0.09886739027843328,0.10406582768635042,0.1305263157894737,0.09884406699693327,0.03896736483195329,0.09009227780475959,0.052631578947368474,0.057869249394673083,0.04438515643948582,0.05929332042594382,0.08532675709001236,0.06340624231998038,0.06282847587195417,0.06127864897466828,0.04422604422604426,0.09929765076289654,0.09588377723970942,0.08006898250800687,0.07225156024963997,0.04485935984481082,0.09749763928234179,0.11214268262887861,0.0997876857749469,0.06218607988519498,0.08384558642734197,0.05168594634506518,0.05174081237911021,0.1136254212806933,0.05030826140567202,0.1008729388942774,0.1111898016997167,
9,0.06731916925280501,0.08551236749116609,0.09114769744691009,0.06949071870537837,0.00974421437271622,0.09887479051951165,0.09591598599766626,0.06180856180856176,0.0,0.05521180390290337,0.06536259541984735,0.00513321926179422,0.06753554502369663,0.09928229665071775,0.05102527420123981,0.12354853692522061,0.09736166238617794,0.07023809523809521,0.09827264239028943,0.07955088389871001,0.12601046124583926,0.0962092130518234,0.09790209790209792,0.07026259758694109,0.05008347245409017,0.09745861506178599,0.0975551294343241,0.12659106688266608,0.09654850746268662,0.04717432950191569,0.08415484491464298,0.04942693409742116,0.06017191977077363,0.04454022988505746,0.08759124087591241,0.11116446578631456,0.09474940334128878,0.06503298774740807,0.0853916725476358,0.07657442748091603,0.09374250779189641,0.09082195063503473,0.10828941063727837,0.0693092807975314,0.04781257470714795,0.09699230589881092,0.1204992798847816,0.09792492422476107,0.06074214133774525,0.10964807277950683,0.08570064454523751,0.051337153772683886,0.10298685782556749,0.08442956230566845,0.0962092130518234,0.10963377653370654,
10,0.03395585738539897,0.079537408543781,0.0809774796358409,0.06111243733587968,0.057468534789836156,0.08778258778258774,0.0810429880197322,0.05049528871708142,0.05521180390290337,0.0,0.06158987825256623,0.056374881065651805,0.06103063405366893,0.08589990375360923,0.014074253821887872,0.11069593647828113,0.08204043253408555,0.03985507246376807,0.0829612220916569,0.06467900937725413,0.11466794075489728,0.08323281061519905,0.08125880695162047,0.06009501187648458,0.013588934724581447,0.08125880695162047,0.08506024096385545,0.11204286047053347,0.08169014084507042,0.03347784200385362,0.0803657362848893,0.0447047573511834,0.026207231254549823,0.03979860944617597,0.08343153429177463,0.09963811821471658,0.07952907256126862,0.05764233404205055,0.07897218293257902,0.06077348066298338,0.0881364073006724,0.08567314614830812,0.08060208788540912,0.06095238095238098,0.015052197135226986,0.08078910286519492,0.11266249398170436,0.08217891523831888,0.05470044991712053,0.1036219716958503,0.05310378273520855,0.04521531100478471,0.10195797516714422,0.05222249210590235,0.08369512783405697,0.09441052137153594,
