Number of genomes	Pan genome
1	1769	#
1	1814	#
1	1740	#
1	1625	#
1	1741	#
1	1783	#
1	1667	#
1	1708	#
1	1631	#
1	1853	#
1	1724	#
1	1820	#
1	1747	#
1	1718	#
1	1773	#
1	1686	#
1	1606	#
1	1803	#
1	1648	#
1	1737	#
1	1843	#
2	2123	#
2	2038	#
2	2059	#
2	2153	#
2	2172	#
2	2188	#
2	2112	#
2	2040	#
2	2122	#
2	2125	#
2	2112	#
2	2075	#
2	2038	#
2	2122	#
2	1970	#
2	2112	#
2	2125	#
2	2038	#
2	2110	#
2	2047	#
2	2199	#
3	2298	#
3	2284	#
3	2307	#
3	2167	#
3	2209	#
3	2310	#
3	2283	#
3	2255	#
3	2318	#
3	2272	#
3	2255	#
3	2350	#
3	2294	#
3	2251	#
3	2279	#
3	2299	#
3	2313	#
3	2269	#
3	2289	#
3	2206	#
3	2335	#
4	2377	#
4	2608	#
4	2435	#
4	2518	#
4	2488	#
4	2469	#
4	2500	#
4	2488	#
4	2554	#
4	2382	#
4	2487	#
4	2499	#
4	2491	#
4	2409	#
4	2475	#
4	2523	#
4	2500	#
4	2552	#
4	2537	#
4	2529	#
4	2449	#
5	2540	#
5	2618	#
5	2566	#
5	2704	#
5	2520	#
5	2524	#
5	2712	#
5	2571	#
5	2498	#
5	2476	#
5	2612	#
5	2726	#
5	2534	#
5	2411	#
5	2679	#
5	2642	#
5	2610	#
5	2532	#
5	2652	#
5	2566	#
5	2602	#
6	2761	#
6	2787	#
6	2706	#
6	2602	#
6	2629	#
6	2670	#
6	2785	#
6	2673	#
6	2547	#
6	2667	#
6	2760	#
6	2614	#
6	2545	#
6	2663	#
6	2770	#
6	2615	#
6	2814	#
6	2842	#
6	2758	#
6	2505	#
6	2675	#
7	2668	#
7	2714	#
7	2801	#
7	2760	#
7	2620	#
7	2865	#
7	2665	#
7	2722	#
7	2690	#
7	2744	#
7	2559	#
7	2723	#
7	2631	#
7	2829	#
7	2644	#
7	2560	#
7	2760	#
7	2831	#
7	2687	#
7	2836	#
7	2792	#
8	2908	#
8	2851	#
8	2722	#
8	2877	#
8	2821	#
8	2889	#
8	2963	#
8	2872	#
8	2865	#
8	2830	#
8	2838	#
8	2952	#
8	2800	#
8	2787	#
8	2958	#
8	2880	#
8	2852	#
8	2867	#
8	2872	#
8	2963	#
8	2766	#
9	3091	#
9	2885	#
9	2929	#
9	2960	#
9	2932	#
9	2960	#
9	3003	#
9	3025	#
9	2928	#
9	3025	#
9	2847	#
9	2923	#
9	2954	#
9	2881	#
9	2932	#
9	3029	#
9	3012	#
9	3031	#
9	3049	#
9	2936	#
9	2888	#
10	3067	#
10	3076	#
10	2960	#
10	2978	#
10	2964	#
10	3110	#
10	3092	#
10	3053	#
10	3043	#
10	2971	#
10	3085	#
10	3084	#
10	3101	#
10	3035	#
10	2974	#
10	3004	#
10	3057	#
10	3128	#
10	3050	#
10	3114	#
10	3039	#
11	3166	#
11	3152	#
11	3077	#
11	3066	#
11	3142	#
11	3205	#
11	3113	#
11	3139	#
11	3153	#
11	3207	#
11	3202	#
11	3066	#
11	3195	#
11	3072	#
11	3199	#
11	3164	#
11	3114	#
11	3072	#
11	3067	#
11	3200	#
11	3243	#
12	3233	#
12	3226	#
12	3199	#
12	3212	#
12	3232	#
12	3272	#
12	3247	#
12	3205	#
12	3278	#
12	3206	#
12	3271	#
12	3199	#
12	3236	#
12	3198	#
12	3206	#
12	3236	#
12	3219	#
12	3264	#
12	3266	#
12	3297	#
12	3295	#
13	3341	#
13	3379	#
13	3314	#
13	3323	#
13	3290	#
13	3404	#
13	3322	#
13	3516	#
13	3349	#
13	3408	#
13	3381	#
13	3386	#
13	3379	#
13	3393	#
13	3292	#
13	3366	#
13	3448	#
13	3316	#
13	3486	#
