1	5474
2	9416
3	12738
4	14779
5	16102
6	17030
7	19443
8	20990
9	22347
10	23359
11	23899
12	24000
13	25003
14	26507
15	28573
16	29292
17	29301
18	29901
19	30539
20	30565
21	31549
22	32443
23	32468
24	32477
25	33043
26	34212
27	34973
28	36259
29	36281
30	37641
31	37964
32	38849
33	39323
34	39341
35	39362
36	39731
37	39977
38	40783
39	41011
40	41592
41	41992
42	42818
43	43646
44	44428
45	45420
46	45858
47	46180
48	46764
49	47294
50	47349
51	47846
52	47875
53	47886
54	48749
55	49152
56	49689
57	50016
58	50737
59	50926
60	50970
61	51274
62	51399
63	51988
64	51992
65	52735
66	52736
67	52738
68	52739
69	52761
70	53068
71	53075
72	53345
73	53346
74	53466
75	53469
76	54904
77	54990
78	55490
79	55939
80	56752
81	57098
82	57759
83	57810
