Number of genomes	Core genome
1	5309	#
1	5511	#
1	5321	#
1	5669	#
1	5688	#
1	5393	#
1	6062	#
1	5392	#
1	5370	#
1	5313	#
1	5660	#
1	5336	#
1	5678	#
1	5752	#
1	5647	#
1	5976	#
1	5473	#
1	6153	#
1	5652	#
1	5574	#
1	5185	#
1	5700	#
1	5290	#
1	5520	#
1	5152	#
1	5212	#
1	5583	#
1	5872	#
1	5959	#
1	5848	#
1	5735	#
1	5695	#
1	5471	#
1	5580	#
1	5265	#
1	5627	#
1	5274	#
1	5324	#
1	5909	#
1	5442	#
1	5831	#
1	5210	#
1	5467	#
1	6054	#
1	5906	#
1	5828	#
1	5560	#
1	5292	#
1	5519	#
1	5649	#
1	5911	#
2	4018	#
2	3730	#
2	1587	#
2	1643	#
2	2981	#
2	1624	#
2	2941	#
2	1634	#
2	2484	#
2	2391	#
2	1615	#
2	1625	#
2	1612	#
2	1648	#
2	1540	#
2	1586	#
2	3415	#
2	1509	#
2	3696	#
2	1602	#
2	1643	#
2	1539	#
2	1555	#
2	1558	#
2	1647	#
2	1540	#
2	1531	#
2	1553	#
2	3490	#
2	1512	#
2	2979	#
2	1503	#
2	3887	#
2	1594	#
2	1559	#
2	1558	#
2	1544	#
2	1582	#
2	1587	#
2	1496	#
2	1618	#
2	1625	#
2	1535	#
2	1524	#
2	1592	#
2	2390	#
2	1506	#
2	3670	#
2	1550	#
2	1609	#
2	1552	#
3	1425	#
3	1512	#
3	2797	#
3	1360	#
3	1397	#
3	1429	#
3	1461	#
3	1426	#
3	1393	#
3	3325	#
3	1412	#
3	1393	#
3	1455	#
3	1430	#
3	1483	#
3	2795	#
3	1430	#
3	3584	#
3	3190	#
3	1423	#
3	1447	#
3	3571	#
3	1469	#
3	1406	#
3	1508	#
3	1396	#
3	2788	#
3	1426	#
3	1343	#
3	1350	#
3	1427	#
3	1350	#
3	1490	#
3	1565	#
3	1456	#
3	1440	#
3	1410	#
3	1477	#
3	1471	#
3	1395	#
3	1381	#
3	1446	#
3	1360	#
3	1502	#
3	1487	#
3	1448	#
3	2767	#
3	1509	#
3	1428	#
3	1496	#
3	1534	#
4	1354	#
4	1304	#
4	1309	#
4	1267	#
4	1315	#
4	1261	#
4	1324	#
4	1321	#
4	1434	#
4	1301	#
4	1319	#
4	1353	#
4	1298	#
4	1326	#
4	1307	#
4	1406	#
4	1289	#
4	1304	#
4	1306	#
4	1276	#
4	1295	#
4	1312	#
4	1264	#
4	1265	#
4	1435	#
4	1363	#
4	1266	#
4	1383	#
4	1333	#
4	1306	#
4	1305	#
4	1423	#
4	1338	#
4	1287	#
4	1305	#
4	1345	#
4	1364	#
4	1284	#
4	1269	#
4	1352	#
4	1376	#
4	1327	#
4	1284	#
4	1309	#
4	1438	#
4	1328	#
4	1307	#
4	1354	#
4	1314	#
4	1358	#
4	1413	#
5	1299	#
5	1236	#
5	1275	#
5	1284	#
5	1241	#
5	1293	#
5	1258	#
5	1302	#
5	1293	#
5	1286	#
5	1267	#
5	1241	#
5	1284	#
5	1307	#
5	1280	#
5	1287	#
5	1314	#
5	1247	#
5	1313	#
5	1282	#
5	1284	#
5	1302	#
5	1323	#
5	1299	#
5	1298	#
5	1310	#
5	1290	#
5	1246	#
5	1250	#
5	1242	#
5	1267	#
5	1288	#
5	1316	#
5	1283	#
5	1297	#
5	1309	#
5	1271	#
5	1294	#
5	1254	#
5	1298	#
5	1284	#
5	1296	#
5	1296	#
5	1292	#
5	1293	#
5	1264	#
5	1290	#
5	1241	#
5	1262	#
5	1291	#
5	1287	#
6	1277	#
6	1263	#
6	1217	#
6	1280	#
6	1266	#
6	1235	#
6	1245	#
6	1254	#
6	1252	#
6	1293	#
6	1269	#
6	1242	#
6	1295	#
6	1278	#
6	1285	#
6	1299	#
6	1271	#
6	1265	#
6	1271	#
6	1285	#
6	1274	#
6	1254	#
6	1269	#
6	1281	#
6	1284	#
6	1225	#
6	1255	#
6	1288	#
6	1297	#
6	1287	#
6	1243	#
6	1281	#
6	1274	#
6	1226	#
6	1288	#
6	1254	#
6	1274	#
6	1286	#
6	1275	#
6	1280	#
6	1225	#
6	1286	#
6	1273	#
6	1222	#
6	1275	#
6	1277	#
6	1265	#
6	1280	#
6	1219	#
6	1257	#
6	1262	#
7	1242	#
7	1273	#
7	1251	#
7	1216	#
7	1270	#
7	1247	#
7	1227	#
7	1244	#
7	1223	#
7	1245	#
7	1225	#
7	1209	#
7	1253	#
7	1236	#
7	1256	#
7	1247	#
7	1255	#
7	1278	#
7	1255	#
7	1259	#
7	1221	#
7	1235	#
7	1236	#
7	1252	#
7	1245	#
7	1220	#
7	1247	#
7	1261	#
7	1276	#
7	1257	#
7	1244	#
7	1238	#
7	1248	#
7	1195	#
7	1260	#
7	1258	#
7	1234	#
7	1250	#
7	1252	#
7	1256	#
7	1246	#
7	1247	#
7	1236	#
7	1260	#
7	1216	#
7	1245	#
7	1244	#
7	1244	#
7	1260	#
7	1273	#
7	1261	#
8	1199	#
8	1258	#
8	1243	#
8	1251	#
8	1198	#
8	1201	#
8	1203	#
8	1250	#
8	1203	#
8	1236	#
8	1238	#
8	1195	#
8	1231	#
8	1241	#
8	1196	#
8	1209	#
8	1252	#
8	1243	#
8	1268	#
8	1229	#
8	1241	#
8	1231	#
8	1226	#
8	1238	#
8	1229	#
8	1252	#
8	1248	#
8	1207	#
8	1249	#
8	1228	#
8	1237	#
8	1247	#
8	1230	#
8	1249	#
8	1216	#
8	1238	#
8	1233	#
8	1204	#
8	1241	#
8	1219	#
8	1236	#
8	1233	#
8	1246	#
8	1240	#
8	1221	#
8	1271	#
8	1249	#
8	1233	#
8	1228	#
8	1205	#
8	1249	#
9	1178	#
9	1201	#
9	1200	#
9	1196	#
9	1212	#
9	1185	#
9	1170	#
9	1208	#
9	1193	#
9	1217	#
9	1191	#
9	1179	#
9	1207	#
9	1193	#
9	1211	#
9	1193	#
9	1179	#
9	1175	#
9	1198	#
9	1184	#
9	1183	#
9	1193	#
9	1186	#
9	1207	#
9	1194	#
9	1171	#
9	1179	#
9	1187	#
9	1176	#
9	1202	#
9	1194	#
9	1188	#
9	1187	#
9	1194	#
9	1179	#
9	1205	#
9	1195	#
9	1197	#
9	1175	#
9	1189	#
9	1186	#
9	1185	#
9	1172	#
9	1190	#
9	1187	#
9	1214	#
9	1181	#
9	1179	#
9	1180	#
9	1184	#
9	1181	#
10	1163	#
10	1184	#
10	1187	#
10	1174	#
10	1192	#
10	1183	#
10	1189	#
10	1177	#
10	1173	#
10	1175	#
10	1183	#
10	1172	#
10	1171	#
10	1177	#
10	1175	#
10	1186	#
10	1192	#
10	1173	#
10	1173	#
10	1161	#
10	1164	#
10	1177	#
10	1181	#
10	1178	#
10	1182	#
10	1196	#
10	1190	#
10	1169	#
10	1175	#
10	1191	#
10	1181	#
10	1188	#
10	1185	#
10	1168	#
10	1179	#
10	1196	#
10	1186	#
10	1187	#
10	1185	#
10	1186	#
10	1182	#
10	1187	#
10	1165	#
10	1194	#
10	1180	#
10	1176	#
10	1168	#
10	1180	#
10	1194	#
10	1177	#
10	1195	#
11	1162	#
11	1167	#
11	1179	#
11	1178	#
11	1175	#
11	1176	#
11	1171	#
11	1177	#
11	1176	#
11	1172	#
11	1178	#
11	1176	#
11	1160	#
11	1177	#
11	1168	#
11	1162	#
11	1166	#
11	1168	#
11	1166	#
11	1160	#
11	1180	#
11	1184	#
11	1183	#
11	1177	#
11	1165	#
11	1159	#
11	1178	#
11	1177	#
11	1172	#
11	1158	#
11	1175	#
11	1168	#
11	1169	#
11	1173	#
11	1175	#
11	1172	#
11	1168	#
11	1179	#
11	1172	#
11	1171	#
11	1167	#
11	1175	#
11	1175	#
11	1167	#
11	1186	#
11	1169	#
11	1170	#
11	1179	#
11	1177	#
11	1162	#
11	1158	#
12	1172	#
12	1158	#
12	1167	#
12	1151	#
12	1170	#
12	1153	#
12	1161	#
12	1156	#
12	1162	#
12	1161	#
12	1161	#
12	1172	#
