Genomes,1,2,3,4,5,6,7,8,
1,0.0,0.5133786848072562,0.5589657347067479,0.5922235248143806,0.5533276450511946,0.5906958561376074,0.5116385212231858,0.8228346456692913,
2,0.5133786848072562,0.0,0.37256702166727873,0.41782586295723856,0.3637379002233805,0.41669529371350056,0.07100859339665311,0.9079711828956541,
3,0.5589657347067479,0.37256702166727873,0.0,0.1396440445922159,0.07640211640211636,0.13793778125611422,0.3689266580454461,0.9141864001737997,
4,0.5922235248143806,0.41782586295723856,0.1396440445922159,0.0,0.164689869725841,0.0026315789473684292,0.41221241999654035,0.920686175580222,
5,0.5533276450511946,0.3637379002233805,0.07640211640211636,0.164689869725841,0.0,0.16300330674965957,0.3572232645403377,0.9130434782608696,
6,0.5906958561376074,0.41669529371350056,0.13793778125611422,0.0026315789473684292,0.16300330674965957,0.0,0.41107266435986156,0.9207661290322581,
7,0.5116385212231858,0.07100859339665311,0.3689266580454461,0.41221241999654035,0.3572232645403377,0.41107266435986156,0.0,0.9064697609001406,
8,0.8228346456692913,0.9079711828956541,0.9141864001737997,0.920686175580222,0.9130434782608696,0.9207661290322581,0.9064697609001406,0.0,
