Genomes,1,2,3,4,5,6,7,8,
1,0.0,0.7058501913613997,0.7294723294723295,0.7184387617765815,0.7124640065816537,0.7175726587728741,0.703514111787493,0.9541624536568925,
2,0.7058501913613997,0.0,0.4942358853088974,0.4730715505199441,0.4554423933800127,0.47238597579894503,0.2627331420373027,0.956865720169069,
3,0.7294723294723295,0.4942358853088974,0.0,0.24563206577595065,0.2392894461859979,0.24469178082191778,0.4875599520383693,0.9587832225913622,
4,0.7184387617765815,0.4730715505199441,0.24563206577595065,0.0,0.2111436950146628,0.004635227730753755,0.46356466876971614,0.9574536837570014,
5,0.7124640065816537,0.4554423933800127,0.2392894461859979,0.2111436950146628,0.0,0.21015023818248446,0.4451456310679611,0.9567260408698502,
6,0.7175726587728741,0.47238597579894503,0.24469178082191778,0.004635227730753755,0.21015023818248446,0.0,0.4628724578275264,0.9574948886258474,
7,0.703514111787493,0.2627331420373027,0.4875599520383693,0.46356466876971614,0.4451456310679611,0.4628724578275264,0.0,0.9561787905346187,
8,0.9541624536568925,0.956865720169069,0.9587832225913622,0.9574536837570014,0.9567260408698502,0.9574948886258474,0.9561787905346187,0.0,
