Number of genomes	Pan genome
1	1650	#
1	1663	#
1	1679	#
1	1735	#
1	1688	#
1	1601	#
1	1727	#
1	1659	#
1	1724	#
1	1670	#
1	1662	#
1	1608	#
1	1790	#
1	1740	#
1	1700	#
1	1693	#
1	1690	#
1	1721	#
1	1756	#
1	1689	#
1	1607	#
1	1654	#
1	1700	#
1	1686	#
1	1754	#
1	1695	#
1	1608	#
1	1770	#
1	1694	#
1	1718	#
1	1832	#
1	1770	#
1	1708	#
1	1877	#
1	1919	#
1	1846	#
1	1694	#
1	1691	#
1	1747	#
1	1700	#
1	1691	#
1	1850	#
1	1671	#
1	1668	#
1	1750	#
1	1685	#
1	1642	#
1	1606	#
1	1834	#
1	1692	#
1	1722	#
1	1705	#
1	1758	#
1	1741	#
1	1659	#
1	1614	#
1	1608	#
1	1804	#
1	1714	#
1	1623	#
1	1695	#
1	1669	#
1	1668	#
1	1622	#
1	1860	#
1	1690	#
1	1673	#
1	1746	#
1	1637	#
1	1625	#
1	1756	#
1	1623	#
1	1646	#
1	1784	#
1	1740	#
1	1608	#
1	1740	#
1	1823	#
1	1698	#
1	1678	#
1	1786	#
1	1692	#
1	1691	#
1	1726	#
1	1690	#
1	1696	#
1	1608	#
1	1696	#
1	1645	#
1	1604	#
1	1598	#
1	1884	#
1	1732	#
1	1692	#
1	1873	#
1	1678	#
1	1642	#
1	1712	#
1	1720	#
1	1691	#
1	1689	#
1	1598	#
1	1683	#
1	1868	#
1	1606	#
1	1728	#
1	1693	#
1	1610	#
1	1742	#
1	1695	#
1	1609	#
1	1645	#
1	1667	#
1	1774	#
1	1721	#
1	1642	#
1	1750	#
1	1638	#
1	1678	#
1	1662	#
1	1849	#
1	1732	#
1	1667	#
1	1607	#
1	1725	#
1	1696	#
1	1848	#
1	1643	#
1	1697	#
1	1878	#
1	1929	#
1	1735	#
1	1642	#
1	1666	#
1	1675	#
1	1745	#
1	1627	#
1	1713	#
1	1635	#
1	1666	#
1	1858	#
1	1725	#
1	1753	#
1	1691	#
1	1643	#
1	1784	#
1	1686	#
1	1684	#
1	1866	#
1	1697	#
1	1691	#
1	1855	#
1	1830	#
1	1650	#
1	1690	#
1	1600	#
1	1852	#
1	1696	#
1	1661	#
1	1726	#
1	1725	#
1	1677	#
1	1723	#
1	1695	#
1	1719	#
1	1741	#
1	1631	#
1	1696	#
1	1801	#
1	1685	#
1	1743	#
1	1609	#
1	1850	#
1	1671	#
1	1609	#
1	1643	#
1	1704	#
1	1751	#
1	1683	#
1	1699	#
1	1758	#
1	1714	#
1	1732	#
1	1665	#
1	1620	#
1	1694	#
1	1700	#
1	1607	#
1	1869	#
1	1692	#
1	1594	#
1	1660	#
1	1705	#
1	1609	#
1	1853	#
1	1696	#
1	1691	#
1	1604	#
1	1609	#
1	1663	#
1	1694	#
1	1825	#
1	1610	#
1	1691	#
1	1720	#
1	1851	#
1	1674	#
1	1634	#
1	1623	#
1	1650	#
1	1851	#
1	1619	#
1	1611	#
1	1695	#
1	1626	#
1	1595	#
1	1647	#
1	1600	#
1	1687	#
1	1627	#
1	1694	#
1	1946	#
1	1605	#
1	1668	#
1	1593	#
1	1661	#
1	1712	#
1	1825	#
1	1742	#
1	1684	#
1	1696	#
1	1629	#
1	1768	#
1	1647	#
2	1896	#
2	1931	#
2	1997	#
2	2104	#
2	2116	#
2	1973	#
2	2111	#
2	1892	#
2	1857	#
2	1931	#
2	1962	#
2	1903	#
2	1820	#
2	2077	#
2	2110	#
2	1837	#
2	1792	#
2	2083	#
2	1796	#
2	2089	#
2	2044	#
2	2047	#
2	2039	#
2	1873	#
2	2089	#
2	1945	#
2	2089	#
2	1914	#
2	2154	#
2	2098	#
2	1974	#
2	1894	#
2	1893	#
2	1793	#
2	1941	#
2	1866	#
2	2182	#
2	2037	#
2	1932	#
2	1887	#
2	2222	#
2	2108	#
2	2007	#
2	1901	#
2	2120	#
2	1865	#
2	2061	#
2	2052	#
2	2222	#
2	1955	#
2	2051	#
2	2045	#
2	2063	#
2	2118	#
2	1903	#
2	1926	#
2	2057	#
2	2121	#
2	2055	#
2	2117	#
2	1893	#
2	2209	#
2	2048	#
2	2053	#
2	1736	#
2	1968	#
2	1886	#
2	2120	#
2	2023	#
2	1916	#
2	2026	#
2	1883	#
2	2106	#
2	1911	#
2	1973	#
2	1943	#
2	1971	#
2	1858	#
2	1892	#
2	2154	#
2	2046	#
2	1838	#
2	1752	#
2	1969	#
2	1940	#
2	1761	#
2	1941	#
2	1967	#
2	2194	#
2	1849	#
2	1777	#
2	1961	#
2	2119	#
2	2055	#
2	2068	#
2	2160	#
2	2108	#
2	2059	#
2	2022	#
2	1932	#
2	2163	#
2	2046	#
2	2112	#
2	1879	#
2	1934	#
2	1858	#
2	2102	#
2	1731	#
2	1926	#
2	1906	#
2	2016	#
2	2046	#
2	1916	#
2	2048	#
2	1912	#
2	1924	#
2	2146	#
2	1897	#
2	1745	#
2	2035	#
2	2084	#
2	2146	#
2	1922	#
2	1914	#
2	1951	#
2	1931	#
2	1973	#
2	2009	#
2	1946	#
2	1898	#
2	1880	#
2	2127	#
2	2049	#
2	1857	#
2	2212	#
2	1913	#
2	2115	#
2	1631	#
2	2092	#
2	1855	#
2	1998	#
2	2092	#
2	2158	#
2	1860	#
2	1947	#
2	2035	#
2	1983	#
2	1893	#
2	1628	#
2	1928	#
2	1898	#
2	1972	#
2	1899	#
2	1814	#
2	1893	#
2	2107	#
2	1943	#
2	2168	#
2	2050	#
2	2049	#
2	2226	#
2	2043	#
2	2056	#
2	2226	#
2	2053	#
2	2189	#
2	1964	#
2	2040	#
2	1895	#
2	1901	#
2	2056	#
2	2112	#
2	1910	#
