Homology group id,Class,Genome 1,Genome 2,Genome 3,Genome 4,Genome 5,Genome 6,Genome 7,Genome 8,Genome 9
2034379,accessory,0,1,1,0,0,0,0,1,0
2034382,accessory,0,1,1,0,0,0,0,1,0
2034386,accessory,0,1,0,0,0,0,0,0,1
2034387,accessory,0,1,1,0,0,0,0,1,1
2034394,accessory,0,1,1,0,0,0,0,1,0
2034398,accessory,0,1,1,0,0,0,0,1,0
2034399,accessory,0,1,1,0,0,0,0,1,1
2034400,accessory,0,1,1,0,0,0,0,1,0
2034401,accessory,0,1,1,0,0,0,0,1,0
2034402,accessory,0,1,1,0,0,0,0,1,0
2034403,accessory,0,1,1,0,0,0,0,1,0
2034405,accessory,0,1,1,0,0,0,0,1,1
2034406,accessory,0,1,1,0,0,0,0,1,1
2034407,accessory,0,1,1,0,0,0,0,1,1
2034411,accessory,0,1,1,0,0,0,0,1,1
2034412,accessory,0,1,1,0,0,0,1,1,0
2034413,accessory,0,1,1,0,0,0,1,1,1
2034414,accessory,0,1,1,0,0,0,0,1,1
2034415,accessory,0,1,1,0,0,0,0,1,1
2034416,accessory,0,1,1,0,0,0,0,1,1
2034417,accessory,0,1,1,0,0,0,0,1,1
2034421,accessory,0,1,1,0,0,0,0,1,1
2034422,accessory,0,1,1,0,0,0,0,1,1
2034423,accessory,0,1,1,0,0,0,0,1,1
2034424,accessory,0,1,1,0,0,1,1,1,1
2034425,accessory,0,1,1,0,0,0,0,1,1
2034426,accessory,0,1,1,0,0,0,0,1,1
2034427,accessory,0,1,1,0,0,0,0,1,0
2034428,accessory,0,1,1,0,0,0,0,1,1
2034429,accessory,0,1,1,0,0,0,0,1,1
2034430,accessory,0,1,1,0,0,1,1,1,1
2034432,accessory,0,1,1,0,0,1,1,1,1
2034434,accessory,0,1,1,0,0,0,0,1,1
2034435,accessory,0,1,1,0,0,1,1,1,1
2034436,accessory,0,1,1,0,0,1,1,1,1
2034449,accessory,0,1,1,0,0,1,1,1,1
2034452,accessory,0,1,1,0,0,1,1,1,1
2034455,accessory,0,1,1,0,0,0,0,0,1
2034460,accessory,0,1,1,0,0,0,0,1,1
2034461,accessory,0,1,1,0,0,0,0,1,1
2034464,accessory,0,1,1,0,0,1,1,1,1
2034466,accessory,0,1,1,0,0,0,0,0,1
2034467,accessory,0,1,1,0,0,0,0,1,1
2034468,accessory,0,1,1,0,0,0,0,1,1
2034471,accessory,0,1,1,0,0,1,1,1,1
2034472,accessory,0,1,1,0,0,1,1,1,1
2034539,accessory,0,1,1,0,0,1,1,1,1
2034542,accessory,0,1,1,0,0,0,0,1,1
2034544,accessory,0,1,1,0,0,1,1,1,1
2034547,accessory,0,1,1,0,0,0,0,1,1
2034548,accessory,0,0,0,0,0,1,1,0,0
2034552,accessory,0,1,1,0,0,0,0,1,1
2034553,accessory,0,1,1,0,0,0,0,1,1
2034561,accessory,0,1,1,0,0,1,1,1,1
2034562,accessory,0,1,1,0,0,0,0,1,1
2034564,accessory,0,1,1,0,0,0,0,1,1
2034566,accessory,0,1,1,0,0,0,0,1,1
2034567,accessory,0,0,0,0,0,1,1,0,0
2034568,accessory,0,1,1,0,0,0,0,1,1
2034569,accessory,0,0,0,0,0,1,1,0,0
2034571,accessory,0,1,0,0,0,0,0,1,0
2034573,accessory,0,1,1,0,0,0,0,1,1
2034574,accessory,0,1,1,0,0,0,0,1,0
2034576,accessory,0,1,1,0,0,0,0,1,0
2034577,accessory,0,1,0,0,0,0,0,0,1
2034578,accessory,0,0,1,0,0,0,0,1,0
2034579,accessory,0,1,1,0,0,0,0,1,1
2034589,accessory,0,1,1,0,0,0,1,1,1
2034593,accessory,0,1,1,0,0,1,1,1,1
2034594,accessory,0,1,1,0,0,1,1,1,1
2034595,accessory,0,1,1,0,0,1,1,1,1
2034596,accessory,0,1,1,0,0,1,1,1,1
2034605,accessory,0,1,1,0,0,1,1,1,1
2034611,accessory,0,1,1,0,0,1,1,1,1
2034613,accessory,0,1,1,0,0,0,0,1,1
2034617,accessory,0,1,0,0,0,0,0,1,1
2034623,accessory,0,1,1,0,0,0,0,1,1
2034624,accessory,0,0,0,0,0,1,1,0,0
2034625,accessory,0,1,1,0,0,0,0,1,1
2034626,accessory,0,0,0,0,0,1,1,0,0
2034628,accessory,0,1,1,0,0,1,1,1,1
2034634,accessory,0,1,1,0,0,0,0,1,1
2034635,accessory,0,1,1,1,0,1,1,1,1
2034637,accessory,0,1,1,0,0,0,0,1,1
2034639,accessory,0,1,1,0,0,0,0,1,0
2034640,accessory,0,1,1,0,0,0,0,1,1
2034645,accessory,0,1,1,0,0,0,0,1,0
2034647,accessory,0,1,1,0,0,0,0,1,1
2034651,accessory,0,1,1,0,0,0,1,1,1
2034652,accessory,0,1,1,0,0,0,0,1,1
2034659,accessory,0,1,0,0,0,0,0,1,0
2034668,accessory,0,1,1,0,0,0,0,1,1
2034671,accessory,0,1,0,0,0,0,0,1,0
2034688,accessory,0,1,0,0,0,0,0,1,0
2034693,accessory,0,1,1,0,0,0,1,1,0
2034712,accessory,0,1,0,0,0,0,0,0,1
2034716,accessory,0,1,0,0,0,2,2,0,0
2034730,accessory,0,1,1,0,0,0,0,1,1
2034734,accessory,0,1,1,0,0,0,0,1,1
2034735,accessory,0,1,1,0,0,1,1,1,1
2034736,accessory,0,1,1,0,0,1,1,1,1
2034739,accessory,0,1,0,0,0,0,0,0,1
2034741,accessory,0,1,1,0,0,0,0,1,1
2034748,accessory,0,1,1,0,0,1,1,1,1
2034749,accessory,0,1,1,0,0,1,1,1,1
2034750,accessory,0,1,1,0,0,0,0,1,1
2034751,accessory,0,1,1,0,0,0,0,1,1
2034752,accessory,0,1,1,0,0,1,0,1,1
2034753,accessory,0,1,1,0,0,1,1,1,1
2034754,accessory,0,1,0,0,0,0,0,1,1
2034755,accessory,0,1,0,0,0,0,0,1,0
2034756,accessory,0,1,1,0,0,0,0,0,1
2034758,accessory,0,1,1,0,0,0,0,1,1
2034759,accessory,0,1,1,0,0,0,0,0,0
2034760,accessory,0,1,1,0,0,1,1,1,1
2034761,accessory,0,1,1,0,0,0,0,0,1
2034762,accessory,0,1,1,0,0,0,0,1,1
2034763,accessory,0,1,1,0,0,0,0,1,1
2034764,accessory,0,1,1,0,0,0,0,1,1
2034775,accessory,0,1,0,0,0,0,0,0,1
2034780,accessory,0,1,1,0,0,1,1,1,1
2034781,accessory,0,1,1,0,0,0,0,1,1
2034782,accessory,0,1,1,0,0,1,1,1,1
2034783,accessory,0,1,1,0,0,1,1,1,1
2034793,accessory,0,1,0,0,0,0,0,0,1
2034794,accessory,0,1,0,0,0,0,0,1,0
2034795,accessory,0,1,1,0,0,0,0,1,1
2034796,accessory,0,1,1,0,0,0,0,0,1
2034797,accessory,0,1,1,0,0,0,0,1,1
2034800,accessory,0,1,1,0,0,0,0,1,1
2034804,accessory,0,1,1,0,0,1,1,1,1
2034805,accessory,0,1,1,0,0,1,1,1,1
2034806,accessory,0,1,1,1,0,1,1,1,1
2034809,accessory,0,1,1,0,0,0,0,0,0
2034817,accessory,0,1,1,0,0,1,1,1,1
2034818,accessory,0,1,1,0,0,0,1,1,0
2034823,accessory,0,1,1,0,0,0,0,1,1
2034824,accessory,0,1,1,0,0,0,0,1,1
2034825,accessory,0,1,1,0,0,0,0,1,1
2034826,accessory,0,1,1,0,0,1,1,1,1
2034827,accessory,0,1,1,0,0,1,1,1,1
2034829,accessory,0,1,1,0,0,1,1,1,1
2034830,accessory,0,1,1,0,0,1,1,1,1
2034831,accessory,0,1,1,0,0,1,1,1,1
2034833,accessory,0,1,1,0,0,1,1,1,1
2034834,accessory,0,1,1,0,0,0,0,1,1
2034836,accessory,0,1,1,0,0,0,0,1,1
2034837,accessory,0,1,1,0,0,0,0,0,0
2034838,accessory,0,0,0,0,0,0,0,1,1
2034839,accessory,0,1,1,0,0,1,1,1,1
2034840,accessory,0,1,1,0,0,1,1,1,1
2034841,accessory,0,1,1,0,0,1,1,1,1
2034842,accessory,0,1,1,0,0,0,0,1,1
2034844,accessory,0,1,1,0,0,0,0,1,1
2034845,accessory,0,1,1,0,0,0,0,1,1
2034847,accessory,0,1,1,0,0,1,1,1,1
2034848,accessory,0,1,1,0,0,1,1,1,1
2034849,accessory,0,1,1,0,0,1,1,1,1
2034850,accessory,0,1,1,0,0,0,0,1,1
2034851,accessory,0,0,0,0,0,1,1,0,0
2034852,accessory,0,1,1,0,0,0,0,1,1
2034853,accessory,0,1,1,0,0,0,0,1,1
2034854,accessory,0,1,0,0,0,0,0,1,0
2034856,accessory,0,1,1,0,0,0,0,1,1
2034857,accessory,0,1,1,0,0,0,0,1,0
2034859,accessory,0,1,1,0,0,0,0,0,1
2034860,accessory,0,1,1,0,0,0,0,0,0
2034862,accessory,0,1,1,0,0,1,1,1,1
2034869,accessory,0,1,1,0,0,0,0,1,1
2034872,accessory,0,1,1,0,0,1,1,1,1
2034874,accessory,0,1,0,0,0,0,0,0,1
2034875,accessory,0,1,0,0,0,0,0,1,1
2034876,accessory,0,1,1,0,0,0,0,1,1
2034877,accessory,0,1,1,0,0,0,0,1,1
2034881,accessory,0,1,1,0,0,0,0,1,1
2034882,accessory,0,1,1,0,0,0,0,1,1
2034885,accessory,0,1,1,0,0,0,0,1,0
2034889,accessory,0,1,1,0,0,0,0,1,1
2034892,accessory,0,1,1,0,0,0,0,1,1
2034893,accessory,0,1,1,0,0,1,1,1,1
2034894,accessory,0,1,1,0,0,1,1,1,1
2034896,accessory,0,1,1,0,0,1,1,1,1
2034901,accessory,0,1,1,0,0,0,0,1,1
2034902,accessory,0,0,0,0,0,1,1,0,0
2034903,accessory,0,1,1,0,0,0,0,1,1
2034904,accessory,0,1,1,0,0,0,0,1,1
2034905,accessory,0,1,1,0,0,0,0,0,1
2034906,accessory,0,0,0,0,0,1,1,1,0
2034911,accessory,0,1,1,0,0,0,0,1,0
2034913,accessory,0,1,1,0,0,1,1,1,1
2034917,accessory,0,1,1,0,0,1,1,1,1
2034918,accessory,0,1,0,0,0,0,0,1,0
2034919,accessory,0,0,1,0,0,0,0,0,1
2034921,accessory,0,1,1,0,0,0,0,1,1
2034922,accessory,0,1,1,0,0,0,0,0,0
2034925,accessory,0,1,1,0,0,1,1,1,1
2034926,accessory,0,1,1,0,0,0,0,1,1
2034930,accessory,0,1,1,0,0,0,0,1,1
2034932,accessory,0,1,1,0,0,1,1,1,1
2034938,accessory,0,1,1,0,0,0,0,1,1
2034943,accessory,0,1,1,0,0,0,0,1,1
2034944,accessory,0,1,1,0,0,0,0,1,1
2034947,accessory,0,1,1,0,0,0,0,1,0
2034949,accessory,0,1,1,0,0,0,0,1,0
2034951,accessory,0,1,1,0,0,0,0,1,1
2034952,accessory,0,1,1,0,0,0,0,1,1
2034956,accessory,0,1,1,0,0,1,1,1,1
2034957,accessory,0,1,1,0,0,1,1,1,1
2034958,accessory,0,1,1,0,0,0,0,1,0
2034959,accessory,0,1,1,0,0,0,0,1,1
2034960,accessory,0,1,1,0,0,1,1,1,1
2034961,accessory,0,1,1,0,0,0,0,1,1
2034962,accessory,0,1,1,0,0,0,0,1,1
2034964,accessory,0,1,1,0,0,0,0,1,0
2034965,accessory,0,1,1,0,0,0,0,1,1
2034966,accessory,0,1,1,0,0,0,0,1,1
2034967,accessory,0,1,1,0,0,0,1,1,0
2034968,accessory,0,1,1,0,0,0,0,1,1
2034969,accessory,0,1,1,0,0,1,1,1,1
2034970,accessory,0,1,1,0,0,0,0,1,1
2034971,accessory,0,1,1,0,0,0,0,1,1
2034973,accessory,0,1,1,0,0,0,0,1,0
2034974,accessory,0,1,1,0,0,1,1,1,1
2034975,accessory,0,1,1,0,0,0,0,1,1
2034978,accessory,0,1,1,0,0,0,0,1,1
2034979,accessory,0,1,1,0,0,0,0,1,0
2034983,accessory,0,1,0,0,0,0,0,1,0
2034984,accessory,0,0,1,0,0,0,0,0,1
2034985,accessory,0,1,1,0,0,0,0,1,1
2034986,accessory,0,1,1,0,0,0,0,1,1
2034991,accessory,0,1,1,0,0,0,0,1,0
2034992,accessory,0,1,1,0,0,0,0,1,1
2034993,accessory,0,1,0,0,0,0,0,1,0
2034994,accessory,0,1,1,0,0,0,0,1,1
2034995,accessory,0,1,1,0,0,0,0,1,0
2034996,accessory,0,1,1,0,0,0,0,1,0
2034997,accessory,0,1,1,0,0,0,0,1,0
2034998,accessory,0,1,1,0,0,0,0,1,0
2034999,accessory,0,1,1,0,0,0,0,1,1
2035001,accessory,0,1,1,0,0,0,0,1,1
2035005,accessory,0,1,0,0,0,0,0,0,1
2035009,accessory,0,1,1,0,0,0,0,1,1
2035011,accessory,0,1,1,0,0,0,0,1,1
2035013,accessory,0,1,1,0,0,0,0,1,1
2035014,accessory,0,0,1,0,0,0,0,1,0
2035016,accessory,0,0,1,0,0,0,0,1,1
2035017,accessory,0,0,1,0,0,0,0,1,1
2035021,accessory,0,0,1,0,0,0,0,1,1
2035029,accessory,0,0,1,0,0,0,0,1,0
2035049,accessory,0,0,1,0,0,0,0,1,0
2035059,accessory,0,0,1,0,0,0,0,1,0
2035060,accessory,0,0,1,0,0,0,0,1,0
2035063,accessory,0,0,1,0,0,0,0,1,0
2035064,accessory,0,0,1,0,0,0,0,1,0
2035068,accessory,0,0,1,0,0,0,0,1,0
2035074,accessory,0,0,1,0,0,0,0,1,1
2035075,accessory,0,0,1,0,0,0,0,1,0
2035077,accessory,0,0,1,0,0,0,0,1,1
2035081,accessory,0,0,1,0,0,0,0,1,0
2035084,accessory,0,0,1,0,0,0,0,1,0
2035086,accessory,0,0,1,0,0,0,0,1,0
2035091,accessory,0,0,1,0,0,0,0,1,0
2035092,accessory,0,0,1,0,0,0,0,1,0
2035093,accessory,0,0,1,0,0,0,0,1,1
2035094,accessory,0,0,1,0,0,0,0,1,1
2035095,accessory,0,0,1,0,0,0,0,1,1
2035100,accessory,0,0,1,0,0,0,0,0,1
2035102,accessory,0,0,1,0,0,0,0,1,0
2035103,accessory,0,0,1,0,0,0,0,1,1
2035104,accessory,0,0,1,0,0,0,0,1,0
2035105,accessory,0,0,1,0,0,0,0,1,0
2035108,accessory,0,0,1,0,0,0,0,0,1
2035112,accessory,0,0,1,0,0,0,0,1,0
2035113,accessory,0,0,1,0,0,0,0,1,0
2035114,accessory,0,0,1,0,0,0,0,1,0
2035115,accessory,0,0,1,0,0,0,0,1,0
2035120,accessory,0,0,1,0,0,0,0,1,0
2035122,accessory,0,0,1,0,0,0,0,1,1
2035123,accessory,0,0,1,0,0,0,0,1,1
2035124,accessory,0,0,1,0,0,0,0,1,0
2035130,accessory,0,0,1,0,0,0,0,1,0
2035132,accessory,0,0,1,0,0,0,0,1,1
2035133,accessory,0,0,1,0,0,0,0,1,0
2035136,accessory,0,0,1,0,0,0,0,1,0
2035137,accessory,0,0,1,0,0,0,0,1,0
2035138,accessory,0,0,1,0,0,0,0,1,1
2035143,accessory,0,0,1,0,0,0,0,0,1
2035144,accessory,0,0,1,0,0,0,0,1,0
2035145,accessory,0,0,1,0,0,0,0,1,0
2035146,accessory,0,0,1,0,0,0,0,1,0
2035148,accessory,0,0,1,0,0,0,0,1,1
2035153,accessory,0,0,1,0,0,0,0,1,0
2035159,accessory,0,0,1,0,0,0,0,1,0
2035161,accessory,0,0,1,0,0,0,0,1,0
2035167,accessory,0,0,1,0,0,0,0,1,1
2035175,accessory,0,0,1,0,0,0,0,0,1
2035177,accessory,0,0,1,0,0,0,0,1,0
2035178,accessory,0,0,1,0,0,0,0,1,0
2035181,accessory,0,0,1,0,0,1,1,1,1
2035182,accessory,0,0,1,0,0,0,0,1,0
2035185,accessory,0,0,1,0,0,0,0,1,0
2035189,accessory,0,0,1,0,0,0,0,1,0
2035190,accessory,0,0,1,0,0,0,0,1,0
2035191,accessory,0,0,1,0,0,0,1,1,0
2035193,accessory,0,0,1,0,0,0,0,1,0
2035194,accessory,0,0,1,0,0,0,0,1,0
2035195,accessory,0,0,1,0,0,0,0,1,0
2035197,accessory,0,0,1,0,0,0,0,1,0
2035203,accessory,0,0,1,0,0,0,0,1,1
2035204,accessory,0,0,1,0,0,0,0,1,1
2035208,accessory,0,0,1,0,0,0,0,0,1
2035214,accessory,0,0,1,0,0,0,0,1,0
2035215,accessory,0,0,1,0,0,0,0,1,0
2035217,accessory,0,0,1,0,0,0,0,1,1
2035218,accessory,0,0,1,0,0,0,0,0,1
2035219,accessory,0,0,1,0,0,0,0,1,1
2035221,accessory,0,0,1,0,0,0,0,1,0
2035224,accessory,0,0,1,0,0,0,0,1,1
2035225,accessory,0,0,1,0,0,0,0,0,1
2035237,accessory,0,0,1,0,0,0,0,1,0
2035238,accessory,0,0,1,0,0,0,0,1,0
2035239,accessory,0,0,1,0,0,0,0,1,0
2035242,accessory,0,0,1,0,0,0,0,1,0
2035252,accessory,0,0,1,0,0,0,0,0,1
2035253,accessory,0,0,1,0,0,0,0,0,1
2035254,accessory,0,0,1,0,0,0,0,0,1
2035255,accessory,0,0,1,0,0,0,0,0,1
2035256,accessory,0,0,1,0,0,0,0,0,1
2035257,accessory,0,0,1,0,0,0,0,0,1
2035261,accessory,0,0,1,0,0,1,0,0,0
2035262,accessory,0,0,1,0,0,0,0,0,1
2035265,accessory,0,0,1,0,0,0,0,0,1
2035266,accessory,0,0,1,0,0,0,0,0,1
2035267,accessory,0,0,1,0,0,0,0,0,1
2035268,accessory,0,0,1,0,0,0,0,0,1
2035270,accessory,0,0,1,0,0,0,0,1,0
2035271,accessory,0,0,1,0,0,0,0,1,1
2035274,accessory,0,0,1,0,0,0,0,1,1
2035276,accessory,0,0,1,0,0,0,0,1,1
2035278,accessory,0,0,1,0,0,0,0,1,0
2035280,accessory,0,0,1,0,0,0,0,1,0
2035281,accessory,0,0,1,0,0,0,0,1,1
2035282,accessory,0,0,1,0,0,0,0,1,0
2035283,accessory,0,0,1,0,0,0,0,1,0
2035284,accessory,0,0,1,0,0,0,0,1,1
2035285,accessory,0,0,1,0,0,0,0,1,1
2035286,accessory,0,0,1,0,0,0,0,1,1
2035287,accessory,0,0,1,0,0,0,0,0,1
2035288,accessory,0,0,1,0,0,0,0,1,1
2035289,accessory,0,0,1,0,0,0,0,1,1
2035290,accessory,0,0,1,0,0,0,0,1,1
2035293,accessory,0,0,1,0,0,0,0,1,0
2035295,accessory,0,0,1,0,0,0,0,1,0
2035298,accessory,0,0,1,0,0,0,0,1,0
2035299,accessory,0,0,1,0,0,0,0,1,1
2035300,accessory,0,0,1,0,0,0,0,1,0
2035305,accessory,0,0,1,0,0,0,0,1,1
2035306,accessory,0,0,1,0,0,0,0,1,0
2035307,accessory,0,0,1,0,0,0,0,1,1
2035308,accessory,0,0,1,0,0,0,0,1,1
2035309,accessory,0,0,1,0,0,0,1,1,1
2035311,accessory,0,0,1,0,0,0,0,1,0
2035312,accessory,0,0,1,0,0,0,0,1,0
2035313,accessory,0,0,1,0,0,0,0,1,0
2035314,accessory,0,0,1,0,0,0,0,1,0
2035315,accessory,0,0,1,0,0,0,0,1,1
2035316,accessory,0,0,1,0,0,0,0,1,1
2035323,accessory,0,0,1,0,0,0,0,1,0
2035325,accessory,0,0,1,0,0,0,0,1,1
2035326,accessory,0,0,1,0,0,0,0,1,0
2035329,accessory,0,0,1,0,0,0,0,1,0
2035330,accessory,0,0,1,0,0,0,0,1,0
2035333,accessory,0,0,1,0,0,0,0,0,1
2035336,accessory,0,0,1,0,0,0,0,1,0
2035337,accessory,0,0,1,0,0,0,0,1,1
2035338,accessory,0,0,1,0,0,0,0,1,0
2035347,accessory,0,0,1,0,0,0,0,1,1
2035348,accessory,0,0,1,0,0,0,0,1,1
2035349,accessory,0,0,1,0,0,0,0,1,1
2035350,accessory,0,0,1,0,0,0,0,1,1
2035353,accessory,0,0,1,0,0,0,0,1,0
2035356,accessory,0,0,1,0,0,0,0,1,0
2035363,accessory,0,0,1,0,0,0,0,1,1
2035364,accessory,0,0,1,0,0,0,0,1,1
2035365,accessory,0,0,1,0,0,0,0,0,1
2035367,accessory,0,0,1,0,0,0,0,1,1
2035369,accessory,0,0,1,0,0,0,0,0,1
2035373,accessory,0,0,1,0,0,0,0,1,0
2035374,accessory,0,0,1,0,0,0,0,1,1
2035375,accessory,0,0,1,0,0,0,0,1,0
2035376,accessory,0,0,1,0,0,0,0,1,1
2035377,accessory,0,0,1,0,0,0,0,1,0
2035378,accessory,0,0,1,0,0,0,0,1,1
2035380,accessory,0,0,1,0,0,0,0,0,1
2035381,accessory,0,0,1,0,0,0,0,0,1
2035382,accessory,0,0,1,0,0,0,0,1,1
2035383,accessory,0,0,1,0,0,0,0,1,1
2035387,accessory,0,0,1,0,0,0,0,1,0
2035392,accessory,0,0,1,0,0,0,0,1,1
2035393,accessory,0,0,1,0,0,0,0,1,0
2035394,accessory,0,0,1,0,0,0,0,1,0
2035395,accessory,0,0,1,0,0,0,0,1,0
2035396,accessory,0,0,1,0,0,0,0,1,1
2035397,accessory,0,0,1,0,0,0,0,1,1
2035398,accessory,0,0,1,0,0,0,0,1,1
2035404,accessory,0,0,1,0,0,0,0,1,0
2035409,accessory,0,0,1,0,0,0,0,1,0
2035410,accessory,0,0,1,0,0,0,0,1,0
2035411,accessory,0,0,1,0,0,0,0,1,0
2035414,accessory,0,0,1,0,0,0,0,1,1
2035415,accessory,0,0,1,0,0,1,1,1,1
2035416,accessory,0,0,1,0,0,0,0,1,1
2035418,accessory,0,0,1,0,0,0,0,1,1
2035419,accessory,0,0,1,0,0,0,0,1,1
2035423,accessory,0,0,1,0,0,0,0,1,0
2035424,accessory,0,0,1,0,0,0,0,1,0
2035426,accessory,0,0,1,0,0,0,0,1,0
2035427,accessory,0,0,1,0,0,0,0,1,0
2035432,accessory,0,0,1,0,0,0,0,1,1
2035434,accessory,0,0,1,0,0,0,0,1,1
2035436,accessory,0,0,1,0,0,0,0,1,0
2035438,accessory,0,0,1,0,0,0,0,1,1
2035440,accessory,0,0,1,0,0,0,0,1,0
2035441,accessory,0,0,1,0,0,0,0,1,0
2035442,accessory,0,0,1,0,0,0,0,1,0
2035443,accessory,0,0,1,0,0,0,0,1,0
2035444,accessory,0,0,1,0,0,0,0,1,1
2035445,accessory,0,0,1,0,0,0,0,1,1
2035446,accessory,0,0,1,0,0,0,0,1,1
2035447,accessory,0,0,1,0,0,0,0,0,1
2035448,accessory,0,0,1,0,0,0,0,1,0
2035450,accessory,0,0,1,0,0,0,0,1,0
2035451,accessory,0,0,1,0,0,0,0,1,0
2035452,accessory,0,0,1,0,0,0,0,1,1
2035453,accessory,0,0,1,0,0,0,0,1,1
2035456,accessory,0,0,1,0,0,0,0,1,1
2035457,accessory,0,0,1,0,0,0,0,1,0
2035459,accessory,0,0,1,0,0,0,0,1,0
2035460,accessory,0,0,1,0,0,0,0,1,0
2035464,accessory,0,0,1,0,0,0,0,1,0
2035468,accessory,0,0,1,0,0,0,0,1,0
2035471,accessory,0,0,1,0,0,0,0,1,0
2035486,accessory,0,0,1,0,0,0,0,1,1
2035490,accessory,0,0,1,0,0,0,0,1,0
2035491,accessory,0,0,1,0,0,0,0,1,1
2035493,accessory,0,0,1,0,0,0,0,1,0
2035495,accessory,0,0,1,0,0,0,0,1,0
2035496,accessory,0,0,1,0,0,0,0,1,0
2035501,accessory,0,0,1,0,0,0,0,1,0
2035504,accessory,0,0,1,0,0,1,0,0,1
2035506,accessory,0,0,1,0,0,0,0,1,1
2035507,accessory,0,0,1,0,0,0,0,1,1
2035508,accessory,0,0,1,0,0,0,0,1,0
2035509,accessory,0,0,1,0,0,0,0,1,1
2035510,accessory,0,0,1,0,0,0,0,1,0
2035512,accessory,0,0,1,0,0,0,0,1,0
2035513,accessory,0,0,1,0,0,0,0,1,0
2035514,accessory,0,0,1,0,0,0,0,1,1
2035515,accessory,0,0,1,0,0,0,0,1,1
2035516,accessory,0,0,1,0,0,0,0,0,1
2035518,accessory,0,0,1,0,0,0,0,1,1
2035519,accessory,0,0,1,0,0,0,0,1,0
2035529,accessory,0,0,1,0,0,1,1,1,1
2035532,accessory,0,0,1,0,0,0,0,1,0
2035534,accessory,0,0,1,0,0,0,0,0,1
2035535,accessory,0,0,1,0,0,0,0,1,1
2035537,accessory,0,0,1,0,0,0,0,1,0
2035541,accessory,0,0,1,0,0,0,0,1,1
2035545,accessory,0,0,1,0,0,0,0,1,1
2035547,accessory,0,0,1,0,0,0,0,1,1
2035551,accessory,0,0,1,0,0,0,0,1,0
2035554,accessory,0,0,1,0,0,0,0,1,0
2035555,accessory,0,0,1,0,0,0,0,1,0
2035556,accessory,0,0,1,0,0,0,0,1,1
2035558,accessory,0,0,1,0,0,0,0,1,0
2035559,accessory,0,0,1,0,0,0,0,1,0
2035560,accessory,0,0,1,0,0,0,0,1,0
2035564,accessory,0,0,1,0,0,0,0,1,1
2035565,accessory,0,0,1,0,0,0,0,1,0
2035566,accessory,0,0,1,0,0,0,0,1,0
2035567,accessory,0,0,1,0,0,0,0,1,1
2035568,accessory,0,0,1,0,0,0,0,1,1
2035569,accessory,0,0,1,0,0,0,0,1,1
2035572,accessory,0,0,1,0,0,0,0,0,1
2035573,accessory,0,0,1,0,0,0,0,1,0
2035576,accessory,0,0,1,0,0,0,0,1,1
2035578,accessory,0,0,1,0,0,0,0,1,1
2035579,accessory,0,0,1,0,0,0,0,1,0
2035580,accessory,0,0,1,0,0,0,0,1,0
2035583,accessory,0,0,1,0,0,0,0,1,0
2035584,accessory,0,0,1,0,0,0,0,1,0
2035585,accessory,0,0,1,0,0,0,0,1,0
2035587,accessory,0,0,1,0,0,0,0,1,1
2035588,accessory,0,0,1,0,0,0,0,1,1
2035589,accessory,0,0,1,0,0,0,0,1,0
2035590,accessory,0,0,1,0,0,0,0,1,0
2035591,accessory,0,0,1,0,0,0,0,1,0
2035593,accessory,0,0,1,0,0,0,0,1,1
2035594,accessory,0,0,1,0,0,0,0,1,1
2035596,accessory,0,0,1,0,0,0,0,1,1
2035597,accessory,0,0,1,0,0,0,0,1,1
2035599,accessory,0,0,1,0,0,0,0,1,0
2035600,accessory,0,0,1,0,0,0,0,1,0
2035601,accessory,0,0,1,0,0,0,0,1,0
2035604,accessory,0,0,1,0,0,0,1,0,0
2035606,accessory,0,0,1,0,0,0,0,1,0
2035607,accessory,0,0,1,0,0,0,0,1,0
2035609,accessory,0,0,1,0,0,0,0,1,0
2035613,accessory,0,0,1,0,0,0,0,1,0
2035616,accessory,0,0,1,0,0,0,0,1,0
2035621,accessory,0,0,1,0,0,0,0,1,0
2035622,accessory,0,0,1,0,0,0,0,1,0
2035624,accessory,0,0,1,0,0,0,0,1,1
2035625,accessory,0,0,1,0,0,0,0,1,1
2035629,accessory,0,0,1,0,0,0,0,1,1
2035631,accessory,0,0,1,0,0,0,0,1,1
2035634,accessory,0,0,1,0,0,0,0,1,1
2035636,accessory,0,0,1,0,0,0,0,1,1
2035640,accessory,0,0,1,0,0,0,0,1,0
2035642,accessory,0,0,1,0,0,0,0,1,0
2035643,accessory,0,0,1,0,0,0,0,1,0
2035645,accessory,0,0,1,0,0,0,0,1,1
2035646,accessory,0,0,1,0,0,0,0,1,0
2035648,accessory,0,0,1,0,0,0,0,1,0
2035649,accessory,0,0,1,0,0,0,0,1,0
2035650,accessory,0,0,1,0,0,0,0,0,1
2035651,accessory,0,0,1,0,0,0,0,1,0
2035652,accessory,0,0,1,0,0,0,0,1,0
2035658,accessory,0,0,1,0,0,0,0,1,1
2035659,accessory,0,0,1,0,0,0,0,1,0
2035662,accessory,0,0,1,0,0,0,0,1,1
2035664,accessory,0,0,1,0,0,0,0,0,1
2035667,accessory,0,0,1,0,0,0,0,1,0
2035672,accessory,0,0,1,0,0,0,0,1,1
2035674,accessory,0,0,1,0,0,0,0,1,0
2035677,accessory,0,0,1,0,0,0,0,1,1
