1	3951
2	3808
3	3777
4	3697
5	3649
6	3581
7	3440
8	3415
9	3375
10	3354
11	3351
12	3267
13	3261
14	3258
15	3257
16	3255
17	3253
18	3250
19	3248
20	3245
21	3244
22	3242
23	3235
24	3229
25	3228
26	3228
27	3182
28	3182
29	3180
30	3178
31	3177
32	3176
33	3163
34	3163
35	3163
36	3163
37	3163
38	3162
39	3160
40	3152
41	3152
42	3134
43	3132
44	3131
45	3128
46	3124
47	3110
48	3106
49	3103
50	3053
51	3053
52	3053
53	3051
54	3049
55	3046
56	3011
