Number of genomes	Core genome
1	3912	#
1	3950	#
1	4065	#
1	3803	#
1	4078	#
1	3855	#
1	4023	#
1	3886	#
1	4032	#
1	3844	#
1	4128	#
1	4061	#
1	4117	#
1	3878	#
1	4019	#
1	4034	#
1	3862	#
1	4086	#
1	4135	#
1	3772	#
1	4020	#
1	4078	#
1	4087	#
1	4072	#
1	4058	#
1	3741	#
1	4062	#
1	3858	#
1	4119	#
1	4033	#
1	4007	#
1	3805	#
1	4040	#
1	3942	#
1	4031	#
1	4071	#
1	4072	#
1	4073	#
1	4057	#
1	3851	#
1	4060	#
1	4012	#
1	3914	#
1	4055	#
1	3838	#
1	3888	#
1	3796	#
1	4030	#
1	3989	#
1	4108	#
1	4098	#
2	3770	#
2	3633	#
2	3677	#
2	3919	#
2	3814	#
2	3889	#
2	3703	#
2	3990	#
2	3713	#
2	3950	#
2	3805	#
2	4043	#
2	3681	#
2	3896	#
2	3714	#
2	3645	#
2	3594	#
2	3819	#
2	3783	#
2	3770	#
2	3684	#
2	3843	#
2	3688	#
2	3713	#
2	3799	#
2	3836	#
2	3867	#
2	3809	#
2	3713	#
2	3558	#
2	3696	#
2	3523	#
2	3597	#
2	3771	#
2	3997	#
2	3716	#
2	3715	#
2	3759	#
2	3742	#
2	3888	#
2	3741	#
2	3996	#
2	3831	#
2	3719	#
2	3586	#
2	3705	#
2	3906	#
2	3695	#
2	3937	#
2	3933	#
2	3760	#
3	3788	#
3	3800	#
3	3727	#
3	3867	#
3	3682	#
3	3796	#
3	3870	#
3	3602	#
3	3645	#
3	3776	#
3	3766	#
3	3726	#
3	3771	#
3	3714	#
3	3812	#
3	3726	#
3	3742	#
3	3647	#
3	3576	#
3	3635	#
3	3579	#
3	3764	#
3	3781	#
3	3653	#
3	3772	#
3	3702	#
3	3809	#
3	3739	#
3	3859	#
3	3603	#
3	3771	#
3	3806	#
3	3778	#
3	3626	#
3	3706	#
3	3701	#
3	3723	#
3	3775	#
3	3765	#
3	3775	#
3	3646	#
3	3795	#
3	3771	#
3	3768	#
3	3700	#
3	3691	#
3	3809	#
3	3753	#
3	3604	#
3	3809	#
3	3684	#
4	3629	#
4	3604	#
4	3582	#
4	3665	#
4	3662	#
4	3585	#
4	3772	#
4	3587	#
4	3648	#
4	3541	#
4	3717	#
4	3627	#
4	3703	#
4	3659	#
