1	1742
2	1480
3	1411
4	1392
5	1392
6	1359
7	1344
8	1318
9	1296
10	1283
11	1267
12	1250
13	1250
14	1247
15	1245
16	1244
17	1244
18	1244
19	1241
20	1241
21	1236
22	1230
23	1229
24	1228
25	1226
26	1224
27	1223
28	1223
29	1222
30	1220
31	1220
32	1220
33	1220
34	1220
35	1217
36	1216
37	1215
38	1214
39	1208
40	1206
41	1198
42	1198
43	1198
44	1197
45	1195
46	1195
47	1193
48	1193
49	1192
50	1189
51	1189
52	1189
53	1189
54	1189
55	1189
56	1189
57	1189
58	1186
59	1186
60	1186
61	1183
62	1182
63	1182
64	1182
65	1182
66	1181
67	1181
68	1181
69	1181
70	1181
71	1181
72	1171
73	1170
74	1169
75	1164
76	1156
77	1155
78	1155
79	1155
80	1155
81	1155
82	1155
83	1155
84	1155
85	1155
86	1155
87	1155
88	1155
89	1155
90	1155
91	1155
92	1155
93	1154
94	1154
95	1154
96	1154
97	1154
98	1152
99	1152
100	1152
101	1152
102	1152
103	1151
104	1150
105	1147
106	1144
107	1143
108	1142
109	1141
110	1135
111	1135
112	1133
113	1129
114	1129
115	1127
116	1125
117	1124
118	1124
119	1124
120	1121
121	1121
122	1121
123	1118
124	1118
125	1116
126	1116
127	1115
128	1114
129	1114
130	1113
131	1113
132	1112
133	1112
134	1108
135	1108
136	1107
137	1107
138	1107
139	1106
140	1099
141	1099
142	1099
143	1099
144	1099
145	1099
146	1099
147	1099
148	1099
149	1099
150	1099
151	1099
152	1096
153	1096
154	1096
155	1096
156	1095
157	1095
158	1095
159	1095
160	1095
161	1095
162	1095
163	1095
164	1095
165	1095
166	1095
167	1095
168	1095
169	1095
170	1095
171	1095
172	1095
173	1095
174	1094
175	1093
176	1093
177	1093
178	1092
179	1092
180	1089
181	1089
182	1083
183	1083
184	1083
185	1080
186	1076
187	1076
188	1075
189	1074
190	1073
191	1073
192	1072
193	1072
194	1072
195	1071
196	1068
197	1068
198	1068
199	1067
200	1063
201	1063
202	1062
203	1062
204	1062
205	1062
206	1059
207	1059
208	1059
209	1059
210	1058
211	1057
212	1057
213	1057
214	1057
215	1057
216	1057
217	1037
218	1037
219	1037
220	1037
221	1036
222	1036
223	1036
224	1033
225	1031
226	1030
227	1030
228	1029
229	1029
230	1029
231	1028
232	1026
233	1025
234	1023
235	1023
236	1023
237	1023
238	1023
239	1023
240	1023
241	1023
242	1023
243	1023
244	1023
245	1023
246	1023
247	1023
