Number of genomes	Number of gene families
1	1348
2	307
3	207
4	92
5	102
6	45
7	70
8	60
9	95
10	30
11	6
12	5
13	9
14	10
15	5
16	94
17	20
18	12
19	5
20	15
21	51
22	24
23	34
24	96
25	30
26	42
27	71
28	13
29	22
30	30
31	25
32	16
33	14
34	9
35	3
36	9
37	3
38	7
39	7
40	14
41	11
42	3
43	6
44	3
45	7
46	14
47	29
48	121
49	49
50	20
51	28
52	29
53	25
54	50
55	45
56	143
57	933
