Number of genomes	Pan genome
1	5934	#
1	5650	#
1	5886	#
1	5647	#
1	5681	#
1	5793	#
1	5808	#
1	5439	#
1	5830	#
1	5457	#
1	5922	#
1	5291	#
1	5897	#
1	5369	#
1	5635	#
1	5800	#
1	5648	#
1	5570	#
1	5861	#
1	5190	#
1	5694	#
2	9386	#
2	8687	#
2	8805	#
2	9016	#
2	7544	#
2	8867	#
2	8886	#
2	8510	#
2	8826	#
2	7413	#
2	8432	#
2	8618	#
2	9069	#
2	9246	#
2	8454	#
2	7318	#
2	8365	#
2	8325	#
2	8803	#
2	8269	#
2	8857	#
3	10156	#
3	10781	#
3	9770	#
3	10834	#
3	7838	#
3	9545	#
3	11012	#
3	7370	#
3	8936	#
3	10367	#
3	10933	#
3	10499	#
3	9687	#
3	10283	#
3	11134	#
3	10233	#
3	11602	#
3	7554	#
3	9966	#
3	10038	#
3	10532	#
4	12569	#
4	12355	#
4	12071	#
4	11440	#
4	11801	#
4	13081	#
4	11887	#
4	12008	#
4	11987	#
4	11004	#
4	12750	#
4	11993	#
4	12099	#
4	11968	#
4	11756	#
4	11307	#
4	12860	#
4	11425	#
4	12474	#
4	12679	#
4	11575	#
5	13376	#
5	13236	#
5	14078	#
5	14186	#
5	14456	#
5	13689	#
5	14021	#
5	13431	#
5	14023	#
5	14320	#
5	13038	#
5	13253	#
5	13850	#
5	13082	#
5	14252	#
5	13912	#
5	13551	#
5	14482	#
5	13713	#
5	13155	#
5	13604	#
6	14495	#
6	15413	#
6	15789	#
6	14701	#
6	14547	#
6	14939	#
6	14557	#
6	15474	#
6	15111	#
6	14863	#
6	15020	#
6	14994	#
6	14813	#
6	15326	#
6	15919	#
6	14649	#
6	15302	#
6	14917	#
6	14637	#
6	14483	#
6	14251	#
7	15621	#
7	16264	#
7	15687	#
7	15854	#
7	16033	#
7	15839	#
7	15784	#
7	15471	#
7	15277	#
7	15097	#
7	14304	#
7	15685	#
7	15443	#
7	16267	#
7	15500	#
7	15730	#
7	16474	#
7	16389	#
7	15891	#
7	15296	#
7	16115	#
8	15659	#
8	15168	#
8	15607	#
8	16143	#
8	16099	#
8	16007	#
8	16362	#
8	16674	#
8	16044	#
8	15587	#
8	16989	#
8	16788	#
8	16155	#
8	16726	#
8	16666	#
8	17144	#
8	16518	#
8	17122	#
8	16950	#
8	17061	#
8	16379	#
9	17429	#
9	17394	#
9	17872	#
9	18706	#
9	17800	#
9	18003	#
9	17945	#
9	17983	#
9	18046	#
9	17721	#
9	17734	#
9	17376	#
9	17981	#
9	17851	#
9	17963	#
9	18383	#
9	17347	#
9	17748	#
9	17657	#
9	16961	#
9	18136	#
10	19583	#
10	19432	#
10	18550	#
10	18167	#
10	17943	#
10	19380	#
10	18434	#
10	18313	#
10	17838	#
10	18021	#
10	19363	#
10	19471	#
10	18538	#
10	18930	#
10	19265	#
10	17981	#
10	18457	#
10	18557	#
10	17597	#
10	18836	#
10	19380	#
11	19478	#
11	20130	#
11	18923	#
11	20072	#
11	20136	#
11	18902	#
11	19425	#
11	19766	#
11	18848	#
11	19423	#
11	18748	#
11	19418	#
11	19635	#
11	20251	#
11	18488	#
11	19279	#
11	19541	#
11	19927	#
11	18631	#
11	18903	#
11	18203	#
12	19539	#
12	19551	#
12	20107	#
12	20129	#
12	20127	#
12	20765	#
12	21156	#
12	20793	#
12	20329	#
12	20186	#
12	19916	#
12	21182	#
12	20175	#
12	19264	#
12	20731	#
12	19922	#
12	20342	#
12	20564	#
12	20977	#
12	20843	#
12	19701	#
13	20564	#
13	20924	#
13	20282	#
13	20953	#
13	20873	#
13	19926	#
13	20233	#
13	19837	#
13	20420	#
13	21605	#
13	19249	#
13	20984	#
13	20519	#
13	20966	#
13	20764	#
13	19880	#
13	20464	#
13	21241	#
13	19818	#
13	19256	#
13	21389	#
14	20345	#
14	20530	#
14	21259	#
14	20620	#
14	20866	#
14	20665	#
14	21678	#
14	21479	#
14	20355	#
14	21219	#
14	20884	#
14	21046	#
14	21162	#
14	21021	#
14	20346	#
14	20545	#
14	21202	#
14	20783	#
14	21517	#
14	20433	#
14	20234	#
15	23079	#
15	21777	#
15	20642	#
15	21109	#
15	21561	#
15	20435	#
15	21367	#
15	21592	#
15	21082	#
15	22870	#
15	21932	#
15	20031	#
15	21772	#
15	21991	#
15	21747	#
15	22103	#
15	21094	#
15	21823	#
15	21310	#
15	21612	#
