1	3503
2	3565
3	4974
4	6016
5	7755
6	11236
7	13336
8	15085
9	15939
10	16078
11	18988
12	19685
13	19700
14	20886
15	21276
16	21286
17	21290
18	21698
19	22185
20	22498
21	22891
22	23552
23	23800
24	23844
25	24416
26	24753
27	25184
28	25352
29	25457
30	25582
31	25771
32	25850
33	26127
34	26335
35	26502
36	26662
37	29235
38	29268
39	30469
40	31241
41	31277
42	31404
43	31420
44	31425
45	31430
46	31434
47	33635
48	33637
49	34608
50	36402
